Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_3_Date,T_minus_3_Price ($),T_plus_3_Date,T_plus_3_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2024-06-27,2023,GNRC,Generac Holdings Inc,4022.670000,34280.000000,31.408700,Brown,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Green,Sungrid Solutions Inc,,,2024-06-21,137.000000,2024-07-01,133.160000,-2.800000,Completed,1.841576,-4.641576,-0.006279,0.001353,3.478427
2024-06-24,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,8.5 MW solar array/New Jersey,Green,,,,2024-06-20,4.230000,2024-06-27,4.230000,0.000000,Completed,3.259455,-3.259455,-0.000170,0.000052,1.677751
2024-04-01,2023,WTTR,Select Water Solutions Inc,1585.350000,244677.910000,93.800900,Brown,Trinity Environmental Services LLC,Green,,,,2024-03-28,9.010000,2024-04-04,9.110000,1.080000,Completed,3.897197,-2.817197,-0.001502,0.000533,4.551779
2024-03-29,2023,LUV,Southwest Airlines Co,26091.000000,20684739.360000,792.792100,Brown,SAFFiRE Renewables LLC,Green,,,,2024-03-25,27.850000,2024-04-01,28.500000,2.350000,Completed,2.932904,-0.582904,-0.005114,0.008774,6.676822
2024-03-12,2023,BLK,BlackRock Inc,17859.000000,6689.000000,0.549900,Green,38 solar energy & solar plus storage projects/Excelsior Energy Capital LP,Green,Excelsior Energy Capital LP,,,2024-03-08,817.230000,2024-03-15,784.390000,-4.020000,Completed,4.211243,-8.231243,-0.049435,0.006006,0.438190
2024-02-29,2023,LUV,Southwest Airlines Co,26091.000000,20684739.360000,792.792100,Brown,LanzaJet Inc,Green,,30.000000,,2024-02-23,32.820000,2024-03-04,33.140000,0.980000,Completed,-0.369808,1.349808,0.011843,0.008774,6.676822
2024-02-21,2023,WEC,WEC Energy Group Inc,8893.000000,19011373.220000,4866.860900,Brown,Samson I solar energy center/Wisconsin,Green,,28.100000,,2024-02-16,75.280000,2024-02-26,73.810000,-1.950000,Completed,0.747495,-2.697495,-0.008067,0.002991,8.490410
2024-02-02,2023,MGEE,MGE Energy Inc,690.280000,1771471.720000,2566.290300,Brown,4 MW solar hybrid project west riverside energy center/Wisconsin,Green,Alliant Energy Corp,,,2024-01-29,64.210000,2024-02-05,60.550000,-5.700000,Completed,-1.115720,-4.584280,-0.001064,0.000232,7.850606
2024-01-31,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,84 MWs of commercial scale solar arrays/US,Green,Vitol Holding BV,118.000000,,2024-01-26,5.460000,2024-02-05,5.310000,-2.750000,Completed,-0.382622,-2.367378,-0.000124,0.000052,1.677751
2024-01-11,2023,SUN,Sunoco LP,23068.000000,193605.840000,5.890500,Green,Zenith Energy Netherlands BV,Green,Zenith Energy Ltd,186.170000,,2024-01-05,54.230000,2024-01-16,57.500000,6.040000,Completed,-4.609383,10.649383,0.082613,0.007758,1.930144
2023-12-11,2022,WCN,Waste Connections Inc,7211.860000,4812957.000000,667.367000,Brown,29 facilities/Secure Energy Services Inc,Green,Secure Waste Infrastructure Co,791.740000,,2023-12-07,137.460000,2023-12-14,146.290000,6.420000,Completed,3.467221,2.952779,0.007161,0.002425,6.504837
2023-11-06,2022,VRN,Veren Inc,3512.300000,719333.000000,502.367700,Brown,Hammerhead Energy Inc,Green,,1710.590000,,2023-11-02,8.030000,2023-11-09,6.610000,-17.670000,Completed,-2.929741,-14.740259,-0.017410,0.001181,6.221321
2023-11-03,2022,ENB,Enbridge Inc,53309.000000,7717086.430000,82.196900,Brown,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Green,Morrow Renewables LLC,1200.000000,,2023-10-30,29.730000,2023-11-06,31.580000,6.250000,Completed,1.264320,4.985680,0.089380,0.017927,4.421210
2023-10-23,2022,ORA,Ormat Technologies Inc,734.160000,192441.770000,256.441700,Brown,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Green,Enel SpA,271.000000,,2023-10-19,66.650000,2023-10-26,62.800000,-5.780000,Completed,-5.709013,-0.070987,-0.000018,0.000247,5.550793
2023-09-18,2022,GPRE,Green Plains Inc,3662.850000,1296632.040000,373.761100,Brown,Green Plains Partners LP,Green,,280.010000,7.030000,2023-09-14,34.150000,2023-09-21,30.620000,-10.340000,Completed,-2.668019,-7.671981,-0.009450,0.001232,5.926289
2023-09-14,2022,CVX,Chevron Corp,235717.000000,53000000.000000,478.933800,Brown,ACES Delta project/Central,Green,,,,2023-09-08,156.900000,2023-09-18,156.910000,0.010000,Completed,1.776581,-1.766581,-0.140036,0.079269,6.173648
2023-09-12,2022,FTV,Fortive Corp,5825.700000,24419.550000,4.191700,Green,Solmetric Corp,Green,Vivint Solar Inc,,,2023-09-08,77.070000,2023-09-15,75.510000,-2.020000,Completed,0.921362,-2.941362,-0.005762,0.001959,1.647061
2023-08-21,2022,SPRU,Spruce Power Holding Corp,23.190000,108.620000,11.947200,Green,Portfolio of 2400 residential solar systems/California,Green,,,,2023-08-17,6.360000,2023-08-24,6.560000,3.140000,Completed,-0.172607,3.312607,0.000026,0.000008,2.560880
2023-08-16,2022,OXY,Occidental Petroleum Corp,36634.000000,17551718.180000,743.488000,Brown,Carbon Engineering Ltd,Green,"BHP Group Ltd,Airbus SE,Air Canada,Thomvest Ventures Inc,Lowercase Capital LLC (Fund: Lowercase Frontier LP),Starlight Ventures Inc,First Round Capital (Fund: First Round Capital VII LP),Oxy Low Carbon Ventures LLC,Bethel Lands Corp Ltd,Carbon Order Ltd,Rusheen Capital Management LLC,Chevron ...",813.120000,,2023-08-11,64.080000,2023-08-21,62.030000,-3.200000,Completed,-0.327537,-2.872463,-0.035388,0.012320,6.612697
2023-08-11,2022,AMRC,Ameresco Inc,1824.420000,324048.000000,23.715800,Green,Clean energy asset/Bright Canyon Energy Corp,Green,Pinnacle West Capital Corp,,,2023-08-07,51.370000,2023-08-14,51.140000,-0.450000,Completed,2.991258,-3.441258,-0.002111,0.000614,3.207443
2023-07-19,2022,AMPS,Altus Power Inc,101.160000,440.410000,4.353500,Green,4.4 MW operating solar assets/Southern California,Green,Apollo Global Management Inc,,,2023-07-14,5.840000,2023-07-24,6.510000,11.470000,Completed,2.390624,9.079376,0.000309,0.000034,1.677751
2023-06-30,2022,CMI,Cummins Inc,28074.000000,154826.970000,12.871600,Green,Hydrogenics Corp,Green,Air Liquide SA,,,2023-06-26,224.450000,2023-07-03,238.020000,6.050000,Completed,5.170642,0.879358,0.008302,0.009441,2.629844
2023-06-15,2022,NOG,Northern Oil and Gas Inc,1570.540000,351378.580000,863.442700,Brown,Delaware basin assets/Northern,Green,Earthstone Energy Inc,468.400000,,2023-06-09,30.580000,2023-06-20,30.790000,0.670000,Completed,-3.337973,4.007973,0.002117,0.000528,6.762085
2023-04-28,2022,TRP,TC Energy Corp,12309.000000,21133585.110000,1386.346700,Brown,155 MW Fluvanna Wind Farm/Scurry County,Green,,99.000000,,2023-04-24,36.490000,2023-05-01,37.430000,2.560000,Completed,-0.953175,3.513175,0.014542,0.004139,7.235148
2023-04-11,2022,D,Dominion Energy Inc,13938.000000,16875266.400000,2673.081600,Brown,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Green,Longroad Energy Holdings LLC,,,2023-04-06,52.380000,2023-04-14,52.260000,-0.220000,Completed,1.089385,-1.309385,-0.006137,0.004687,7.891361
2023-04-10,2022,LBRT,Liberty Energy Inc,4149.230000,1995196.000000,17.157200,Green,Siren Energy LLC,Green,,75.700000,,2023-04-06,12.910000,2023-04-13,13.000000,0.680000,Completed,0.903933,-0.223933,-0.000312,0.001395,2.899067
2023-03-06,2022,VST,Vistra Corp,13728.000000,31607742.710000,10124.570700,Brown,Energy Harbor Corp,Green,,6763.000000,,2023-03-02,20.460000,2023-03-09,24.690000,20.670000,Completed,-1.921711,22.591711,0.104297,0.004617,9.222819
2023-03-03,2022,EQNR,Equinor ASA,149004.000000,11434603.140000,152.841800,Brown,Suncor Energy UK Ltd,Green,Suncor Energy Inc,882.480000,,2023-02-27,25.400000,2023-03-06,25.310000,-0.390000,Completed,3.118371,-3.508371,-0.175799,0.050109,5.035925
