Announce Date,Reference_Year,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Acquirer_GHG_Emissions,Annual_Sales,Carbon_Intensity,Target_Classification,Acquirer_Classification,Announce_Date_DT,status,ticker,T_minus_3_Date,T_minus_3_Price,T_plus_3_Date,T_plus_3_Price,Percent_Return
2023-05-26,2022,COP,ConocoPhillips,Surmont Sand & Gravel Ltd,TotalEnergies SE,3000.0,,Completed,4988534.867526666,78494.0,332.2106,Brown,Brown,2023-05-26,Success,COP,2023-05-22,98.07,2023-05-30,95.68,-2.44
2023-05-22,2022,CVX,Chevron Corp,PDC Energy Inc,,7874.41,2.66,Completed,53000000.0,235717.0,478.9338,Brown,Brown,2023-05-22,Success,CVX,2023-05-18,143.14,2023-05-25,143.65,0.36
2023-05-12,2022,VTLE,Vital Energy Inc,Forge Energy II LLC,EnCap Investments LP,378.0,,Completed,386367.84,1920.796,201.1499,Neutral,Brown,2023-05-12,Success,VTLE,2023-05-08,43.76,2023-05-15,42.24,-3.47
2023-05-04,2022,SUN,Sunoco LP,16 refined product terminals/East Coast & Midwes,Zenith Energy Ltd,110.0,,Completed,106370.6675,25729.0,5.8905,Neutral,Green,2023-05-04,Success,SUN,2023-04-28,39.79,2023-05-08,38.96,-2.1
2023-05-03,2022,CRGY,Crescent Energy Co,Western Eagle Ford asset/US,Mesquite Exploration Ltd,600.0,,Completed,1123252.0,3057.065,367.4282,Neutral,Brown,2023-05-03,Success,CRGY,2023-04-28,10.69,2023-05-08,10.03,-6.2
2023-05-01,2022,ENB,Enbridge Inc,"Aitken Creek natural gas storage facility/British Columbia,Aitken Creek North gas storage facility/British Columbia",Fortis Inc/Canada,295.56,,Completed,7717086.429,53309.0,82.1969,Brown,Brown,2023-05-01,Success,ENB,2023-04-27,35.42,2023-05-04,35.38,-0.1
2023-04-28,2022,TRP,TC Energy Corp,155 MW Fluvanna Wind Farm/Scurry County,,99.0,,Completed,21133585.11,12309.0,1386.3467,Green,Brown,2023-04-28,Success,TRP,2023-04-24,36.49,2023-05-01,37.43,2.56
2023-04-27,2022,SU,Suncor Energy Inc,TotalEnergies EP Canada Ltd,TotalEnergies SE,1078.1,,Completed,16817507.15,58336.0,238.9831,Brown,Brown,2023-04-27,Success,SU,2023-04-21,28.4,2023-05-01,28.77,1.31
2023-04-20,2022,WULF,Terawulf Inc,Nautilus Cryptomine facility,Cumulus Coin LLC,,,Completed,49.204,15.033,3.2731,Brown,Green,2023-04-20,Success,WULF,2023-04-14,1.44,2023-04-24,1.43,-0.69
2023-04-12,2022,WHD,Cactus Inc,Flexsteel Pipeline Technologies Inc,,,,Completed,8664.043,688.369,12.5863,Brown,Green,2023-04-12,Success,WHD,2023-04-06,40.59,2023-04-17,41.4,2.0
2023-04-11,2022,D,Dominion Energy Inc,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Longroad Energy Holdings LLC,,,Completed,16875266.4,13938.0,2673.0816,Green,Brown,2023-04-11,Success,D,2023-04-06,52.38,2023-04-14,52.26,-0.22
2023-04-10,2022,LBRT,Liberty Energy Inc,Siren Energy LLC,,75.7,,Completed,1995196.0,4149.228,17.1572,Green,Green,2023-04-10,Success,LBRT,2023-04-06,12.91,2023-04-13,13.0,0.68
2023-04-03,2022,OVV,Ovintiv Inc,"PetroLegacy Energy I LLC,Piedra Resources LLC,Black Swan Oil & Gas LLC",EnCap Investments LP,4321.93,,Completed,2871927.309,12464.0,817.409,Brown,Brown,2023-04-03,Success,OVV,2023-03-30,33.26,2023-04-06,36.94,11.05
2023-03-28,2022,VRN,Veren Inc,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Spartan Delta Corp,1249.5,,Completed,719333.0,3512.3,502.3677,Brown,Brown,2023-03-28,Success,VRN,2023-03-24,5.99,2023-03-31,6.57,9.63
2023-03-24,2022,SPRU,Spruce Power Holding Corp,SS Holdings 2017 LLC,,,,Completed,108.615,23.194,11.9472,Neutral,Green,2023-03-24,Success,SPRU,2023-03-20,6.3,2023-03-27,6.24,-1.02
2023-03-08,2022,KLXE,KLX Energy Services Holdings Inc,Greene's Energy Group LLC,Denham Capital Management LP,,,Completed,12508.743,781.6,16.004,Brown,Green,2023-03-08,Success,KLXE,2023-03-03,14.46,2023-03-13,13.2,-8.71
2023-03-06,2022,VST,Vistra Corp,Energy Harbor Corp,,6763.0,,Completed,31607742.707216334,13728.0,10124.5707,Green,Brown,2023-03-06,Success,VST,2023-03-02,20.46,2023-03-09,24.69,20.67
2023-03-03,2022,EQNR,Equinor ASA,Suncor Energy UK Ltd,Suncor Energy Inc,882.48,,Completed,11434603.14,149004.0,152.8418,Green,Brown,2023-03-03,Success,EQNR,2023-02-27,25.4,2023-03-06,25.31,-0.39
2023-03-02,2022,PLUG,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,Completed,17435.663,701.44,44.3565,Brown,Brown,2023-03-02,Success,PLUG,2023-02-24,14.18,2023-03-06,13.67,-3.6
2023-03-02,2022,PLUG,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,Completed,17435.663,701.44,44.3565,Brown,Brown,2023-03-02,Success,PLUG,2023-02-24,14.18,2023-03-06,13.67,-3.6
2023-02-28,2022,REPX,Riley Exploration Permian Inc,Oil & gas assets/Pecos Oil & Gas LLC,Pecos Oil & Gas LLC,330.0,,Completed,46928.06543,321.743,145.8557,Brown,Brown,2023-02-28,Success,REPX,2023-02-24,27.6,2023-03-03,30.1,9.07
2023-02-16,2022,DNOW,DNOW Inc,EcoVapor Recovery Systems LLC,,,,Completed,19243.0,2136.0,23.8097,Green,Green,2023-02-16,Success,DNOW,2023-02-10,14.29,2023-02-21,12.42,-13.09
2023-02-15,2022,VTLE,Vital Energy Inc,Driftwood Energy Operating LLC,,212.94,,Completed,386367.84,1920.796,201.1499,Brown,Brown,2023-02-15,Success,VTLE,2023-02-10,55.16,2023-02-21,47.22,-14.39
2023-02-06,2022,GLNG,Golar LNG Ltd,2.4 MTPA floating liquefaction facility,New Fortress Energy Inc,193.72,,Completed,777147.646,267.74,2902.6206,Neutral,Brown,2023-02-06,Success,GLNG,2023-02-02,21.75,2023-02-09,21.88,0.6
2023-01-24,2022,MTDR,Matador Resources Co,Advance Energy Partners Holdings LLC,EnCap Investments LP,1600.0,,Completed,973869.0,3039.216,471.645,Neutral,Brown,2023-01-24,Success,MTDR,2023-01-20,59.69,2023-01-27,65.12,9.1
2023-01-18,2022,SHEL,Shell PLC,Volta Inc,,149.16,,Completed,41006166.52,381314.0,271.7385,Neutral,Brown,2023-01-18,Success,SHEL,2023-01-13,54.45,2023-01-23,53.56,-1.64
2023-01-18,2022,DUK,Duke Energy Corp,Pike Engineering LLC,,,,Completed,78800000.0,28768.0,5571.7764,Brown,Brown,2023-01-18,Success,DUK,2023-01-13,95.72,2023-01-23,92.08,-3.8
2023-01-05,2022,PSX,Phillips 66,DCP Midstream LP,,3783.87,7.47,Completed,27764607.2,169990.0,137.7066,Brown,Brown,2023-01-05,Success,PSX,2022-12-30,96.01,2023-01-09,94.1,-1.99
2023-01-04,2022,HASI,HA Sustainable Infrastructure,Portfolio of 1.3 GW renewables/US,AES Corp/The,,,Completed,0.0,239.737,0.0,Green,Green,2023-01-04,Success,HASI,2022-12-30,25.66,2023-01-09,27.78,8.25
2023-01-03,2022,TRGP,Targa Resources Corp,Grand Prix NGL Pipeline,Blackstone Inc,1050.0,,Completed,8434072.294,20929.8,413.3712,Brown,Brown,2023-01-03,Success,TRGP,2022-12-30,69.94,2023-01-06,69.56,-0.54
2023-01-03,2022,AMPS,Altus Power Inc,220 mw solar assets/True Green Capital Management LLC,True Green Capital Management LLC,293.0,,Completed,440.413,101.163,4.3535,Green,Green,2023-01-03,Success,AMPS,2022-12-30,6.52,2023-01-06,6.96,6.75
2023-01-03,2022,SHEL,Shell PLC,TF Hudgins Inc,CapStreet Group LLC/The,,,Completed,41006166.52,381314.0,271.7385,Brown,Brown,2023-01-03,Success,SHEL,2022-12-30,52.02,2023-01-06,52.3,0.53
2022-12-21,2021,AM,Antero Midstream Corp,Certain compression assets/Utica,EnLink Midstream LLC,10.0,,Completed,850474.9895,898.202,946.8638,Neutral,Brown,2022-12-21,Success,AM,2022-12-16,9.02,2022-12-27,9.37,3.88
2022-12-19,2021,LINK,Interlink Electronics Inc,"KWJ Engineering Inc,Spec Sensors LLC",,2.0,,Completed,1280.43,7.478,171.2263,Brown,Brown,2022-12-19,Success,LINK,2022-12-15,6.06,2022-12-22,5.9,-2.64
2022-12-17,2021,CPK,Chesapeake Utilities Corp,Propane operating assets/Hernando Gas LLC,Hernando Gas LLC,,,Completed,221805.0,569.968,199.8142,Neutral,Brown,2022-12-17,Success,CPK,2022-12-13,113.92,2022-12-20,112.37,-1.36
2022-12-06,2021,NRG,NRG Energy Inc,Vivint Smart Home Inc,,5017.07,9.53,Completed,18279398.4,26989.0,6792.4745,Neutral,Brown,2022-12-06,Success,NRG,2022-12-02,38.5,2022-12-09,30.13,-21.75
2022-11-28,2021,PATK,Patrick Industries Inc,Transhield Inc,Ancor Holdings LP,,,Completed,62251.641,4078.092,15.2649,Neutral,Green,2022-11-28,Success,PATK,2022-11-23,34.41,2022-12-01,36.23,5.27
2022-11-18,2021,CVX,Chevron Corp,Beyond6 LLC,,,,Completed,28582001.82,155606.0,478.9338,Neutral,Brown,2022-11-18,Success,CVX,2022-11-14,168.89,2022-11-21,165.35,-2.09
2022-11-18,2021,CVX,Chevron Corp,Beyond6 LLC,"Mercuria Energy Trading Inc,Unknown Seller",,,Completed,28582001.82,155606.0,478.9338,Green,Brown,2022-11-18,Success,CVX,2022-11-14,168.89,2022-11-21,165.35,-2.09
2022-11-16,2021,FANG,Diamondback Energy Inc,Lario Permian LLC,Lario Oil & Gas Co,1494.76,,Completed,1253208.511,5567.0,284.1958,Brown,Brown,2022-11-16,Success,FANG,2022-11-11,146.04,2022-11-21,135.1,-7.49
2022-11-15,2021,CMC,Commercial Metals Co,Metals recycling facility & related assets/Galveston,"Kodiak Properties LLC,Kodiak Resources Inc",,,Completed,49.5186227,6729.76,0.0074,Neutral,Green,2022-11-15,Success,CMC,2022-11-11,44.71,2022-11-18,46.07,3.04
2022-11-11,2021,AIV,Apartment Investment and Management Co,Howard Energy Partners,,,,Completed,2054.295,172.113,11.9357,Brown,Green,2022-11-11,Success,AIV,2022-11-07,6.9,2022-11-14,7.12,3.25
2022-11-07,2021,CPK,Chesapeake Utilities Corp,Planet Found Energy Development LLC,,9.4,,Completed,221805.0,569.968,199.8142,Brown,Brown,2022-11-07,Success,CPK,2022-11-03,103.98,2022-11-10,104.65,0.64
2022-11-06,2021,KMI,Kinder Morgan Inc,STX Midstream pipeline/NextEra Energy Partners LP,XPLR Infrastructure LP,1831.0,,Completed,14100000.0,16610.0,169.5854,Brown,Brown,2022-11-06,Success,KMI,2022-11-02,15.68,2022-11-09,15.4,-1.79
2022-11-02,2021,PUMP,ProPetro Holding Corp,Silvertip Completion Services,,136.16,,Completed,14877.679,874.514,18.1255,Green,Green,2022-11-02,Success,PUMP,2022-10-28,11.47,2022-11-07,12.1,5.49
2022-11-02,2021,CEG,Constellation Energy Corp,Rebate Business/Bill Identity Ltd,Optima Technology Group Ltd,2.8,,Completed,11387377.59,19649.0,579.5398,Neutral,Brown,2022-11-02,Success,CEG,2022-10-28,91.67,2022-11-07,91.43,-0.27
2022-11-02,2021,WTTR,Select Water Solutions Inc,"Breakwater Energy Partners LLC,Breakwater & water pipeline assets/Cypress Environmental Services LLC",Cypress Environmental Partners,,,Completed,335852.059,764.62,93.8009,Green,Brown,2022-11-02,Success,WTTR,2022-10-28,8.57,2022-11-07,8.79,2.56
2022-10-27,2021,ARIS,Aris Water Solution Inc,Intellectual property rights and related proprietary treatment technologies,Water Standard Management US Inc,,,Completed,19451.66905,229.251,84.8488,Neutral,Brown,2022-10-27,Success,ARIS,2022-10-21,13.07,2022-10-31,15.78,20.78
2022-10-26,2021,BH,Biglari Holdings Inc,Abraxas Petroleum Corp,,54.9,1.2,Completed,6418.043,366.106,17.5306,Brown,Green,2022-10-26,Success,BH,2022-10-21,131.5,2022-10-31,137.95,4.9
2022-10-26,2021,PROP,Prairie Operating Co,Prairie Operating Co LLC,,28.2,,Completed,301.2594448,0.8076,373.0305,Green,Brown,2022-10-26,Success,PROP,2022-10-21,4.74,2022-10-31,4.71,-0.62
2022-10-26,2021,NOA,North American Construction Group Ltd,ML Northern Services Ltd,,11.06,,Completed,10842.84,654.143,16.5756,Brown,Green,2022-10-26,Success,NOA,2022-10-21,10.65,2022-10-31,12.08,13.4
2022-10-18,2021,D,Dominion Energy Inc,Energy Storage Project/East Point Energy,East Point Energy LLC,,,Completed,15471297.2,13964.0,2673.0816,Green,Brown,2022-10-18,Success,D,2022-10-14,56.68,2022-10-21,57.76,1.9
2022-10-12,2021,FANG,Diamondback Energy Inc,Firebird Energy LLC,,1555.05,,Completed,1253208.511,5567.0,284.1958,Brown,Brown,2022-10-12,Success,FANG,2022-10-07,126.56,2022-10-17,123.92,-2.09
2022-10-11,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Northern Delaware Basin,,130.0,,Completed,342025.4175,496.899,863.4427,Neutral,Brown,2022-10-11,Success,NOG,2022-10-07,29.76,2022-10-14,28.91,-2.84
2022-10-01,2021,NOA,North American Construction Group Ltd,ML Northern Services Ltd,,,,Completed,10842.84,654.143,16.5756,Neutral,Green,2022-10-01,Success,NOA,2022-09-27,9.03,2022-10-04,9.7,7.42
2022-09-30,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Delaware Basin,Alpha Energy Partners LLC,157.5,,Completed,342025.4175,496.899,863.4427,Neutral,Brown,2022-09-30,Success,NOG,2022-09-26,21.99,2022-10-03,26.82,21.96
2022-09-29,2021,DTM,DT Midstream Inc,Millennium Pipeline Co LLC,National Grid PLC,552.0,,Completed,39311.38845,840.0,46.7993,Brown,Brown,2022-09-29,Success,DTM,2022-09-23,45.69,2022-10-03,47.2,3.3
2022-09-29,2021,DTM,DT Midstream Inc,Millennium Pipeline/US,National Grid PLC,552.0,,Completed,39311.38845,840.0,46.7993,Brown,Brown,2022-09-29,Success,DTM,2022-09-23,45.69,2022-10-03,47.2,3.3
2022-09-29,2021,BN,Brookfield Corp,Standard Solar Inc,Energir Inc,530.0,,Completed,778802.7825,75731.0,21.4077,Green,Green,2022-09-29,Success,BN,2022-09-23,34.71,2022-10-03,33.42,-3.72
2022-09-29,2021,ENB,Enbridge Inc,Tri Global Energy LLC,"Altius Minerals Corp,Unknown Seller",270.0,,Completed,7431128.0,47071.0,82.1969,Green,Brown,2022-09-29,Success,ENB,2022-09-23,33.18,2022-10-03,33.55,1.1
2022-09-23,2021,ETR,Entergy Corp,475 MW Solar Gnerating capacity/US,,,,Completed,35663689.0,11742.896,3003.6345,Green,Brown,2022-09-23,Success,ETR,2022-09-19,49.86,2022-09-26,46.81,-6.1
2022-09-22,2021,TALO,Talos Energy Inc,Enven Energy Corp,,1108.47,,Completed,1143630.466,1212.503,943.1981,Neutral,Brown,2022-09-22,Success,TALO,2022-09-16,20.31,2022-09-26,15.09,-25.7
2022-09-13,2021,AM,Antero Midstream Corp,Marcellus natural gas gathering & compression assets/West Virginia,Crestwood Equity Partners LP,205.0,,Completed,850474.9895,898.202,946.8638,Brown,Brown,2022-09-13,Success,AM,2022-09-09,8.48,2022-09-16,8.41,-0.89
2022-09-12,2021,ARKO,Arko Corp,Transit Energy Group LLC,,370.0,,Completed,79943.638,7417.398,10.7779,Neutral,Green,2022-09-12,Success,ARKO,2022-09-08,9.69,2022-09-15,9.76,0.69
2022-09-09,2021,SPRU,Spruce Power Holding Corp,Spruce Power Holdings LLC,HPS Investment Partners LLC,58.0,,Completed,179.523,15.6,11.9472,Green,Green,2022-09-09,Success,SPRU,2022-09-02,8.96,2022-09-12,9.76,8.93
2022-09-07,2021,EQT,EQT Corp,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Quantum Energy Partners LLC,4939.63,,Completed,319886.0,4680.893,258.5549,Neutral,Brown,2022-09-07,Success,EQT,2022-09-02,45.39,2022-09-12,48.29,6.39
2022-08-18,2021,ENB,Enbridge Inc,Gray Oak Pipeline LLC,Phillips 66,,,Completed,7431128.0,47071.0,82.1969,Brown,Brown,2022-08-18,Success,ENB,2022-08-12,37.97,2022-08-22,37.49,-1.24
2022-08-17,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Midland Basin,,110.0,,Completed,342025.4175,496.899,863.4427,Neutral,Brown,2022-08-17,Success,NOG,2022-08-12,26.82,2022-08-22,28.19,5.09
2022-08-15,2021,BKR,Baker Hughes Co,Quest Integrity Group LLC,Team Inc,280.0,,Completed,391346.0,20502.0,19.0882,Brown,Green,2022-08-15,Success,BKR,2022-08-11,23.78,2022-08-18,23.5,-1.15
2022-08-11,2021,KMI,Kinder Morgan Inc,North American Natural Resources Inc,,135.0,,Completed,14100000.0,16610.0,169.5854,Green,Brown,2022-08-11,Success,KMI,2022-08-05,15.07,2022-08-15,16.01,6.3
2022-08-09,2021,DVN,Devon Energy Corp,Validus Energy Aquilas Assetco LLC,,1800.0,,Completed,1543105.449,12206.0,708.9498,Brown,Brown,2022-08-09,Success,DVN,2022-08-05,48.98,2022-08-12,56.67,15.71
2022-08-09,2021,APA,APA Corp,Mining properties/Texas Delaware Basin,,505.0,,Completed,6257760.455,8079.0,774.5712,Neutral,Brown,2022-08-09,Success,APA,2022-08-05,29.46,2022-08-12,32.2,9.29
2022-08-09,2021,EVRG,Evergy Inc,199 MW Persimmon creek wind Farm/Oklahoma,"Gestamp Eolica SL,Scout Clean Energy LLC",250.0,,Completed,26540373.0,5586.7,4750.6351,Green,Brown,2022-08-09,Success,EVRG,2022-08-05,60.23,2022-08-12,62.95,4.51
2022-08-09,2021,EVRG,Evergy Inc,Wind farm/Oklahoma,,,,Completed,26540373.0,5586.7,4750.6351,Green,Brown,2022-08-09,Success,EVRG,2022-08-05,60.23,2022-08-12,62.95,4.51
2022-08-04,2021,ARIS,Aris Water Solution Inc,Delaware Energy Services LLC,,128.8,,Completed,19451.66905,229.251,84.8488,Brown,Brown,2022-08-04,Success,ARIS,2022-07-29,19.52,2022-08-08,14.54,-25.51
2022-08-03,2021,BWA,BorgWarner Inc,Rhombus Energy Solutions Inc,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,Completed,99997.344,11803.0,8.4722,Green,Green,2022-08-03,Success,BWA,2022-07-29,32.58,2022-08-08,32.56,-0.08
2022-08-03,2021,AEP,American Electric Power Co Inc,595 MW Cardinal Plant Unit 1/Brilliant,AEP Generation Resources Inc,,,Completed,28544859.42,16792.0,3035.829,Neutral,Brown,2022-08-03,Success,AEP,2022-07-29,88.62,2022-08-08,89.99,1.54
2022-07-28,2021,PBF,PBF Energy Inc,PBF Logistics LP,,1096.91,6.88,Completed,14160000.0,27253.4,269.0015,Neutral,Brown,2022-07-28,Success,PBF,2022-07-22,24.79,2022-08-01,30.52,23.14
2022-07-25,2021,SHEL,Shell PLC,Shell Midstream Partners LP,,1963.6,23.35,Completed,45504846.91,261504.0,271.7385,Brown,Brown,2022-07-25,Success,SHEL,2022-07-21,43.93,2022-07-28,46.18,5.12
2022-07-20,2021,BLK,BlackRock Inc,Vanguard Renewables LLC,Vision Ridge Partners LLC,,,Completed,5308.0,19374.0,0.5499,Green,Green,2022-07-20,Success,BLK,2022-07-15,558.79,2022-07-25,592.09,5.96
2022-07-19,2021,KMI,Kinder Morgan Inc,3 landfill assets/Mas CanAm LLC,MAS CanAm LLC,355.0,,Completed,14100000.0,16610.0,169.5854,Neutral,Brown,2022-07-19,Success,KMI,2022-07-15,14.23,2022-07-22,14.99,5.31
2022-07-14,2021,EGY,VAALCO Energy Inc,TransGlobe Energy Corp,,328.51,1.76,Completed,107795.816,199.075,541.4834,Brown,Brown,2022-07-14,Success,EGY,2022-07-08,5.76,2022-07-18,4.57,-20.67
2022-07-07,2021,POR,General Electric Co,Nexus Controls LLC,Baker Hughes Co,,,Completed,5859714.0,2396.0,6102.053,Neutral,Brown,2022-07-07,Success,POR,2022-07-01,44.82,2022-07-11,44.06,-1.69
2022-07-05,2021,REI,Ring Energy Inc,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP","Warburg Pincus LLC,Unknown Seller",262.51,,Completed,121754.811,196.306,479.2399,Brown,Brown,2022-07-05,Success,REI,2022-07-01,2.64,2022-07-08,2.54,-3.79
2022-07-05,2021,NNI,Nelnet Inc,Grne Solutions LLC,,,,Completed,993.765,1500.914,0.6621,Green,Green,2022-07-05,Success,NNI,2022-07-01,83.63,2022-07-08,83.49,-0.17
2022-06-17,2021,TRGP,Targa Resources Corp,Lucid Energy Group LLC,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,Completed,7006559.465,16949.8,413.3712,Brown,Brown,2022-06-17,Success,TRGP,2022-06-13,63.61,2022-06-21,59.77,-6.04
2022-06-09,2021,DVN,Devon Energy Corp,Leasehold interest & related assets/RimRock Oil and Gas LP,Rimrock Oil & Gas LP,865.0,,Completed,1543105.449,12206.0,708.9498,Brown,Brown,2022-06-09,Success,DVN,2022-06-03,65.5,2022-06-13,59.86,-8.61
2022-06-08,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Williston Basin,,158.0,,Completed,342025.4175,496.899,863.4427,Neutral,Brown,2022-06-08,Success,NOG,2022-06-03,30.13,2022-06-13,31.31,3.94
2022-06-01,2021,MYE,Myers Industries Inc,Mohawk Rubber Sales of NE Inc,ISO New England Inc,27.8,,Completed,51316.826,761.435,67.3949,Neutral,Brown,2022-06-01,Success,MYE,2022-05-27,22.03,2022-06-06,22.77,3.34
2022-05-31,2021,SU,Suncor Energy Inc,White Rose asset,Cenovus Energy Inc,39.58,,Completed,10848667.93,39132.0,238.9831,Neutral,Brown,2022-05-31,Success,SU,2022-05-27,36.28,2022-06-03,36.85,1.56
2022-05-31,2021,PROP,Prairie Operating Co,Certain energy assets/South Dakota,Highwire Energy Partners LLC,,,Completed,301.2594448,0.8076,373.0305,Neutral,Brown,2022-05-31,Success,PROP,2022-05-27,17.65,2022-06-03,15.56,-11.83
2022-05-26,2021,FF,FutureFuel Corp,Cebolleta Uranium Project/Cibola County,Encore Energy Corp,92.72,,Completed,33963.84172,321.386,105.6793,Neutral,Brown,2022-05-26,Success,FF,2022-05-20,4.42,2022-05-31,4.49,1.53
2022-05-19,2021,PR,Permian Resources Corp,Colgate Energy Partners III LLC,,2612.61,,Completed,412346.996,897.767,369.5357,Neutral,Brown,2022-05-19,Success,PR,2022-05-13,6.77,2022-05-23,6.32,-6.72
2022-05-17,2021,HLX,Helix Energy Solutions Group Inc,Alliance Offshore LLC,,120.0,,Completed,205000.0,674.728,24.3523,Neutral,Green,2022-05-17,Success,HLX,2022-05-13,4.02,2022-05-20,4.22,4.98
2022-05-16,2021,FANG,Diamondback Energy Inc,Rattler Midstream LP,,1281.66,5.61,Completed,1253208.511,5567.0,284.1958,Brown,Brown,2022-05-16,Success,FANG,2022-05-12,110.3,2022-05-19,112.71,2.19
2022-05-05,2021,CAT,Caterpillar Inc,Tangent Energy Solutions Inc,,,,Completed,250507.1834,50971.0,18.9317,Neutral,Green,2022-05-05,Success,CAT,2022-04-29,199.58,2022-05-09,195.55,-2.02
2022-05-03,2021,RDUS,Radius Recycling Inc,Operating assets/Encore Recycling LLC,Encore Recycling LLC,,,Completed,2928.054,2758.551,1.0614,Neutral,Green,2022-05-03,Success,RDUS,2022-04-29,41.62,2022-05-06,36.28,-12.84
2022-04-28,2021,HPK,HighPeak Energy Inc,Howard County assets,Hannathon Petroleum LLC,345.37,,Completed,121707.359,220.124,552.9036,Neutral,Brown,2022-04-28,Success,HPK,2022-04-22,36.89,2022-05-02,26.45,-28.3
2022-04-27,2021,CHX,ChampionX Corp,Leak Surveys Inc,,3.7,,Completed,76396.0,3074.99,13.4338,Neutral,Green,2022-04-27,Success,CHX,2022-04-22,21.98,2022-05-02,20.71,-5.77
2022-04-26,2021,ST,Sensata Technologies Holding PLC,Dynapower Co LLC,Pfingsten Partners LLC,580.0,,Completed,10328.077,3820.806,2.7031,Green,Green,2022-04-26,Success,ST,2022-04-22,46.81,2022-04-29,43.74,-6.54
2022-04-20,2021,BKR,Baker Hughes Co,Mosaic Materials Inc,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,Completed,391346.0,20502.0,19.0882,Green,Green,2022-04-20,Success,BKR,2022-04-14,34.64,2022-04-25,28.56,-17.57
2022-04-19,2021,ALE,ALLETE Inc,New Energy Equity,,165.5,,Completed,2599166.9000000004,1419.2,8639.0694,Green,Brown,2022-04-19,Success,ALE,2022-04-14,55.38,2022-04-22,55.24,-0.24
2022-04-11,2021,SUN,Sunoco LP,Gladieux Energy LLC,,190.0,,Completed,170456.023,17596.0,5.8905,Neutral,Green,2022-04-11,Success,SUN,2022-04-07,33.71,2022-04-14,34.86,3.42
2022-04-04,2021,HPK,HighPeak Energy Inc,Oil & gas properties/Permian Basin,Alamo Frac Holdings LLC,201.0,,Completed,121707.359,220.124,552.9036,Brown,Brown,2022-04-04,Success,HPK,2022-03-31,21.73,2022-04-07,21.37,-1.62
2022-04-04,2021,AMTX,Aemetis Inc,8.5 acre property/California,,2.0,,Completed,55040.79,211.949,259.6888,Neutral,Brown,2022-04-04,Success,AMTX,2022-03-31,12.67,2022-04-07,12.28,-3.08
2022-03-31,2021,FCPT,Four Corners Property Trust Inc,Express Oil Change property,,1.5,,Completed,2592.857,199.378,13.4456,Brown,Green,2022-03-31,Success,FCPT,2022-03-25,22.62,2022-04-04,23.75,4.97
2022-03-28,2021,USDP,USD Partners LP,Hardisty South terminal assets/USD Group LLC,USD Group LLC,107.47,,Completed,3519.146,204.485,33.4698,Neutral,Brown,2022-03-28,Success,USDP,2022-03-24,5.08,2022-03-31,5.48,7.69
2022-03-17,2021,TRGP,Targa Resources Corp,Southcross Energy Operating LLC,,200.0,,Completed,7006559.465,16949.8,413.3712,Brown,Brown,2022-03-17,Success,TRGP,2022-03-11,64.22,2022-03-21,67.14,4.55
2022-03-15,2021,ENPH,Enphase Energy Inc,SolarLeadFactory LLC,,,,Completed,12095.162,1382.049,35.4719,Green,Brown,2022-03-15,Success,ENPH,2022-03-11,171.07,2022-03-18,184.52,7.86
2022-03-08,2021,SND,Smart Sand Inc,Hi-Crush Blair LLC,Hi-Crush Inc,6.5,,Completed,11663.009,126.648,93.8443,Brown,Brown,2022-03-08,Success,SND,2022-03-04,3.76,2022-03-11,2.98,-20.81
2022-03-07,2021,CHRD,Chord Energy Corp,Whiting Petroleum Corp,,3247.0,2.77,Completed,1457753.145,1579.926,154.7814,Brown,Brown,2022-03-07,Success,CHRD,2022-03-03,92.75,2022-03-10,102.56,10.57
2022-03-03,2021,ALE,ALLETE Inc,NEW Energy Equity LLC,"Unknown Seller,SmartPitch Ventures LLC",165.5,,Completed,2599166.9000000004,1419.2,8639.0694,Green,Brown,2022-03-03,Success,ALE,2022-02-25,54.62,2022-03-07,56.91,4.19
2022-02-28,2021,CVX,Chevron Corp,Renewable Energy Group Inc,,2769.66,8.87,Completed,28582001.82,155606.0,478.9338,Green,Brown,2022-02-28,Success,CVX,2022-02-24,120.0,2022-03-03,139.01,15.85
