Announce Date,Reference_Year,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Acquirer_GHG_Emissions,Annual_Sales,Carbon_Intensity,Target_Classification,Acquirer_Classification,Announce_Date_DT,status,ticker,T_minus_3_Date,T_minus_3_Price,T_plus_3_Date,T_plus_3_Price,Percent_Return
2024-08-27,2023,TPL,Texas Pacific Land Corp,2 oil & gas mineral interests/Permian Basin,,169.0,,Completed,13819.0,631.595,21.8795,Brown,Green,2024-08-27,Success,TPL,2024-08-23,856.04,2024-08-30,865.88,1.15
2024-08-06,2023,CEG,Constellation Energy Corp,Constellation South Texas LLC,,,,Completed,9679181.0,24918.0,579.5398,Brown,Brown,2024-08-06,Success,CEG,2024-08-02,166.2,2024-08-09,188.87,13.64
2024-08-06,2023,MPLX,MPLX LP,BANGL NGL pipeline/Permian,,,,Completed,5401376.567,11281.0,87.7545,Brown,Brown,2024-08-06,Success,MPLX,2024-08-02,39.69,2024-08-09,39.2,-1.24
2024-07-29,2023,PR,Permian Resources Corp,Certain Basin assets/Texas,Occidental Petroleum Corp,818.0,,Completed,892378.209,3120.893,369.5357,Neutral,Brown,2024-07-29,Success,PR,2024-07-25,14.86,2024-08-01,14.3,-3.77
2024-07-29,2023,SD,SandRidge Energy Inc,Certain Assets,,144.0,,Completed,33621.262,148.641,435.6299,Neutral,Brown,2024-07-29,Success,SD,2024-07-25,13.25,2024-08-01,12.68,-4.26
2024-07-23,2023,FLS,Flowserve Corp,Intellectual Property & LNG Pumping Technology/NexGen Cryogenic Solutions Inc,Nexgen Cryogenic Solutions Inc,,,Completed,14551.5,4320.577,3.368,Brown,Green,2024-07-23,Success,FLS,2024-07-19,49.29,2024-07-26,50.31,2.05
2024-07-22,2023,AROC,Archrock Inc,Total Operations & Production Services LLC,Apollo Global Management Inc,969.63,,Completed,18566.676,990.337,18.1255,Green,Green,2024-07-22,Success,AROC,2024-07-18,22.44,2024-07-25,20.84,-7.13
2024-07-22,2023,DOV,Dover Corp,Marshall Excelsior Co,Harbour Group Industries Inc,395.0,,Completed,54787.0,7684.476,17.253,Neutral,Green,2024-07-22,Success,DOV,2024-07-18,184.87,2024-07-25,184.85,-0.01
2024-07-10,2023,HON,Honeywell International Inc,Liquefied natural gas process technology and equipment business/Allentown,Air Products and Chemicals Inc,1810.0,,Completed,695159.079,36662.0,91.2639,Brown,Brown,2024-07-10,Success,HON,2024-07-05,208.93,2024-07-15,212.36,1.64
2024-07-09,2023,SEI,Solaris Energy Infrastructure,Mobile Energy Rentals LLC,,198.63,,Completed,4068.426,292.947,18.1944,Neutral,Green,2024-07-09,Success,SEI,2024-07-05,8.15,2024-07-12,11.79,44.77
2024-07-09,2023,UTL,Unitil Corp,Bangor Natural Gas Co,Hearthstone Utilities Inc,70.9,,Completed,20546.162,557.1,36.8806,Brown,Brown,2024-07-09,Success,UTL,2024-07-05,49.92,2024-07-12,53.88,7.93
2024-07-08,2023,DVN,Devon Energy Corp,Williston Basin business/Grayson Mill Energy LLC,Grayson Mill Energy LLC,5000.0,,Completed,2188624.653,15258.0,708.9498,Brown,Brown,2024-07-08,Success,DVN,2024-07-03,46.94,2024-07-11,45.29,-3.51
2024-06-30,2023,AMPS,Altus Power Inc,9.8 MW solar energy facilities/Massachusetts,,9.8,,Completed,645.849,155.162,4.3535,Green,Green,2024-06-30,Success,AMPS,2024-06-26,4.02,2024-07-03,3.98,-1.0
2024-06-27,2023,GNRC,Generac Holdings Inc,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Sungrid Solutions Inc,,,Completed,34280.0,4022.667,31.4087,Green,Brown,2024-06-27,Success,GNRC,2024-06-21,137.0,2024-07-01,133.16,-2.8
2024-06-24,2023,AMPS,Altus Power Inc,8.5 MW solar array/New Jersey,,,,Completed,645.849,155.162,4.3535,Green,Green,2024-06-24,Success,AMPS,2024-06-20,4.23,2024-06-27,4.23,0.0
2024-06-12,2023,MTDR,Matador Resources Co,Ameredev Stateline II LLC,"Ameredev II Parent LLC,Ameredev Intermediate II LLC",1905.0,,Completed,1051432.0,2808.046,471.645,Brown,Brown,2024-06-12,Success,MTDR,2024-06-07,57.25,2024-06-17,55.4,-3.24
2024-06-10,2023,NE,Noble Corp PLC,Diamond Offshore Drilling Inc,,2171.27,12.19,Completed,880644.0,2589.018,340.146,Brown,Brown,2024-06-10,Success,NE,2024-06-06,40.53,2024-06-13,42.57,5.04
2024-06-03,2023,PUMP,ProPetro Holding Corp,Aqua Prop LLC,,24.88,,Completed,294004.681,1630.399,18.1255,Brown,Green,2024-06-03,Success,PUMP,2024-05-30,9.23,2024-06-06,8.99,-2.6
2024-05-28,2023,COP,ConocoPhillips,Marathon Oil Corp,,22921.61,5.22,Completed,8221074.884,56141.0,332.2106,Brown,Brown,2024-05-28,Success,COP,2024-05-24,114.67,2024-05-31,113.92,-0.66
2024-05-22,2023,KMI,Kinder Morgan Inc,Oil & gas producing assets/US,,100.0,,Completed,14900000.0,15334.0,169.5854,Brown,Brown,2024-05-22,Success,KMI,2024-05-17,19.01,2024-05-28,18.4,-3.2
2024-05-16,2023,CRGY,Crescent Energy Co,SilverBow Resources Inc,,2025.54,4.52,Completed,671906.162,2382.602,367.4282,Brown,Brown,2024-05-16,Success,CRGY,2024-05-10,11.67,2024-05-20,12.24,4.83
2024-05-13,2023,OKE,ONEOK Inc,Certain pipeline systems/Gulf Coast,Easton Energy LLC,280.0,,Completed,3994126.195,17677.0,280.2397,Neutral,Brown,2024-05-13,Success,OKE,2024-05-09,77.44,2024-05-16,79.58,2.76
2024-05-09,2023,KNTK,Kinetik Holdings Inc,Durango Permian LLC,Morgan Stanley Energy Partners,315.0,,Completed,2020748.926,1256.412,1608.349,Brown,Brown,2024-05-09,Success,KNTK,2024-05-03,36.47,2024-05-13,37.97,4.11
2024-04-30,2023,PWR,Quanta Services Inc,Sherman + Reilly Inc,Greenlee Textron Inc,,,Completed,988361.193,20882.206,25.6389,Neutral,Brown,2024-04-30,Success,PWR,2024-04-26,261.41,2024-05-03,256.08,-2.04
2024-04-29,2023,TMHC,Taylor Morrison Home Corp,Pyatt Builders LLC,,,,Completed,117397.114,7417.831,15.8263,Neutral,Green,2024-04-29,Success,TMHC,2024-04-25,56.28,2024-05-02,56.25,-0.05
2024-04-26,2023,APO,Apollo Global Management Inc,US Silica Holdings Inc,,1850.0,4.32,Completed,1182.0,32781.0,0.1,Brown,Green,2024-04-26,Success,APO,2024-04-22,109.07,2024-04-29,109.38,0.28
2024-04-15,2023,EQNR,Equinor ASA,Non-operated natural gas assets/EQT Corp,EQT Corp,500.0,,Completed,11449109.44,106848.0,152.8418,Brown,Brown,2024-04-15,Success,EQNR,2024-04-11,26.06,2024-04-18,25.15,-3.51
2024-04-01,2023,AM,Antero Midstream Corp,Gathering & compression assets/Summit Midstream Partners LP,Summit Midstream Partners LP,70.0,,Completed,1021615.772,1041.771,946.8638,Brown,Brown,2024-04-01,Success,AM,2024-03-28,13.23,2024-04-04,13.46,1.71
2024-04-01,2023,WTTR,Select Water Solutions Inc,Trinity Environmental Services LLC,,,,Completed,244677.912,1585.353,93.8009,Green,Brown,2024-04-01,Success,WTTR,2024-03-28,9.01,2024-04-04,9.11,1.08
2024-03-29,2023,LUV,Southwest Airlines Co,SAFFiRE Renewables LLC,,,,Completed,20684739.36,26091.0,792.7921,Green,Brown,2024-03-29,Success,LUV,2024-03-25,27.85,2024-04-01,28.5,2.35
2024-03-22,2023,MPLX,MPLX LP,Summit Midstream Utica LLC,Summit Midstream Partners LP,625.0,,Completed,5401376.567,11281.0,87.7545,Brown,Brown,2024-03-22,Success,MPLX,2024-03-18,37.23,2024-03-25,37.56,0.87
2024-03-22,2023,REPX,Riley Exploration Permian Inc,Upstream oil & gas assets/Eddy County,Contango Oil & Gas Co,20.5,,Completed,84832.27,375.047,145.8557,Brown,Brown,2024-03-22,Success,REPX,2024-03-18,27.94,2024-03-25,30.71,9.95
2024-03-18,2023,INVX,Innovex International Inc,Innovex Downhole Solutions Inc,,739.4,7.13,Completed,8890.858063,555.539,16.004,Brown,Green,2024-03-18,Success,INVX,2024-03-14,23.53,2024-03-21,24.91,5.86
2024-03-12,2023,BLK,BlackRock Inc,38 solar energy & solar plus storage projects/Excelsior Energy Capital LP,Excelsior Energy Capital LP,,,Completed,6689.0,17859.0,0.5499,Green,Green,2024-03-12,Success,BLK,2024-03-08,817.23,2024-03-15,784.39,-4.02
2024-03-11,2023,EQT,EQT Corp,Equitrans Midstream Corp,,12880.88,12.38,Completed,334460.4355,5647.763,258.5549,Brown,Brown,2024-03-11,Success,EQT,2024-03-07,36.66,2024-03-14,33.24,-9.34
2024-03-11,2023,ACA,Arcosa Inc,Ameron Pole Products LLC,NOV Inc,180.0,,Completed,269401.5,2307.9,116.7301,Brown,Brown,2024-03-11,Success,ACA,2024-03-07,85.52,2024-03-14,80.71,-5.62
2024-03-05,2023,TALO,Talos Energy Inc,Quarternorth Energy Holding Inc,,,,Completed,646960.3,1457.886,943.1981,Brown,Brown,2024-03-05,Success,TALO,2024-03-01,13.33,2024-03-08,12.72,-4.58
2024-02-29,2023,LUV,Southwest Airlines Co,LanzaJet Inc,,30.0,,Completed,20684739.36,26091.0,792.7921,Green,Brown,2024-02-29,Success,LUV,2024-02-23,32.82,2024-03-04,33.14,0.98
2024-02-21,2023,WEC,WEC Energy Group Inc,Samson I solar energy center/Wisconsin,,28.1,,Completed,19011373.22,8893.0,4866.8609,Green,Brown,2024-02-21,Success,WEC,2024-02-16,75.28,2024-02-26,73.81,-1.95
2024-02-12,2023,FANG,Diamondback Energy Inc,Endeavor Energy Resources LP,,24997.05,,Completed,1568750.324,8302.0,284.1958,Brown,Brown,2024-02-12,Success,FANG,2024-02-08,145.91,2024-02-15,169.71,16.31
2024-02-10,2023,SHEL,Shell PLC,45 fuel & convenience store sites/New Mexico,Brewer Oil Co,,,Completed,40524988.22,316620.0,271.7385,Brown,Brown,2024-02-10,Success,SHEL,2024-02-06,60.49,2024-02-13,60.27,-0.36
2024-02-09,2023,VTLE,Vital Energy Inc,2nd producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",78.0,,Completed,254174.781,1547.604,201.1499,Neutral,Brown,2024-02-09,Success,VTLE,2024-02-05,41.36,2024-02-12,44.91,8.58
2024-02-09,2023,MGEE,MGE Energy Inc,723.2 mw natural gas project/Wisconsin,Alliant Energy Corp,,,Completed,1771471.722,690.285,2566.2903,Brown,Brown,2024-02-09,Success,MGEE,2024-02-05,60.55,2024-02-12,64.35,6.27
2024-02-06,2023,DNOW,DNOW Inc,Whitco Supply LLC,,185.0,,Completed,19582.0,2321.0,23.8097,Brown,Green,2024-02-06,Success,DNOW,2024-02-02,9.99,2024-02-09,9.7,-2.9
2024-02-06,2023,NWN,Northwest Natural Holding Co,Truxton Canyon Water Co Inc,,,,Completed,157587.886,1197.475,131.6001,Neutral,Brown,2024-02-06,Success,NWN,2024-02-02,35.16,2024-02-09,33.44,-4.9
2024-02-05,2023,AWK,American Water Works Co Inc,Appliance Service Plan/Consumers Energy,CMS Energy Corp,,,Completed,76351.624,4234.0,22.0598,Neutral,Green,2024-02-05,Success,AWK,2024-02-01,121.69,2024-02-08,119.07,-2.16
2024-02-02,2023,MGEE,MGE Energy Inc,4 MW solar hybrid project west riverside energy center/Wisconsin,Alliant Energy Corp,,,Completed,1771471.722,690.285,2566.2903,Green,Brown,2024-02-02,Success,MGEE,2024-01-29,64.21,2024-02-05,60.55,-5.7
2024-02-01,2023,WFRD,Weatherford International PLC,"Probe Technology Services Inc,Impact Selector International LLC",Turnbridge Capital LLC,,,Completed,116153.0,5135.0,22.6199,Neutral,Green,2024-02-01,Success,WFRD,2024-01-26,98.26,2024-02-05,84.08,-14.42
2024-01-31,2023,AMPS,Altus Power Inc,84 MWs of commercial scale solar arrays/US,Vitol Holding BV,118.0,,Completed,645.849,155.162,4.3535,Green,Green,2024-01-31,Success,AMPS,2024-01-26,5.46,2024-02-05,5.31,-2.75
2024-01-30,2023,WTTR,Select Water Solutions Inc,"Tri-State Water Logistics LLC,Iron Mountain Energy LLC,Facilities & recycling capacity/Rockies Region",,90.0,,Completed,244677.912,1585.353,93.8009,Neutral,Brown,2024-01-30,Success,WTTR,2024-01-26,7.48,2024-02-02,7.39,-1.17
2024-01-30,2023,NVAX,NOV Inc,Extract Production Services LLC,"White Deer Management LLC,Riata Capital Group (Fund: RCG Equity Fund II LP)",,,Completed,11985.678,983.705,22.11,Brown,Green,2024-01-30,Success,NVAX,2024-01-26,4.06,2024-02-02,3.93,-3.2
2024-01-22,2023,SUN,Sunoco LP,NuStar Energy LP,,6481.94,9.53,Completed,193605.8375,23068.0,5.8905,Brown,Green,2024-01-22,Success,SUN,2024-01-18,55.93,2024-01-25,52.19,-6.7
2024-01-16,2023,TALO,Talos Energy Inc,QuarterNorth Energy Inc,,1312.46,,Completed,646960.3,1457.886,943.1981,Brown,Brown,2024-01-16,Success,TALO,2024-01-12,13.51,2024-01-19,12.73,-5.77
2024-01-11,2023,EXE,Expand Energy Corp,Southwestern Energy Co,,11597.17,1.35,Completed,408061.8115,8721.0,178.5706,Brown,Brown,2024-01-11,Success,EXE,2024-01-05,76.5,2024-01-16,75.98,-0.68
2024-01-11,2023,SUN,Sunoco LP,Zenith Energy Netherlands BV,Zenith Energy Ltd,186.17,,Completed,193605.8375,23068.0,5.8905,Green,Green,2024-01-11,Success,SUN,2024-01-05,54.23,2024-01-16,57.5,6.04
2024-01-04,2023,APA,APA Corp,Callon Petroleum Co,,4454.48,2.04,Completed,5962692.557,8378.0,774.5712,Brown,Brown,2024-01-04,Success,APA,2023-12-29,34.32,2024-01-08,32.27,-5.99
2023-12-28,2022,NFE,New Fortress Energy Inc,1.6 GW Capacity Reserve Contract,Ceiba Energy LLC,,,Completed,679964.0,2368.272,2143.0068,Neutral,Brown,2023-12-28,Success,NFE,2023-12-22,37.11,2024-01-02,36.59,-1.4
2023-12-22,2022,VTLE,Vital Energy Inc,Producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",55.0,,Completed,386367.84,1920.796,201.1499,Neutral,Brown,2023-12-22,Success,VTLE,2023-12-18,45.11,2023-12-26,47.73,5.81
2023-12-20,2022,CPK,Chesapeake Utilities Corp,Propane Operating Assets/Jt Lee & Sons Inc,JT Lee & Sons Inc,3.9,,Completed,215226.0,680.704,199.8142,Neutral,Brown,2023-12-20,Success,CPK,2023-12-15,99.28,2023-12-26,103.77,4.52
2023-12-14,2022,SHEL,Shell PLC,Kaikias field/US Gulf of Mexico,Mitsui & Co Ltd,,,Completed,41006166.52,381314.0,271.7385,Brown,Brown,2023-12-14,Success,SHEL,2023-12-08,60.95,2023-12-18,61.49,0.89
2023-12-11,2022,OXY,Occidental Petroleum Corp,CrownRock LP,"Lime Rock Partners LLC,Crownquest Operating LLC",12000.0,,Completed,17551718.18,36634.0,743.488,Brown,Brown,2023-12-11,Success,OXY,2023-12-07,55.22,2023-12-14,57.53,4.18
2023-12-11,2022,WCN,Waste Connections Inc,29 facilities/Secure Energy Services Inc,Secure Waste Infrastructure Co,791.74,,Completed,4812957.0,7211.859,667.367,Green,Brown,2023-12-11,Success,WCN,2023-12-07,137.46,2023-12-14,146.29,6.42
2023-12-07,2022,ARRY,Array Technologies Inc,Litigation Solutions Inc,,,,Completed,287.0,1637.546,0.1753,Neutral,Green,2023-12-07,Success,ARRY,2023-12-01,16.27,2023-12-11,16.39,0.74
2023-12-04,2022,PUMP,ProPetro Holding Corp,PAR Five Energy Services LLC,,25.4,,Completed,245111.495,1279.701,18.1255,Brown,Green,2023-12-04,Success,PUMP,2023-11-30,9.11,2023-12-07,8.28,-9.11
2023-11-21,2022,NOG,Northern Oil and Gas Inc,Core non operated properties/Northern Delaware,,162.6,,Completed,351378.5815,1570.535,863.4427,Neutral,Brown,2023-11-21,Success,NOG,2023-11-17,35.28,2023-11-24,35.56,0.8
2023-11-06,2022,VRN,Veren Inc,Hammerhead Energy Inc,,1710.59,,Completed,719333.0,3512.3,502.3677,Green,Brown,2023-11-06,Success,VRN,2023-11-02,8.03,2023-11-09,6.61,-17.67
2023-11-03,2022,ENB,Enbridge Inc,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Morrow Renewables LLC,1200.0,,Completed,7717086.429,53309.0,82.1969,Green,Brown,2023-11-03,Success,ENB,2023-10-30,29.73,2023-11-06,31.58,6.25
2023-11-03,2022,FET,Forum Energy Technologies Inc,Variperm Energy Services Inc,,155.28,,Completed,8352.062,699.913,13.5253,Brown,Green,2023-11-03,Success,FET,2023-10-30,21.91,2023-11-06,24.2,10.45
2023-11-02,2022,COP,ConocoPhillips,Torys LLP,,,,Completed,4988534.867526666,78494.0,332.2106,Neutral,Brown,2023-11-02,Success,COP,2023-10-27,113.1,2023-11-06,113.74,0.57
2023-11-01,2022,BIP,Brookfield Infrastructure Partners LP,Portfolio of 2 Data centres/Silicon Valley,Digital Core REIT Management Pte Ltd,160.2,,Completed,2453832.899,14427.0,120.732,Neutral,Brown,2023-11-01,Success,BIP,2023-10-27,20.23,2023-11-06,25.56,26.32
2023-10-23,2022,BIP,Brookfield Infrastructure Partners LP,Data centers/Cyxtera Technologies Inc,Cyxtera Technologies Inc,775.0,,Completed,2453832.899,14427.0,120.732,Neutral,Brown,2023-10-23,Success,BIP,2023-10-19,22.39,2023-10-26,21.28,-4.94
2023-10-23,2022,ORA,Ormat Technologies Inc,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Enel SpA,271.0,,Completed,192441.769,734.159,256.4417,Green,Brown,2023-10-23,Success,ORA,2023-10-19,66.65,2023-10-26,62.8,-5.78
2023-10-13,2022,HLX,Helix Energy Solutions Group Inc,Plugging & Abandonment Business/QuarterNorth Energy LLC,QuarterNorth Energy LLC,,,Completed,226639.444,873.1,24.3523,Brown,Green,2023-10-13,Success,HLX,2023-10-09,10.39,2023-10-16,10.8,3.95
2023-10-11,2022,XOM,Exxon Mobil Corp,Pioneer Natural Resources Co,,67995.45,5.39,Completed,109000000.0,398675.0,598.3284,Brown,Brown,2023-10-11,Success,XOM,2023-10-06,101.79,2023-10-16,104.43,2.59
2023-10-09,2022,VTS,Vitesse Energy Inc,Williston Basin/North Dakota,,,,Completed,43.78101401,300.07,0.1459,Neutral,Green,2023-10-09,Success,VTS,2023-10-05,18.71,2023-10-12,19.56,4.5
2023-10-05,2022,XIFR,XPLR Infrastructure LP,South Texas Midstream LLC,,,,Completed,90846.347,969.0,5.287,Brown,Green,2023-10-05,Success,XIFR,2023-09-29,25.03,2023-10-09,17.34,-30.71
2023-10-04,2022,CIVI,Civitas Resources Inc,Oil producing assets/Midland Basin,Vencer Energy LLC,2135.7,,Completed,1250800.0,3791.398,354.6455,Brown,Brown,2023-10-04,Success,CIVI,2023-09-29,71.66,2023-10-09,64.15,-10.49
2023-09-27,2022,CPK,Chesapeake Utilities Corp,Florida City Gas Co,NextEra Energy Inc,923.0,,Completed,215226.0,680.704,199.8142,Brown,Brown,2023-09-27,Success,CPK,2023-09-22,103.69,2023-10-02,89.04,-14.13
2023-09-26,2022,CPK,Chesapeake Utilities Corp,Pivotal Utility Holdings Inc,Florida Power & Light Co,923.4,,Completed,215226.0,680.704,199.8142,Brown,Brown,2023-09-26,Success,CPK,2023-09-22,103.69,2023-09-29,94.61,-8.76
2023-09-18,2022,GPRE,Green Plains Inc,Green Plains Partners LP,,280.01,7.03,Completed,1296632.039,3662.849,373.7611,Green,Brown,2023-09-18,Success,GPRE,2023-09-14,34.15,2023-09-21,30.62,-10.34
2023-09-14,2022,CVX,Chevron Corp,ACES Delta project/Central,,,,Completed,53000000.0,235717.0,478.9338,Green,Brown,2023-09-14,Success,CVX,2023-09-08,156.9,2023-09-18,156.91,0.01
2023-09-12,2022,FTV,Fortive Corp,Solmetric Corp,Vivint Solar Inc,,,Completed,24419.553,5825.7,4.1917,Green,Green,2023-09-12,Success,FTV,2023-09-08,77.07,2023-09-15,75.51,-2.02
2023-09-12,2022,CVX,Chevron Corp,Magnum Development LLC,NGL Energy Partners LP,,,Completed,53000000.0,235717.0,478.9338,Brown,Brown,2023-09-12,Success,CVX,2023-09-08,156.9,2023-09-15,156.23,-0.42
2023-09-07,2022,TS,Tenaris SA,Pipe processing facility/Republic Tube LLC,Republic Tube LLC,,,Completed,590.4629236,11762.526,0.0502,Neutral,Green,2023-09-07,Success,TS,2023-09-01,30.75,2023-09-11,30.59,-0.5
2023-09-06,2022,ENB,Enbridge Inc,Wexpro Co,Dominion Energy Inc,4300.0,,Completed,7717086.429,53309.0,82.1969,Brown,Brown,2023-09-06,Success,ENB,2023-09-01,33.13,2023-09-11,31.45,-5.07
2023-09-06,2022,ENB,Enbridge Inc,Public Service Co of North Carolina Inc,Dominion Energy Inc,3200.0,13.54,Completed,7717086.429,53309.0,82.1969,Brown,Brown,2023-09-06,Success,ENB,2023-09-01,33.13,2023-09-11,31.45,-5.07
2023-09-06,2022,ENB,Enbridge Inc,Questar Gas Co,Dominion Energy Inc,,,Completed,7717086.429,53309.0,82.1969,Brown,Brown,2023-09-06,Success,ENB,2023-09-01,33.13,2023-09-11,31.45,-5.07
2023-09-05,2022,ENB,Enbridge Inc,East Ohio Gas Co/The,Dominion Energy Inc,6600.0,,Completed,7717086.429,53309.0,82.1969,Brown,Brown,2023-09-05,Success,ENB,2023-09-01,33.13,2023-09-08,31.29,-5.55
2023-09-05,2022,WES,Western Midstream Partners LP,Meritage Midstream Services II LLC,Riverstone Holdings LLC,885.0,,Completed,278766.1591,3251.721,3.0762,Brown,Green,2023-09-05,Success,WES,2023-09-01,23.75,2023-09-08,22.78,-4.1
2023-08-23,2022,FSV,FirstService Corp,Case Restoration Inc,,,,Completed,42324.019,3745.835,11.299,Neutral,Green,2023-08-23,Success,FSV,2023-08-18,145.51,2023-08-28,147.68,1.49
2023-08-22,2022,EQT,EQT Corp,"THQ Appalachia I LLC,THQ-XcL Holdings I Midco LLC",Quantum Energy Partners LLC,4498.28,,Completed,341957.7,6185.336,258.5549,Neutral,Brown,2023-08-22,Success,EQT,2023-08-18,42.42,2023-08-25,41.02,-3.29
2023-08-21,2022,PR,Permian Resources Corp,Earthstone Energy Inc,,2809.78,2.21,Completed,785931.983,2131.265,369.5357,Brown,Brown,2023-08-21,Success,PR,2023-08-17,11.75,2023-08-24,12.35,5.18
2023-08-21,2022,SPRU,Spruce Power Holding Corp,Portfolio of 2400 residential solar systems/California,,,,Completed,108.615,23.194,11.9472,Green,Green,2023-08-21,Success,SPRU,2023-08-17,6.36,2023-08-24,6.56,3.14
2023-08-16,2022,DINO,HF Sinclair Corp,Holly Energy Partners LP,,3748.21,13.04,Completed,8525000.0,38204.839,489.9119,Brown,Brown,2023-08-16,Success,DINO,2023-08-11,55.2,2023-08-21,53.3,-3.44
2023-08-16,2022,OXY,Occidental Petroleum Corp,Carbon Engineering Ltd,"BHP Group Ltd,Airbus SE,Air Canada,Thomvest Ventures Inc,Lowercase Capital LLC (Fund: Lowercase Frontier LP),Starlight Ventures Inc,First Round Capital (Fund: First Round Capital VII LP),Oxy Low Carbon Ventures LLC,Bethel Lands Corp Ltd,Carbon Order Ltd,Rusheen Capital Management LLC,Chevron ...",813.12,,Completed,17551718.18,36634.0,743.488,Green,Brown,2023-08-16,Success,OXY,2023-08-11,64.08,2023-08-21,62.03,-3.2
2023-08-14,2022,TS,Tenaris SA,Pipeline Performance Group LLC,Mattr Corp,182.6,,Completed,590.4629236,11762.526,0.0502,Brown,Green,2023-08-14,Success,TS,2023-08-10,32.0,2023-08-17,31.42,-1.81
2023-08-11,2022,AMRC,Ameresco Inc,Clean energy asset/Bright Canyon Energy Corp,Pinnacle West Capital Corp,,,Completed,324048.0,1824.422,23.7158,Green,Green,2023-08-11,Success,AMRC,2023-08-07,51.37,2023-08-14,51.14,-0.45
2023-08-02,2022,NU,Eversource Energy,Community water system/Pinehills Water Co,Pinehills Water Co Inc,,,Completed,67.3,4792.231,0.014,Neutral,Green,2023-08-02,Success,NU,2023-07-28,7.9,2023-08-07,7.84,-0.76
2023-08-01,2022,VST,Vistra Corp,Tricor Group LLC,,,,Completed,31607742.707216334,13728.0,10124.5707,Neutral,Brown,2023-08-01,Success,VST,2023-07-28,27.07,2023-08-04,27.87,2.96
2023-07-19,2022,AMPS,Altus Power Inc,4.4 MW operating solar assets/Southern California,Apollo Global Management Inc,,,Completed,440.413,101.163,4.3535,Green,Green,2023-07-19,Success,AMPS,2023-07-14,5.84,2023-07-24,6.51,11.47
2023-07-18,2022,BRY,Berry Corp,Macpherson Energy Corp,,70.0,,Completed,668476.6689,918.341,1537.2871,Brown,Brown,2023-07-18,Success,BRY,2023-07-14,6.1,2023-07-21,6.3,3.18
2023-07-13,2022,XOM,Exxon Mobil Corp,Denbury Inc,,4522.62,7.72,Completed,109000000.0,398675.0,598.3284,Brown,Brown,2023-07-13,Success,XOM,2023-07-07,97.18,2023-07-17,95.5,-1.73
2023-07-11,2022,REI,Ring Energy Inc,Central Basin Platform asset/Founders Oil & Gas IV LLC,Founders Oil & Gas IV LLC,75.0,,Completed,191090.0,347.2495,479.2399,Brown,Brown,2023-07-11,Success,REI,2023-07-07,1.8,2023-07-14,2.01,11.67
2023-07-05,2022,PTEN,Patterson-UTI Energy Inc,Ulterra Drilling Technologies LP,Blackstone Inc,773.48,,Completed,272020.562,2647.592,105.9872,Brown,Brown,2023-07-05,Success,PTEN,2023-06-30,11.34,2023-07-10,12.65,11.61
2023-07-01,2022,VTLE,Vital Energy Inc,Portfolio of basin assets/Tall City Property Holdings III LLC,Tall City Property Holdings III LLC,353.5,,Completed,386367.84,1920.796,201.1499,Brown,Brown,2023-07-01,Success,VTLE,2023-06-27,43.1,2023-07-05,45.75,6.15
2023-06-30,2022,CMI,Cummins Inc,Hydrogenics Corp,Air Liquide SA,,,Completed,154826.9672,28074.0,12.8716,Green,Green,2023-06-30,Success,CMI,2023-06-26,224.45,2023-07-03,238.02,6.05
2023-06-30,2022,NOG,Northern Oil and Gas Inc,Delaware Basin assets/Forge Energy II LLC,Vital Energy Inc,,,Completed,351378.5815,1570.535,863.4427,Neutral,Brown,2023-06-30,Success,NOG,2023-06-26,30.3,2023-07-03,32.2,6.27
2023-06-20,2022,CIVI,Civitas Resources Inc,Hibernia Energy III LLC,NGP Energy Capital Management LLC,2250.0,,Completed,1250800.0,3791.398,354.6455,Brown,Brown,2023-06-20,Success,CIVI,2023-06-16,60.18,2023-06-23,56.27,-6.5
2023-06-19,2022,CIVI,Civitas Resources Inc,Tap Rock Resources LLC,NGP Energy Capital Management LLC,2450.0,,Completed,1250800.0,3791.398,354.6455,Brown,Brown,2023-06-19,Success,CIVI,2023-06-15,60.03,2023-06-22,56.24,-6.32
2023-06-15,2022,PTEN,Patterson-UTI Energy Inc,NexTier Oilfield Solutions Inc,,2106.35,3.72,Completed,272020.562,2647.592,105.9872,Neutral,Brown,2023-06-15,Success,PTEN,2023-06-09,10.71,2023-06-20,10.99,2.56
2023-06-15,2022,NOG,Northern Oil and Gas Inc,Delaware basin assets/Northern,Earthstone Energy Inc,468.4,,Completed,351378.5815,1570.535,863.4427,Green,Brown,2023-06-15,Success,NOG,2023-06-09,30.58,2023-06-20,30.79,0.67
2023-06-01,2022,CEG,Constellation Energy Corp,South Texas Project Electric Generating Station/Houston,NRG Energy Inc,1750.0,,Completed,9108347.0,24440.0,579.5398,Brown,Brown,2023-06-01,Success,CEG,2023-05-26,82.7,2023-06-05,86.31,4.36
