Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
08-06-2021,APO,Apollo Global Management Inc,Total Operations & Production Services LLC,Black Bay Energy Capital LLC,,,Completed,Apollo Global Management Inc
08-06-2021,VMAR,Vision Marine Technologies Inc,EB Rental Ltd,,,,Completed,Vision Marine Technologies Inc
07-06-2021,EEENF,88 Energy Ltd,Project Peregrine/US,Alaska Peregrine Development Co LLC,14,,Completed,88 Energy Ltd
04-06-2021,GTII,Global Tech Industries Group Inc,Andy Warhol gelatin silver print of Bianca Jagger,,,,Completed,Global Tech Industries Group Inc
02-06-2021,BRK-B,Berkshire Hathaway Inc,54 MW Independence wind energy project/Iowa,RPM Access LLC,,,Completed,Berkshire Hathaway Inc
01-06-2021,KMI,Kinder Morgan Inc,Stagecoach Gas Services LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",1225,,Completed,Kinder Morgan Inc
01-06-2021,CJ.TO,Cardinal Energy Ltd,Venturion Oil Ltd,,39.21,,Completed,Cardinal Energy Ltd
01-06-2021,BP,BP PLC,9 GWT solar projects/US1,7x Energy Inc,,,Completed,BP PLC
31-05-2021,LRDC,Laredo Oil Inc,Stranded Oil Resources Corp,,0.42,,Completed,Laredo Oil Inc
31-05-2021,CHRB,Charah Solutions Inc,627 MW coal-fired plant/Ohio,NRG Energy Inc,,,Completed,Charah Solutions Inc
27-05-2021,MS,Morgan Stanley,Produced water infrastructure assets/Hibernia Energy III LLC,Hibernia Energy LLC,,,Completed,Morgan Stanley
27-05-2021,MS,Morgan Stanley,Produced water infrastructure assets,Hibernia Energy LLC,,,Completed,Morgan Stanley
26-05-2021,DTCGF,Dometic Group AB,SNJ Enterprises Inc,Pulsetech Products Corp,,,Completed,Dometic Group AB
26-05-2021,VLT.V,Volt Lithium Corp,1269280 BC Ltd,,,,Completed,Volt Lithium Corp
24-05-2021,CTRA,Coterra Energy Inc,Cimarex Energy Co,,8815.27,,Completed,Coterra Energy Inc
20-05-2021,DEC,Diversified Energy Co PLC,Certain upstream assets & related infrastructure,Blackbeard Operating LLC,166,,Completed,Diversified Energy Co PLC
19-05-2021,ORIT.L,Octopus Renewables Infrastructure Trust PLC/The Fund,85.8MW onshore wind farm/Mirova US LLC,Octopus Capital Ltd,,,Completed,Octopus Renewables Infrastructure Trust PLC/The Fund
18-05-2021,SIRC,Solar Integrated Roofing Corp,Future Home Power,,,,Completed,Solar Integrated Roofing Corp
17-05-2021,SPRU,Spruce Power Holding Corp,World Energy Efficiency Services LLC,,15,,Completed,Spruce Power Holding Corp
17-05-2021,RNGR,Ranger Energy Services Inc,Patriot Completion Solutions LLC,"White Deer Management LLC (Fund: White Deer Energy LP II),Unknown Seller",10.86,,Completed,Ranger Energy Services Inc
17-05-2021,RNGR,Ranger Energy Services Inc,Patriot Completion Solutions LLC,White Deer Management LLC,,,Completed,Ranger Energy Services Inc
12-05-2021,D,Dominion Energy Inc,Birdseye Renewable Energy LLC,BRE Holdings LLC,28,,Completed,Dominion Energy Inc
12-05-2021,VSSYW,Versus Systems Inc,Xcite Interactive Inc,,15.91,,Completed,Versus Systems Inc
12-05-2021,DTE,DTE Energy Co,Isabella Wind I and II projects/Isabella County,Greenlight Energy Resources Inc,,,Completed,DTE Energy Co
10-05-2021,CIVI,Civitas Resources Inc,Extraction Oil & Gas Inc,,1382.69,,Completed,Civitas Resources Inc
10-05-2021,NKG.V,Nevada King Gold Corp,Iron Point Project,Prospector Metals Corp,2.8,,Completed,Nevada King Gold Corp
10-05-2021,5OQ.SI,Teho International Inc Ltd,9260 Bryant Street/Houston,Bryant Street Building Ltd,1.85,,Completed,Teho International Inc Ltd
10-05-2021,339.F,Visionary Metals Corp,State leases & unpatented mining claims,Innovative Exploration Ventures LLC,0.07,,Completed,Visionary Metals Corp
10-05-2021,ARGYF,Avanti Helium Corp,Helium property/Alberta,,,,Completed,Avanti Helium Corp
09-05-2021,VTLE,Vital Energy Inc,Certain Assets,Sabalo Energy LLC,717.92,,Completed,Vital Energy Inc
07-05-2021,GWH,ESS Tech Inc,ESS Tech Subsidiary Inc,,563,,Completed,ESS Tech Inc
07-05-2021,MOTNF,Powertap Hydrogen Capital Corp,PowerTap Hydrogen Fueling Corp,,,,Completed,Powertap Hydrogen Capital Corp
06-05-2021,EQT,EQT Corp,"Eqt Amd LLC,EQT ARO LLC",,2925,,Completed,EQT Corp
06-05-2021,AMSC,American Superconductor Corp,Neeltran Inc,,8.8,,Completed,American Superconductor Corp
05-05-2021,GCEH,Global Clean Energy Holdings Inc,Agribody Technologies Inc,,,,Completed,Global Clean Energy Holdings Inc
04-05-2021,AWM.V,Angel Wing Metals Inc,17 patented mining claims/Ontario,,0.82,,Completed,Angel Wing Metals Inc
04-05-2021,VD5N.SG,Zephyr Energy PLC,Continental acreage/Williston Basin,Continental Resources Inc/OK,0.17,,Completed,Zephyr Energy PLC
03-05-2021,CHRD,Chord Energy Corp,Williston Basin assets/Diamondback Energy Inc,Diamondback Energy Inc,745,,Completed,Chord Energy Corp
03-05-2021,XEBEQ,Xebec Adsorption Inc,Nortekbelair Corp,,4.89,,Completed,Xebec Adsorption Inc
03-05-2021,ESOA,Energy Services of America Corp,Revolt Energy Inc,,,,Completed,Energy Services of America Corp
01-05-2021,ERTH.CN,Replenish Nutrients Holding Co,Replenish Nutrients Ltd,,7.33,,Completed,Replenish Nutrients Holding Co
30-04-2021,DEC,Diversified Energy Co PLC,Cotton Valley upstream assets & related facilities/Louisiana,Indigo Minerals LLC,135,,Completed,Diversified Energy Co PLC
30-04-2021,ZCL.SG,Zenith Energy Ltd,Ecumed Petroleum Tunisia Ltd,Candax Energy Inc,0.2,,Completed,Zenith Energy Ltd
28-04-2021,MEDAF,Medaro Mining Corp,CYR South Lithium Property/Quebec,Geomap Exploration Inc,0.02,,Completed,Medaro Mining Corp
26-04-2021,00088K.KS,Hanwha Corp,Genie Japan LLC,Genie Energy Ltd,6.66,,Completed,Hanwha Corp
26-04-2021,C0X.F,Hercules Metals Corp,1218530 BC Ltd,,0.24,,Completed,Hercules Metals Corp
26-04-2021,CWEN,Clearway Energy Inc,Mt Storm Wind Project,Castleton Commodities International LLC,,,Completed,Clearway Energy Inc
23-04-2021,601969.SS,Hainan Mining Co Ltd,Roc Oil Chengdu Ltd,EOG Resources Inc,126.79,,Completed,Hainan Mining Co Ltd
22-04-2021,AEP,American Electric Power Co Inc,100 MW Dry Lake Solar Project,,114,,Completed,American Electric Power Co Inc
21-04-2021,TTGXF,Trans Canada Gold Corp,Gold Crow Gold Property,,0.74,,Completed,Trans Canada Gold Corp
20-04-2021,AEPT,American Energy Partners Inc,Portfolio of 3 existing oil and gas operators/US,,10.85,,Completed,American Energy Partners Inc
20-04-2021,OILCF,Permex Petroleum Corp,11 horizontal oil & gas wells/Midland,,,,Completed,Permex Petroleum Corp
19-04-2021,XIFR,XPLR Infrastructure LP,Portfolio of 4 operating wind assets/US,Brookfield Renewable Partners LP,733,,Completed,XPLR Infrastructure LP
19-04-2021,RECAF,Reconnaissance Energy Africa Ltd,Renaissance Oil Corp,,45.24,,Completed,Reconnaissance Energy Africa Ltd
16-04-2021,ORSTED.CO,Orsted AS,Brookfield Renewable Ireland Ltd,Brookfield Renewable Partners LP,684.12,,Completed,Orsted AS
15-04-2021,UBAAF,Urbana Corp,Blue Ocean Technologies LLC,,8.5,,Completed,Urbana Corp
14-04-2021,ARGHF,Argo Corp,Ecocred LLC,Exelon Corp,0.74,,Completed,Argo Corp
14-04-2021,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,Holtec International Corp,0.03,,Completed,Eos Energy Enterprises Inc
14-04-2021,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,,,,Completed,Eos Energy Enterprises Inc
12-04-2021,TVE.TO,Tamarack Valley Energy Ltd,Anegada Oil Corp,,386.78,,Completed,Tamarack Valley Energy Ltd
12-04-2021,AMNI,American Noble Gas Inc,Leasehold properties/Kansas,Core Energy LLC,0.9,,Completed,American Noble Gas Inc
09-04-2021,SUNWQ,Sunworks Inc,Solcius LLC,Solcius Holdings LLC,51.75,,Completed,Sunworks Inc
08-04-2021,NU,Eversource Energy,New England Service Co,,,,Completed,Eversource Energy
06-04-2021,SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,RED-Rochester LLC,Stonepeak Partners LP,177,,Completed,Sdcl Energy Efficiency Income Trust PLC
06-04-2021,7HI.BE,Hillcrest Energy Technologies,ANIGO Technologies Inc,,1.17,,Completed,Hillcrest Energy Technologies
06-04-2021,ISUNQ,iSun Inc,Intellectual property/Oakwood Construction Services Inc,Oakwood Construction Services Inc,1,,Completed,iSun Inc
06-04-2021,VVC.V,VVC Exploration Corp,1720 acre gas well property/Greely County,Monarch Petroleum Corp,,,Completed,VVC Exploration Corp
05-04-2021,WCP.TO,Whitecap Resources Inc,Kicking Horse Oil & Gas Ltd,Quantum Energy Partners LLC,300,,Completed,Whitecap Resources Inc
05-04-2021,DNOW,DNOW Inc,Flex Flow Services LLC,GR Energy Services LLC,90,,Completed,DNOW Inc
02-04-2021,GTII,Global Tech Industries Group Inc,Bronx Family Eye Care Inc,,,,Completed,Global Tech Industries Group Inc
29-03-2021,VD5N.SG,Zephyr Energy PLC,5 oil wells/Bakken Formation,,8.2,,Completed,Zephyr Energy PLC
29-03-2021,BOCA.V,Bocana Resources Corp,Bocana Resources Ltd,American Future Fuel Corp,,,Completed,Bocana Resources Corp
26-03-2021,ROK.V,ROK Resources Inc,Southeastern Saskatchewan oil properties,,1.5,,Completed,ROK Resources Inc
24-03-2021,DGHI,Digihost Technology Inc,60 MW power plant/New York,,4.67,,Completed,Digihost Technology Inc
23-03-2021,VXIT,VirExit Technologies Inc,Lexian Products Inc,,,,Completed,VirExit Technologies Inc
18-03-2021,PPL,PPL Corp,Narragansett Electric Co/The,National Grid PLC,3770,,Completed,PPL Corp
17-03-2021,ROK.V,ROK Resources Inc,Certain producing oil & gas assets/Saskatchewan,,1.51,,Completed,ROK Resources Inc
17-03-2021,RNWR,808 Renewable Energy Corp,SilverLight Aviation LLC,,,,Completed,808 Renewable Energy Corp
16-03-2021,CE7.F,Crestview Exploration Inc,Additional 40 claims/Cimarron gold prospect,,,,Completed,Crestview Exploration Inc
15-03-2021,6W8.F,Empire Petroleum Corp,Oil and gas properties/New Mexico,Exxon Mobil Corp,17.8,,Completed,Empire Petroleum Corp
12-03-2021,VENI.CN,Vencanna Ventures Inc,Cannavative Group LLC/The,,224.3,,Completed,Vencanna Ventures Inc
11-03-2021,SGLY,Singularity Future Technology,2783 digital currency mining servers,Hebei Yanghuai Technology Co Ltd,4.62,,Completed,Singularity Future Technology
11-03-2021,NSISBC.XD,Novonesis (Novozymes) B,Biota Technology Inc,,,,Completed,Novonesis (Novozymes) B
10-03-2021,PLFF,Orpheum Property Inc,KLMKH Inc,,,,Completed,Orpheum Property Inc
10-03-2021,POW.TO,Power Corp of Canada,3 distributed generation solar projects,Walden Renewables Development LLC,,,Completed,Power Corp of Canada
09-03-2021,SES.TO,Secure Waste Infrastructure Co,Tervita Corp,,1011.22,8.53,Completed,Secure Waste Infrastructure Co
09-03-2021,EFX,Equifax Inc,HireTechs.com,Green Day Technologies Inc,,,Completed,Equifax Inc
09-03-2021,POGHF,Pilot Corp,Felix Water LLC,Felix Energy LLC,,,Completed,Pilot Corp
08-03-2021,AUNXF,AXP Energy Ltd,Magnum Hunter Production Inc,NGAS Resources Inc,0.05,,Completed,AXP Energy Ltd
05-03-2021,CVX,Chevron Corp,Noble Midstream Partners LP,,454.5,4.62,Completed,Chevron Corp
05-03-2021,TVE.TO,Tamarack Valley Energy Ltd,oil and gas assets and exploration lands/Alberta,,106.83,,Completed,Tamarack Valley Energy Ltd
03-03-2021,SCYRF,Scryb Inc,Cybeats Technologies Inc,"ScaleXtreme Inc,MaRS Investment Accelerator Fund,Unknown Seller,GreenSoil Investments (Fund: Greensoil Building Innovation Fund),iNovia Capital (Fund: iNovia Investment Fund 2015 LP),Maple Leaf Angels (Fund: MLA48 Fund II),Ripple Ventures (Fund: Ripple Ventures Fund I LP)",5.69,,Completed,Scryb Inc
02-03-2021,SUNE,SUNation Energy Inc,Pineapple Energy LLC,,87.56,,Completed,SUNation Energy Inc
28-02-2021,RELIANCE.NS,Reliance Industries Ltd,SkyTran Inc,,26.76,,Completed,Reliance Industries Ltd
28-02-2021,GTII,Global Tech Industries Group Inc,Gold Transactions International Inc,,5.13,,Completed,Global Tech Industries Group Inc
26-02-2021,PF6.DU,Parkland Corp,Conrad & Bischoff Inc,,,,Completed,Parkland Corp
25-02-2021,EMBYF,Nexera Energy Inc,Cotulla Vacuum Services Ltd,,0.62,,Completed,Nexera Energy Inc
25-02-2021,SING,Singlepoint Inc,Box Pure Air LLC,,0.5,,Completed,Singlepoint Inc
25-02-2021,RECHD,Recharge Resources Ltd,Brussels Creek gold-copper-palladium property/Kamloops Mining District,Syber Mining Corp,0.3,,Completed,Recharge Resources Ltd
24-02-2021,RNW,ReNew Energy Global PLC,ReNew Power Pvt Ltd,"Piramal Enterprises Ltd,Canada Pension Plan Investment Board,Abu Dhabi Investment Authority,Private Investor,GEF Management Corp (Fund: South Asia Clean Energy Fund),Goldman Sachs Group Inc/The (Fund: West Street Energy Partners LP),Asian Development Bank (Fund: Asia Climate Partners LP),JERA...",1200,1.95,Completed,ReNew Energy Global PLC
24-02-2021,CLSK,Cleanspark Inc,Solar Watt Solutions Inc,,18.06,,Completed,Cleanspark Inc
24-02-2021,CE7.F,Crestview Exploration Inc,Cimarron gold prospect/The,Ely Gold Royalties Inc,0.18,,Completed,Crestview Exploration Inc
22-02-2021,BIPC,Brookfield Infrastructure Corp,Inter Pipeline Ltd,,10949.35,15.14,Completed,Brookfield Infrastructure Corp
22-02-2021,ENVX,Enovix Corp,ENOVIX Operations Inc,,463,,Completed,Enovix Corp
22-02-2021,ADN,Advent Technologies Holdings I,UltraCell LLC,Bren-Tronics Inc,,,Completed,Advent Technologies Holdings I
18-02-2021,VRN,Veren Inc,Kaybob Duvernay assets/Shell Canada Energy,Shell PLC,854.19,,Completed,Veren Inc
18-02-2021,CEIN,Camber Energy Inc,Viking Energy Group Inc,,14.96,,Completed,Camber Energy Inc
17-02-2021,ET,Energy Transfer LP,Enable Midstream Partners LP,,6792.52,7.61,Completed,Energy Transfer LP
17-02-2021,NOVA,Sunnova Energy International Inc,SunStreet Energy Group LLC,Lennar Corp,162.73,,Completed,Sunnova Energy International Inc
16-02-2021,GIP.V,Green Impact Partners Inc,Development & Clean Energy Assets,Wolverine Energy & Infrastructure Inc,118.15,,Completed,Green Impact Partners Inc
16-02-2021,4YJ0.MU,Spartan Delta Corp,Inception Exploration Ltd,,,,Completed,Spartan Delta Corp
12-02-2021,APM.TO,Andean Precious Metals Corp,1254688 BC Ltd,,32.86,,Completed,Andean Precious Metals Corp
10-02-2021,ARX.TO,ARC Resources Ltd,Seven Generations Energy Ltd,,3647.16,,Completed,ARC Resources Ltd
09-02-2021,AUVIQ,Applied UV Inc,Certain key assets/US,Akida Holdings LLC,7.89,,Completed,Applied UV Inc
08-02-2021,DRXGY,Drax Group PLC,Pinnacle Renewable Energy Inc,,601.12,12.37,Completed,Drax Group PLC
05-02-2021,4AR.SG,AirNet Technology Inc,Computer servers/Northern Shore Group Ltd,Northern Shore Group Ltd,71.93,,Completed,AirNet Technology Inc
04-02-2021,NOG,Northern Oil and Gas Inc,Certain non operated natural gas assets,Reliance Industries Ltd,120.9,,Completed,Northern Oil and Gas Inc
04-02-2021,RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,4 Seed asset,,24.5,,Completed,Ecofin US Renewables Infrastructure Trust PLC
03-02-2021,ARB.L,Argo Blockchain PLC,Portfolio of 2 data centres/Quebec,GPU.One Holding Inc,,,Completed,Argo Blockchain PLC
02-02-2021,SING,Singlepoint Inc,EnergyWyze LLC,,,,Completed,Singlepoint Inc
02-02-2021,OPTT,Ocean Power Technologies Inc,3dent Technology LLC,,,,Completed,Ocean Power Technologies Inc
01-02-2021,RXLP.XD,Rexel SA,WESCO Utility business,WESCO International Inc,,,Completed,Rexel SA
01-02-2021,AMEN,AMEN Properties Inc,Satori Energy Solutions LLC,,,,Completed,AMEN Properties Inc
26-01-2021,SPB.TO,Superior Plus Corp,Holden Oil Inc,,,,Completed,Superior Plus Corp
26-01-2021,ENPH,Enphase Energy Inc,Sofdesk Inc,Wave Media Group LLC,,,Completed,Enphase Energy Inc
25-01-2021,OPCE.TA,OPC Energy Ltd,Competitive Power Ventures Holdings LLC,Global Infrastructure Management LLC,,,Completed,OPC Energy Ltd
25-01-2021,OPCE.TA,OPC Energy Ltd,CPV Renewable Power LP,Global Infrastructure Management LLC,,,Completed,OPC Energy Ltd
22-01-2021,LRSV,Link Reservations Inc,DailyLifeCBD,,,,Completed,Link Reservations Inc
21-01-2021,SIRC,Solar Integrated Roofing Corp,Enerev LLC,,,,Completed,Solar Integrated Roofing Corp
21-01-2021,SPIEF,SPI Energy Co Ltd,Certain assets/Petersen-Dean,Petersen-Dean Inc,,,Completed,SPI Energy Co Ltd
18-01-2021,EDRVF,EDP Renovaveis SA,C2 Omega LLC,C2 Energy Capital LLC,,,Completed,EDP Renovaveis SA
15-01-2021,GAS.VI,Naturgy Energy Group SA,Hamel Renewables LLC,,57,,Completed,Naturgy Energy Group SA
