institutionid,periodenddate,GHG_Emissions,Ticker
4011129,31-12-2018,40709232.89,TTE
4011129,31-12-2019,40909134.69,TTE
4011129,31-12-2020,35569886,TTE
4011129,31-12-2021,33476065.05,TTE
4011129,31-12-2022,37426671.34,TTE
4011129,31-12-2023,45150794.94,TTE
4011135,31-12-2013,1433842.972,RIG
4011135,31-12-2014,1368463.046,RIG
4011135,31-12-2015,1041609.654,RIG
4011135,31-12-2016,610921.7155,RIG
4011135,31-12-2017,377322.1234,RIG
4011135,31-12-2018,1392159.23,RIG
4011135,31-12-2019,1120287,RIG
4011135,31-12-2020,1054860,RIG
4011135,31-12-2021,889876.714,RIG
4011135,31-12-2022,914290.98,RIG
4011135,31-12-2023,472907.91,RIG
4011157,31-12-2013,25523118.19,VLO
4011157,31-12-2014,18682215.32,VLO
4011157,31-12-2015,27368226.39,VLO
4011157,31-12-2016,27321694.21,VLO
4011157,31-12-2017,26831803.32,VLO
4011157,31-12-2018,26964403.48,VLO
4011157,31-12-2019,20193715.54,VLO
4011157,31-12-2020,23000000,VLO
4011157,31-12-2021,23700000,VLO
4011157,31-12-2022,26880000,VLO
4011157,31-12-2023,27200000,VLO
4014726,30-09-2013,14985265.9,APD
4014726,30-09-2014,15897717.51,APD
4014726,30-09-2015,15441663.98,APD
4014726,30-09-2016,15398302.01,APD
4014726,30-09-2017,17737156.5,APD
4014726,30-09-2018,17310192.41,APD
4014726,30-09-2019,16610073.21,APD
4014726,30-09-2020,15033872.97,APD
4014726,30-09-2021,14810456.18,APD
4014726,30-09-2022,16810984.15,APD
4014726,30-09-2023,16380000,APD
4021980,31-03-2013,1548560.463,TDW
4021980,31-03-2014,1835911.007,TDW
4021980,31-03-2015,1950494.718,TDW
4021980,31-03-2016,1230712.339,TDW
4021980,31-03-2017,770018.7306,TDW
4021980,31-12-2018,500492.0425,TDW
4021980,31-12-2019,570019.7729,TDW
4021980,31-12-2020,725027.038,TDW
4021980,31-12-2021,578113.345,TDW
4021980,31-12-2022,860594,TDW
4021980,31-12-2023,1074336,TDW
4022309,31-12-2013,8798028.242,ALE
4022309,31-12-2014,8840069.805,ALE
4022309,31-12-2015,7939111.427,ALE
4022309,31-12-2016,7644669.672,ALE
4022309,31-12-2017,6759818.564,ALE
4022309,31-12-2018,6886055.926,ALE
4022309,31-12-2019,4591359.202,ALE
4022309,31-12-2020,4265639.676,ALE
4022309,31-12-2021,5197385.605,ALE
4022309,31-12-2022,5483648.242,ALE
4022309,31-12-2023,5282041.833,ALE
4023192,31-03-2014,28237.60455,UHAL
4023192,31-03-2014,28237.60455,
4023192,31-03-2015,28377.46372,UHAL
4023192,31-03-2015,28377.46372,
4023192,31-03-2016,31027.7364,UHAL
4023192,31-03-2016,31027.7364,
4023192,31-03-2017,34029.4517,UHAL
4023192,31-03-2017,34029.4517,
4023192,31-03-2018,35815.34558,UHAL
4023192,31-03-2018,35815.34558,
4023192,31-03-2019,37987.06179,UHAL
4023192,31-03-2019,37987.06179,
4023192,31-03-2020,41099.433,UHAL
4023192,31-03-2020,41099.433,
4023192,31-03-2021,47094.632,UHAL
4023192,31-03-2021,47094.632,
4023192,31-03-2022,52181.649,UHAL
4023192,31-03-2022,52181.649,
4023192,31-03-2023,51811.349,UHAL
4023192,31-03-2023,51811.349,
4025308,31-12-2013,52178080.67,XEL
4025308,31-12-2014,52982931.38,XEL
4025308,31-12-2015,51570167.38,XEL
4025308,31-12-2016,52832510.97,XEL
4025308,31-12-2017,47199447.36,XEL
4025308,31-12-2018,47242129.9,XEL
4025308,31-12-2019,44690940.42,XEL
4025308,31-12-2020,38867369.94,XEL
4025308,31-12-2021,39500000,XEL
4025308,31-12-2022,38047068.43,XEL
4025308,31-12-2023,35710000,XEL
4026774,30-09-2013,705.7746704,ADN
4026774,30-09-2014,343.972,ADN
4026774,30-09-2015,560.918,ADN
4026774,30-09-2016,651.08,ADN
4026774,31-12-2021,169.5074781,ADN
4027333,31-12-2020,173.881,GCMG
4027333,31-12-2021,201.706,GCMG
4027333,31-12-2022,146.218,GCMG
4027333,31-12-2023,168.871,GCMG
4040823,31-12-2013,16593.88873,EFX
4040823,31-12-2013,16593.88873,
4040823,31-12-2014,17286.11341,EFX
4040823,31-12-2014,17286.11341,
4040823,31-12-2015,19765.99987,EFX
4040823,31-12-2015,19765.99987,
4040823,31-12-2016,22866.25871,EFX
4040823,31-12-2016,22866.25871,
4040823,31-12-2017,23972.50744,EFX
4040823,31-12-2017,23972.50744,
4040823,31-12-2018,24401.85977,EFX
4040823,31-12-2018,24401.85977,
4040823,31-12-2019,24812.00571,EFX
4040823,31-12-2019,24812.00571,
4040823,31-12-2020,800,EFX
4040823,31-12-2020,800,
4040823,31-12-2021,1388,EFX
4040823,31-12-2021,1388,
4040823,31-12-2022,1089,EFX
4040823,31-12-2022,1089,
4040823,31-12-2023,1172,EFX
4040823,31-12-2023,1172,
4044801,31-12-2013,14826641.55,ADM
4044801,31-12-2014,15588352.47,ADM
4044801,31-12-2015,14606503.39,ADM
4044801,31-12-2016,14271688.11,ADM
4044801,31-12-2017,14609198.97,ADM
4044801,31-12-2018,14479000.93,ADM
4044801,31-12-2019,14798128.98,ADM
4044801,31-12-2020,13562500,ADM
4044801,31-12-2021,13658000,ADM
4044801,31-12-2022,13446600,ADM
4044801,31-12-2023,12596842.6,ADM
4048287,31-12-2013,5560.176721,BLK
4048287,31-12-2014,6093.509393,BLK
4048287,31-12-2015,4846.3861,BLK
4048287,31-12-2016,4280.8579,BLK
4048287,31-12-2017,5061.0116,BLK
4048287,31-12-2018,4807.0018,BLK
4048287,31-12-2019,6386,BLK
4048287,31-12-2020,4090,BLK
4048287,31-12-2021,5308,BLK
4048287,31-12-2022,6401,BLK
4048287,31-12-2023,6689,BLK
4048408,31-12-2013,197190.0231,MFC
4048408,31-12-2013,197190.0231,
4048408,31-12-2014,250788.2035,MFC
4048408,31-12-2014,250788.2035,
4048408,31-12-2015,377899.1068,MFC
4048408,31-12-2015,377899.1068,
4048408,31-12-2016,383761,MFC
4048408,31-12-2016,383761,
4048408,31-12-2017,461606.2858,MFC
4048408,31-12-2017,461606.2858,
4048408,31-12-2018,668040,MFC
4048408,31-12-2018,668040,
4048408,31-12-2019,714636,MFC
4048408,31-12-2019,714636,
4048408,31-12-2020,557908.072,MFC
4048408,31-12-2020,557908.072,
4048408,31-12-2021,162749,MFC
4048408,31-12-2021,162749,
4048408,31-12-2022,121432,MFC
4048408,31-12-2022,121432,
4048408,31-12-2023,140202,MFC
4048408,31-12-2023,140202,
4050548,31-12-2013,38176.33348,EXE
4050548,31-12-2014,14425.57916,EXE
4050548,31-12-2015,15248.84558,EXE
4050548,31-12-2016,15969.79329,EXE
4050548,31-12-2017,16385.23519,EXE
4050548,31-12-2018,16391.51179,EXE
4050548,31-12-2019,15796.3875,EXE
4050548,31-12-2020,15437.545,EXE
4050548,31-12-2021,16263.464,EXE
4050548,31-12-2022,14827.794,EXE
4050548,31-12-2023,15360.683,EXE
4050911,31-12-2013,14955609.4,PEG
4050911,31-12-2014,15460148.51,PEG
4050911,31-12-2015,16582138.45,PEG
4050911,31-12-2016,14037604.05,PEG
4050911,31-12-2017,12074297.04,PEG
4050911,31-12-2018,13678502.22,PEG
4050911,31-12-2019,13378211.19,PEG
4050911,31-12-2020,9624555.96,PEG
4050911,31-12-2021,10122888.3,PEG
4050911,31-12-2022,2151872.685,PEG
4050911,31-12-2023,928822.689,PEG
4051243,31-12-2013,372534.4189,ECL
4051243,31-12-2014,419780.7371,ECL
4051243,31-12-2015,440206.0745,ECL
4051243,31-12-2016,441129.242,ECL
4051243,31-12-2017,393980.981,ECL
4051243,31-12-2018,409172.869,ECL
4051243,31-12-2019,411079,ECL
4051243,31-12-2020,288101.027,ECL
4051243,31-12-2021,282199.382,ECL
4051243,31-12-2022,299145,ECL
4051243,31-12-2023,303839,ECL
4051430,31-12-2016,12885.33455,NOVT
4051430,31-12-2017,17487.2419,NOVT
4051430,31-12-2018,18978.04567,NOVT
4051430,31-12-2019,18638.04577,NOVT
4051430,31-12-2020,17239.986,NOVT
4051430,31-12-2021,1443,NOVT
4051430,31-12-2022,1363.14,NOVT
4051430,31-12-2023,2244.41,NOVT
4051537,31-12-2013,13108.72802,FCN
4051537,31-12-2014,15057.92465,FCN
4051537,31-12-2015,15241.1987,FCN
4051537,31-12-2016,15323.73365,FCN
4051537,31-12-2017,15168.83683,FCN
4051537,31-12-2018,16301.88332,FCN
4051537,31-12-2019,4.04,FCN
4051537,31-12-2020,53,FCN
4051537,31-12-2021,62,FCN
4051537,31-12-2022,145,FCN
4051537,31-12-2023,141,FCN
4056943,31-12-2013,6700000.282,EIX
4056943,31-12-2014,2399998.429,EIX
4056943,31-12-2015,2399999.077,EIX
4056943,31-12-2016,2424499.955,EIX
4056943,31-12-2017,2866188.149,EIX
4056943,31-12-2018,2439495.767,EIX
4056943,31-12-2019,1400000,EIX
4056943,31-12-2020,1500000,EIX
4056943,31-12-2021,1000000,EIX
4056943,31-12-2022,1800000,EIX
4056943,31-12-2023,1200000,EIX
4056953,31-12-2016,72917.98154,UTL
4056953,31-12-2017,77265.22376,UTL
4056953,31-12-2018,81520.59253,UTL
4056953,31-12-2019,79090.79725,UTL
4056953,31-12-2020,4015.421,UTL
4056953,31-12-2021,22648.45,UTL
4056953,31-12-2022,21627.818,UTL
4056953,31-12-2023,20546.162,UTL
4056983,31-12-2018,160699.178,CVX
4056983,31-12-2019,153941.446,CVX
4056983,31-12-2020,156590.01,CVX
4056983,31-12-2021,164003.631,CVX
4057017,31-12-2016,2513894.353,OTTR
4057017,31-12-2017,2682477.848,OTTR
4057017,31-12-2018,3352750.001,OTTR
4057017,31-12-2019,2780920,OTTR
4057017,31-12-2020,2234009,OTTR
4057017,31-12-2021,2190848,OTTR
4057017,31-12-2022,2336619,OTTR
4057017,31-12-2023,2390971.573,OTTR
4057019,31-12-2016,6601279.864,POR
4057019,31-12-2017,6673705.352,POR
4057019,31-12-2018,7075366.524,POR
4057019,31-12-2019,12954658.54,POR
4057019,31-12-2020,6863709,POR
4057019,31-12-2021,5859714,POR
4057019,31-12-2022,5595453,POR
4057019,31-12-2023,6836497,POR
4057021,31-12-2018,366645.3182,PPL
4057021,31-12-2018,366645.3182,PPL
4057021,31-12-2019,376159.512,PPL
4057021,31-12-2019,376159.512,PPL
4057021,31-12-2020,374370.577,PPL
4057021,31-12-2020,374370.577,PPL
4057021,31-12-2021,373203.688,PPL
4057021,31-12-2021,373203.688,PPL
4057032,31-12-2018,34827924.65,D
4057032,31-12-2019,44806244.03,D
4057032,31-12-2020,24670294.49,D
4057032,31-12-2021,26498645.09,D
4057038,31-12-2013,26551182.98,LNT
4057038,31-12-2014,24374893.52,LNT
4057038,31-12-2015,24160149.12,LNT
4057038,31-12-2016,22067182.88,LNT
4057038,31-12-2017,31546080.73,LNT
4057038,31-12-2018,17537886.6,LNT
4057038,31-12-2019,14348195.08,LNT
4057038,31-12-2020,12624301,LNT
4057038,31-12-2021,15690441,LNT
4057038,31-12-2022,13233398.39,LNT
4057038,31-12-2023,9169873.964,LNT
4057041,31-12-2013,3361492.162,ED
4057041,31-12-2014,3155617.468,ED
4057041,31-12-2015,3195105.854,ED
4057041,31-12-2016,3103618.47,ED
4057041,31-12-2017,3014998.84,ED
4057041,31-12-2018,3072678.118,ED
4057041,31-12-2019,2911463.28,ED
4057041,31-12-2020,2741000,ED
4057041,31-12-2021,2786000,ED
4057041,31-12-2022,2867127,ED
4057041,31-12-2023,2681418.495,ED
4057044,31-12-2013,36506182.65,DTE
4057044,31-12-2014,35584803.41,DTE
4057044,31-12-2015,33912755.33,DTE
4057044,31-12-2016,31470714.67,DTE
4057044,31-12-2017,39465879.97,DTE
4057044,31-12-2018,34639132.57,DTE
4057044,31-12-2019,30714092.99,DTE
4057044,31-12-2020,24558180,DTE
4057044,31-12-2021,27981000,DTE
4057044,31-12-2022,27114550.03,DTE
4057044,31-12-2023,22663615.73,DTE
4057053,31-12-2016,3139634.742,NWE
4057053,31-12-2016,3139634.742,
4057053,31-12-2017,3158489.219,NWE
4057053,31-12-2017,3158489.219,
4057053,31-12-2018,2692169.321,NWE
4057053,31-12-2018,2692169.321,
4057053,31-12-2019,3220120.826,NWE
4057053,31-12-2019,3220120.826,
4057053,31-12-2020,1951696.748,NWE
4057053,31-12-2020,1951696.748,
4057053,31-12-2021,2576285.239,NWE
4057053,31-12-2021,2576285.239,
4057053,31-12-2022,2853657.456,NWE
4057053,31-12-2022,2853657.456,
4057053,31-12-2023,2880597.738,NWE
4057053,31-12-2023,2880597.738,
4057055,31-12-2013,20630659.23,OGE
4057055,31-12-2014,19715392.78,OGE
4057055,31-12-2015,16753882.08,OGE
4057055,31-12-2016,17492202.26,OGE
4057055,31-12-2017,15205143.73,OGE
4057055,31-12-2018,14129997.23,OGE
4057055,31-12-2019,12590291.92,OGE
4057055,31-12-2020,12407823,OGE
4057055,31-12-2021,12624671.02,OGE
4057055,31-12-2022,10059286.51,OGE
4057056,31-12-2013,18696674.91,EXC
4057056,31-12-2014,16786459.26,EXC
4057056,31-12-2015,7677225.796,EXC
4057056,31-12-2016,9723517.003,EXC
4057056,31-12-2017,10200734.34,EXC
4057056,31-12-2018,9526533.312,EXC
4057056,31-12-2019,9394820.195,EXC
4057056,31-12-2020,8492517,EXC
4057056,31-12-2021,8720683,EXC
4057056,31-12-2022,452012,EXC
4057056,31-12-2023,412640.704,EXC
4057058,31-12-2013,57420746.45,PPL
4057058,31-12-2014,57436040.93,PPL
4057058,31-12-2015,31264198.58,PPL
4057058,31-12-2016,29225822.24,PPL
4057058,31-12-2017,28590592.09,PPL
4057058,31-12-2018,29618424.24,PPL
4057058,31-12-2019,26851640.16,PPL
4057058,31-12-2020,25096484.38,PPL
4057058,31-12-2021,26516109.17,PPL
4057058,31-12-2022,27051716.4,PPL
4057058,31-12-2023,25039017.44,PPL
4057062,31-12-2013,7552996.514,SRE
4057062,31-12-2014,6739321.793,SRE
4057062,31-12-2015,8239048.483,SRE
4057062,31-12-2016,4700881.656,SRE
4057062,31-12-2017,5113015.156,SRE
4057062,31-12-2018,6020405.415,SRE
4057062,31-12-2019,5217660,SRE
4057062,31-12-2020,6732749,SRE
4057062,31-12-2021,6836419,SRE
4057062,31-12-2022,7136763.695,SRE
4057062,31-12-2023,6800000,SRE
4057069,31-12-2013,29029913.81,DYN
4057069,31-12-2014,50802342.6,DYN
4057069,31-12-2015,88904104.63,DYN
4057069,31-12-2016,64410114.66,DYN
4057080,31-12-2018,50185288.84,ED
4057080,31-12-2018,50185288.84,ED
4057080,31-12-2019,58074595.28,ED
4057080,31-12-2019,58074595.28,ED
4057080,31-12-2020,11897031.87,ED
4057080,31-12-2020,11897031.87,ED
4057080,31-12-2021,14467429.15,ED
4057080,31-12-2021,14467429.15,ED
4057083,31-12-2018,32241177.8,DTE
4057083,31-12-2018,32241177.8,DTE
4057083,31-12-2019,28868749.24,DTE
4057083,31-12-2019,28868749.24,DTE
4057083,31-12-2020,29527151.36,DTE
4057083,31-12-2020,29527151.36,DTE
4057083,31-12-2021,32914076.72,DTE
4057083,31-12-2021,32914076.72,DTE
4057083,31-12-2022,25358937.26,DTE
4057083,31-12-2022,25358937.26,DTE
4057083,31-12-2023,23008171.31,DTE
4057083,31-12-2023,23008171.31,DTE
4057113,31-12-2016,99679.31421,CPK
4057113,31-12-2017,226696.7985,CPK
4057113,31-12-2018,205274.8575,CPK
4057113,31-12-2019,143628.775,CPK
4057113,31-12-2020,266679,CPK
4057113,31-12-2021,221805,CPK
4057113,31-12-2022,215226,CPK
4057113,31-12-2023,192505,CPK
4057128,30-09-2016,331743.1522,NJR
4057128,30-09-2017,399835.724,NJR
4057128,30-09-2018,475354.3598,NJR
4057128,30-09-2019,409430.7954,NJR
4057128,30-09-2020,313613.347,NJR
4057128,30-09-2021,327999.242,NJR
4057128,30-09-2022,432889.395,NJR
4057128,30-09-2023,236250.021,NJR
4057132,31-12-2013,142451.8732,NWN
4057132,31-12-2014,162537.8637,NWN
4057132,31-12-2015,150586.9873,NWN
4057132,31-12-2016,145795.1494,NWN
4057132,31-12-2017,164174.061,NWN
4057132,31-12-2018,143195.7647,NWN
4057132,31-12-2019,150173.866,NWN
4057132,31-12-2020,158189.079,NWN
4057132,31-12-2021,169586.049,NWN
4057132,31-12-2022,162442.032,NWN
4057132,31-12-2023,157587.886,NWN
4057157,30-09-2013,747080.2353,ATO
4057157,30-09-2014,1075119.379,ATO
4057157,30-09-2015,867282.816,ATO
4057157,30-09-2016,727949.8515,ATO
4057157,30-09-2017,593488.9354,ATO
4057157,30-09-2018,634196.1314,ATO
4057157,30-09-2019,580362.2586,ATO
4057157,30-09-2020,945341.5,ATO
4057157,30-09-2021,1117645.782,ATO
4057157,30-09-2022,1096753.617,ATO
4057157,30-09-2023,565263.653,ATO
4057224,31-12-2013,22693.32453,TDS
4057224,31-12-2014,22276.45893,TDS
4057224,31-12-2015,23005.4231,TDS
4057224,31-12-2016,22016.3297,TDS
4057224,31-12-2017,21156.1064,TDS
4057224,31-12-2018,27025.11807,TDS
4057224,31-12-2019,27396.69574,TDS
4057224,31-12-2020,27381.653,TDS
4057224,31-12-2021,26616.668,TDS
4057224,31-12-2022,26774,TDS
4057224,31-12-2023,29175,TDS
4057436,31-12-2013,76720999.06,NRG
4057436,31-12-2014,106434494.9,NRG
4057436,31-12-2015,89490677.95,NRG
4057436,31-12-2016,68916817.73,NRG
4057436,31-12-2017,51287592.21,NRG
4057436,31-12-2018,49576165.93,NRG
4057436,31-12-2019,42165396.89,NRG
4057436,31-12-2020,29767523,NRG
4057436,31-12-2021,36557416,NRG
4057436,31-12-2022,38312011.93,NRG
4057436,31-12-2023,27552931.2,NRG
4057537,30-09-2013,1832292.694,UGI
4057537,30-09-2014,2415479.626,UGI
4057537,30-09-2015,1934920.88,UGI
4057537,30-09-2016,1688117.787,UGI
4057537,30-09-2017,2135111.267,UGI
4057537,30-09-2018,1735397.298,UGI
4057537,30-09-2019,2040834.787,UGI
4057537,30-09-2020,1239139,UGI
4057537,30-09-2021,820557,UGI
4057537,30-09-2022,1143247,UGI
4057537,30-09-2023,1070316,UGI
4059727,31-12-2013,13561008.39,DD
4059727,31-12-2013,13561008.39,
4059727,31-12-2014,13393437.62,DD
4059727,31-12-2014,13393437.62,
4059727,31-12-2015,3680487.869,DD
4059727,31-12-2015,3680487.869,
4059727,31-12-2016,4068250.007,DD
4059727,31-12-2016,4068250.007,
4059727,31-12-2018,20214393.35,DD
4059727,31-12-2018,20214393.35,
4059727,31-12-2019,17448970.85,DD
4059727,31-12-2019,17448970.85,
4059727,31-12-2020,29280981.48,DD
4059727,31-12-2020,29280981.48,
4059727,31-12-2021,31677198.23,DD
4059727,31-12-2021,31677198.23,
4059727,31-12-2022,17452415.34,DD
4059727,31-12-2022,17452415.34,
4063852,31-12-2013,19895052,WM
4063852,31-12-2014,18671372,WM
4063852,31-12-2015,16156667,WM
4063852,31-12-2016,15618746.03,WM
4063852,31-12-2017,15689993.03,WM
4063852,31-12-2018,16272145.03,WM
4063852,31-12-2019,15624630.93,WM
4063852,31-12-2020,16083220,WM
4063852,31-12-2021,16975323.1,WM
4063852,31-12-2022,15370790.8,WM
4063852,31-12-2023,14938730,WM
4064598,31-12-2016,7918.600173,NPKI
4064598,31-12-2017,12408.66653,NPKI
4064598,31-12-2018,14577.03553,NPKI
4064598,31-12-2019,12416.02229,NPKI
4064598,31-12-2020,7271.428,NPKI
4064598,31-12-2021,8787.343,NPKI
4064598,31-12-2022,11479.628,NPKI
4064598,31-12-2023,9747.6,NPKI
4066137,31-12-2013,350080.7688,DTE
4066137,31-12-2014,356928.6313,DTE
4066137,31-12-2015,310435.4288,DTE
4066137,31-12-2016,300920.029,DTE
4066137,31-12-2017,295694.873,DTE
4066137,31-12-2018,291547.84,DTE
4066137,31-12-2019,256476.084,DTE
4066137,31-12-2020,235519.24,DTE
4066137,31-12-2021,218919.45,DTE
4066137,31-12-2022,212043.66,DTE
4066137,31-12-2023,218618.095,DTE
4066492,31-12-2016,1598.861571,GTY
4066492,31-12-2017,1631.718194,GTY
4066492,31-12-2018,1768.659074,GTY
4066492,31-12-2019,1811.774179,GTY
4066492,31-12-2020,1863.678,GTY
4066492,31-12-2021,1869.07,GTY
4066492,31-12-2022,1870.971,GTY
4066492,31-12-2023,2023.646,GTY
4066647,31-12-2013,293855.4512,BN
4066647,31-12-2013,293855.4512,
4066647,31-12-2014,301819.0995,BN
4066647,31-12-2014,301819.0995,
4066647,31-12-2015,741984.498,BN
4066647,31-12-2015,741984.498,
4066647,31-12-2016,497684.3851,BN
4066647,31-12-2016,497684.3851,
4066647,30-01-2017,571216.5344,BN
4066647,30-01-2017,571216.5344,
4066647,30-01-2018,472038.991,BN
4066647,30-01-2018,472038.991,
4066647,31-12-2019,611827.552,BN
4066647,31-12-2019,611827.552,
4066647,31-12-2020,745146.618,BN
4066647,31-12-2020,745146.618,
4066647,31-12-2021,874921.565,BN
4066647,31-12-2021,874921.565,
4066647,31-12-2022,969095.558,BN
4066647,31-12-2022,969095.558,
4066647,31-12-2023,766789.677,BN
4066647,31-12-2023,766789.677,
4066692,31-10-2016,47779.9397,ABM
4066692,31-10-2017,39376.962,ABM
4066692,31-10-2018,49224.3016,ABM
4066692,31-10-2019,46075.8359,ABM
4066692,31-10-2020,36832.62,ABM
4066692,31-10-2021,37273.091,ABM
4066692,31-10-2022,42935.705,ABM
4066692,31-10-2023,44746,ABM
4068060,31-12-2013,123446.9427,DOV
4068060,31-12-2014,115653.9918,DOV
4068060,31-12-2015,109086.9566,DOV
4068060,31-12-2016,105093.9504,DOV
4068060,31-12-2017,159381.233,DOV
4068060,31-12-2018,45984.007,DOV
4068060,31-12-2019,35299.841,DOV
4068060,31-12-2020,39746,DOV
4068060,31-12-2021,43708.236,DOV
4068060,31-12-2022,50621.607,DOV
4068060,31-12-2023,54787,DOV
4069171,30-06-2013,30156.94199,KLAC
4069171,30-06-2014,32478.97421,KLAC
4069171,30-06-2015,24466.97176,KLAC
4069171,30-06-2016,29278.6988,KLAC
4069171,30-06-2017,67294.76047,KLAC
4069171,30-06-2018,76270.38173,KLAC
4069171,30-06-2019,85925.12975,KLAC
4069171,30-06-2020,43896.097,KLAC
4069171,30-06-2021,51951.799,KLAC
4069171,30-06-2022,70163.098,KLAC
4069171,30-06-2023,7550,KLAC
4069352,31-01-2013,356002.1274,L
4069352,03-01-2015,438635.9938,L
4069352,02-01-2016,528150.0105,L
4069352,31-12-2016,496929.1851,L
4069352,30-12-2017,492443.0729,L
4069352,29-12-2018,481936.165,L
4069352,28-12-2019,458847.8186,L
4069352,02-01-2021,458618.509,L
4069352,01-01-2022,402911.01,L
4069352,31-12-2022,618673,L
4069352,30-12-2023,726052,L
4071235,31-12-2016,14077.42602,TTI
4071235,31-12-2017,16848.48082,TTI
4071235,31-12-2018,19047.57126,TTI
4071235,31-12-2019,19494.15302,TTI
4071235,31-12-2020,7890.895,TTI
4071235,31-12-2021,93772.055,TTI
4071235,31-12-2022,105846.406,TTI
4071235,31-12-2023,101922.171,TTI
4072145,31-12-2018,124370130.4,CEG
4072145,31-12-2018,124370130.4,CEG
4072145,31-12-2019,104577375.7,CEG
4072145,31-12-2019,104577375.7,CEG
4072145,31-12-2020,94400008.25,CEG
4072145,31-12-2020,94400008.25,CEG
4072145,31-12-2021,11387377.59,CEG
4072145,31-12-2021,11387377.59,CEG
4072145,31-12-2022,9108347,CEG
4072145,31-12-2022,9108347,CEG
4072145,31-12-2023,9679181,CEG
4072145,31-12-2023,9679181,CEG
4072680,31-12-2013,8209144.442,CNX
4072680,31-12-2014,7556295.473,CNX
4072680,31-12-2015,6828160.181,CNX
4072680,31-12-2016,3698120.59,CNX
4072680,31-12-2017,2209029.965,CNX
4072680,31-12-2018,481539.8737,CNX
4072680,31-12-2019,600510.1579,CNX
4072680,31-12-2020,574000,CNX
4072680,31-12-2021,629000,CNX
4072680,31-12-2022,562093,CNX
4072680,31-12-2023,559825.292,CNX
4072883,31-12-2013,2385625.982,MGEE
4072883,31-12-2014,1754776.92,MGEE
4072883,31-12-2015,1833259.62,MGEE
4072883,31-12-2016,2400333.762,MGEE
4072883,31-12-2017,2445409.422,MGEE
4072883,31-12-2018,2113900.466,MGEE
4072883,31-12-2019,2060816.73,MGEE
4072883,31-12-2020,1972818.049,MGEE
4072883,31-12-2021,2103935,MGEE
4072883,31-12-2022,1607191.3,MGEE
4072883,31-12-2023,1771471.722,MGEE
4074303,31-12-2013,269106.1456,CMI
4074303,31-12-2014,292043.2505,CMI
4074303,31-12-2015,295386.4242,CMI
4074303,31-12-2016,303855.5091,CMI
4074303,31-12-2017,304806.3274,CMI
4074303,31-12-2018,305969.701,CMI
4074303,31-12-2019,302894.225,CMI
4074303,31-12-2020,258437,CMI
4074303,31-12-2021,269311,CMI
4074303,31-12-2022,309653.71,CMI
4074303,31-12-2023,303882.42,CMI
4074390,31-12-2013,3025181.41,CNP
4074390,31-12-2014,3902272.285,CNP
4074390,31-12-2015,2901518.529,CNP
4074390,31-12-2016,2981828.602,CNP
4074390,31-12-2017,3797567.883,CNP
4074390,31-12-2018,3967727.181,CNP
4074390,31-12-2019,5868399,CNP
4074390,31-12-2020,5237303,CNP
4074390,31-12-2021,6935811.636,CNP
4074390,31-12-2022,4757757.216,CNP
4074390,31-12-2023,5170862,CNP
4074558,31-12-2016,12928.36582,MKSI
4074558,31-12-2016,12928.36582,
4074558,31-12-2017,18775.11069,MKSI
4074558,31-12-2017,18775.11069,
4074558,31-12-2018,19936.23295,MKSI
4074558,31-12-2018,19936.23295,
4074558,31-12-2019,18035.6983,MKSI
4074558,31-12-2019,18035.6983,
4074558,31-12-2020,67969.545,MKSI
4074558,31-12-2020,67969.545,
4074558,31-12-2021,80830.406,MKSI
4074558,31-12-2021,80830.406,
4074558,31-12-2022,8321,MKSI
4074558,31-12-2022,8321,
4074558,31-12-2023,7370,MKSI
4074558,31-12-2023,7370,
4075407,31-12-2013,5786809.075,EOG
4075407,31-12-2014,6723279.796,EOG
4075407,31-12-2015,5191570.954,EOG
4075407,31-12-2016,4836507.849,EOG
4075407,31-12-2017,4585520.693,EOG
4075407,31-12-2018,5407212.188,EOG
4075407,31-12-2019,5348739.842,EOG
4075407,31-12-2020,4455500,EOG
4075407,31-12-2021,4972755,EOG
4075407,31-12-2022,5103000,EOG
4075407,31-12-2023,5504356.758,EOG
4076764,31-12-2013,4788382.212,OVV
4076764,31-12-2013,4788382.212,
4076764,31-12-2014,4474445.941,OVV
4076764,31-12-2014,4474445.941,
4076764,31-12-2015,4351999.937,OVV
4076764,31-12-2015,4351999.937,
4076764,31-12-2016,4071999.965,OVV
4076764,31-12-2016,4071999.965,
4076764,31-12-2017,3136000.166,OVV
4076764,31-12-2017,3136000.166,
4076764,31-12-2018,4354795,OVV
4076764,31-12-2018,4354795,
4076764,31-12-2019,5956212,OVV
4076764,31-12-2019,5956212,
4076764,31-12-2020,4607622,OVV
4076764,31-12-2020,4607622,
4076764,31-12-2021,3851893,OVV
4076764,31-12-2021,3851893,
4076764,31-12-2022,2871927.309,OVV
4076764,31-12-2022,2871927.309,
4085953,31-12-2016,52283283.24,VST
4085953,31-12-2017,77256139.64,VST
4085953,31-12-2018,104042108.8,VST
4085953,31-12-2019,105523361.2,VST
4085953,31-12-2020,94290023,VST
4085953,31-12-2021,99514891.11,VST
4085953,31-12-2022,94785101,VST
4085953,31-12-2023,86597501.2,VST
4085960,31-12-2013,12158.9879,ACA
4085960,31-12-2013,12158.9879,
4085960,31-12-2014,9631.289827,ACA
4085960,31-12-2014,9631.289827,
4085960,31-12-2015,9218.684199,ACA
