Ticker,Acquirer Name,Announce Date,Market_Cap_mil,Debt_to_Equity,ROA_percent,Status
SPB.TO,Superior Plus Corp,30-05-2018,2079.85,,-0.02,Success
KRP,Kimbell Royalty Partners LP,29-05-2018,1008.93,,-2.9,Success
KEY.TO,Keyera Corp,24-05-2018,5115.31,,1.02,Success
NEE,NextEra Energy Inc,21-05-2018,69563.86,,0.63,Success
NEE,NextEra Energy Inc,21-05-2018,69563.86,,0.63,Success
NEE,NextEra Energy Inc,21-05-2018,69563.86,,0.63,Success
AWK,American Water Works Co Inc,18-05-2018,13859.45,,0.73,Success
VVV,Valvoline Inc,17-05-2018,2480.07,,3.9,Success
EPM,Evolution Petroleum Corp,15-05-2018,207.01,,-1.14,Success
ZPTAF,Surge Energy Inc,15-05-2018,1363.36,,1.3,Success
INE.TO,Innergex Renewable Energy Inc,15-05-2018,2053.98,,0.31,Success
AMRC,Ameresco Inc,14-05-2018,388.14,,0.89,Success
SDI.V,Stampede Drilling Inc,11-05-2018,82.65,,1.41,Success
SND,Smart Sand Inc,09-05-2018,325.7,,-0.03,Success
SEDG,SolarEdge Technologies Inc,09-05-2018,3271.25,,-11.9,Success
SCYRF,Scryb Inc,09-05-2018,,,-76.96,Success
FTXP,Foothills Exploration Inc,08-05-2018,1524.89,,,Success
SHEL,Shell PLC,08-05-2018,154314.79,,1.09,Success
WEC,WEC Energy Group Inc,04-05-2018,16377.01,,0.96,Success
CRBO,Carbon Energy Corp,04-05-2018,85.12,,,Success
NGHI,New Green Hemp Inc,03-05-2018,22.43,,,Success
CRBO,Carbon Energy Corp,02-05-2018,85.12,,,Success
ENGI.PA,Engie SA,01-05-2018,,,,Success
MPC,Marathon Petroleum Corp,30-04-2018,18646.86,,0.47,Success
MMNFQ,MedMen Enterprises Inc,30-04-2018,,,,Success
TALO,Talos Energy Inc,27-04-2018,,,-1.04,Success
CRK,Comstock Resources Inc,26-04-2018,1943.74,,-0.74,Success
NOG,Northern Oil and Gas Inc,26-04-2018,1449.85,,1.28,Success
CNP,CenterPoint Energy Inc,23-04-2018,13618.54,,0.57,Success
SPWRQ,SunPower Corp,23-04-2018,1028.27,,,Success
MDMP,MDM Permian Inc,19-04-2018,89.37,,,Success
VET.TO,Vermilion Energy Inc,16-04-2018,4971.63,,0.85,Success
MPC,Marathon Petroleum Corp,16-04-2018,19296.54,,0.47,Success
AWK,American Water Works Co Inc,11-04-2018,14016.69,,0.73,Success
OSA.BE,Osaka Gas Co Ltd,10-04-2018,,,0.21,Success
SSOF,Sixty Six Oilfield Services Inc,10-04-2018,4.91,,,Success
CRC,California Resources Corp,09-04-2018,,,4.84,Success
BATL,Battalion Oil Corp,04-04-2018,,,4.72,Success
0RV4.L,Voltabox AG,04-04-2018,348.15,,,Success
EXC,Exelon Corp,04-04-2018,21803.93,,0.6,Success
SUN,Sunoco LP,03-04-2018,1842.84,,0.72,Success
ERBB,American Green Inc,03-04-2018,2355.24,,,Success
33B.F,Badger Meter Inc,02-04-2018,,,3.76,Success
NRG,NRG Energy Inc,27-03-2018,4985.17,,2.68,Success
SING,Singlepoint Inc,27-03-2018,,,-30.61,Success
OF6B.BE,Prospera Energy Inc,27-03-2018,,,-2.08,Success
GP8.F,Huntsman Exploration Inc,26-03-2018,50.8,,-98.62,Success
NWE,Northwestern Energy Group Inc,20-03-2018,2393.34,,1.01,Success
096775.KS,SK Innovation Co Ltd,20-03-2018,143606.73,,-0.72,Success
NWE,Northwestern Energy Group Inc,19-03-2018,2415.03,,1.01,Success
OMV.VI,OMV AG,15-03-2018,10769.48,,0.65,Success
SND,Smart Sand Inc,15-03-2018,252.37,,-0.03,Success
ALC.TO,Algoma Central Corp,15-03-2018,319.99,,3.38,Success
KEP.BA,Korea Electric Power Corp,13-03-2018,,,0.77,Success
TT,Trane Technologies PLC,13-03-2018,13809.17,,3.0,Success
TTE,TotalEnergies SE,02-03-2018,82464.06,,0.81,Success
8058.T,Mitsubishi Corp,01-03-2018,2993942.99,,,Success
OIS,Oil States International Inc,28-02-2018,1519.31,,1.51,Success
VPER,Viper Networks Inc,28-02-2018,1.97,,,Success
DKL,Delek Logistics Partners LP,26-02-2018,822.93,,1.73,Success
AYYLF,Ayala Corp,24-02-2018,,,0.68,Success
932.F,STEP Energy Services Ltd,22-02-2018,445.41,,-0.82,Success
B2W.F,Borr Drilling Ltd,22-02-2018,7117.81,,0.29,Success
PTEN,Patterson-UTI Energy Inc,21-02-2018,6101.62,,-0.88,Success
DME.V,Desert Mountain Energy Corp,20-02-2018,14.44,,-2.31,Success
SMGI,SMG Industries Inc,15-02-2018,160.83,,-1.62,Success
TTI,TETRA Technologies Inc,14-02-2018,479.27,,16.97,Success
GRWG,GrowGeneration Corp,14-02-2018,329.99,,-5.73,Success
PR,Permian Resources Corp,08-02-2018,11878.43,,1.28,Success
PEG,Public Service Enterprise Group Inc,08-02-2018,18351.56,,0.52,Success
BATL,Battalion Oil Corp,06-02-2018,,,4.72,Success
VENG,Vision Energy Corp,05-02-2018,1119.8,,,Success
9MY.DU,Anson Resources Ltd,05-02-2018,,,,Success
VWS.CO,Vestas Wind Systems A/S,02-02-2018,76677.23,,2.43,Success
DEC,Diversified Energy Co PLC,01-02-2018,,,,Success
DEC,Diversified Energy Co PLC,31-01-2018,,,,Success
ORA,Ormat Technologies Inc,24-01-2018,3862.07,,0.72,Success
WKC,World Kinect Corp,24-01-2018,1401.91,,-1.51,Success
SDI.V,Stampede Drilling Inc,17-01-2018,82.65,,1.41,Success
USAC,USA Compression Partners LP,16-01-2018,860.91,,0.93,Success
VET.TO,Vermilion Energy Inc,15-01-2018,5576.25,,0.85,Success
8001.T,ITOCHU Corp,15-01-2018,2531864.27,,1.31,Success
PARR,Par Pacific Holdings Inc,09-01-2018,1061.97,,,Success
D,Dominion Energy Inc,03-01-2018,47709.64,,-0.07,Success
1K8.F,Kontrol Technologies Corp,03-01-2018,34.91,,-3.88,Success
AROC,Archrock Inc,02-01-2018,1145.28,,1.56,Success
VTX.V,Vertex Resource Group Ltd,02-01-2018,,,0.64,Success
IVST,Innovest Global Inc,29-12-2017,6.95,,,Success
36R.F,Chaparral Energy Inc,28-12-2017,,,,Success
RZREF,Razor Energy Corp,18-12-2017,33.08,,-2.62,Success
NIBE-B.ST,Nibe Industrier AB,18-12-2017,33688.08,,1.96,Success
MGXMF,MGX Minerals Inc,13-12-2017,138.78,,,Success
OIS,Oil States International Inc,12-12-2017,1445.2,,1.51,Success
NVAC.F,Banpu PCL,12-12-2017,0.0,,-0.56,Success
CHRD,Chord Energy Corp,11-12-2017,395.38,,1.62,Success
GLW,Corning Inc,11-12-2017,22701.81,,1.12,Success
NVAX,NOV Inc,11-12-2017,4439.29,,-7.08,Success
SEI,Solaris Energy Infrastructure,11-12-2017,499.97,,-0.1,Success
DUK,Duke Energy Corp,06-12-2017,50753.48,,0.65,Success
SVTMF,SM Investments Corp,05-12-2017,15334.62,,1.25,Success
WKC,World Kinect Corp,05-12-2017,1397.33,,-1.51,Success
DEC,Diversified Energy Co PLC,01-12-2017,,,,Success
QEC.TO,Questerre Energy Corp,27-11-2017,329.96,,-0.15,Success
VIVK,Vivakor Inc,27-11-2017,462.44,,-2.33,Success
TALO,Talos Energy Inc,21-11-2017,,,-1.04,Success
CECBF,Saltbae Capital Corp,16-11-2017,47.57,,,Success
WCP.TO,Whitecap Resources Inc,13-11-2017,3445.64,,2.35,Success
TAL.TO,PetroTal Corp,09-11-2017,97.91,,0.96,Success
DK,Delek US Holdings Inc,08-11-2017,1425.26,,-6.21,Success
AMID,American Midstream Partners LP,08-11-2017,,,,Success
SUME,Summer Energy Holdings Inc,08-11-2017,73.57,,-2.92,Success
DCC.F,DCC PLC,07-11-2017,6941.43,,,Success
VIVK,Vivakor Inc,06-11-2017,497.25,,-2.33,Success
CWEN,Clearway Energy Inc,02-11-2017,1055.46,,0.02,Success
33B.F,Badger Meter Inc,01-11-2017,1024.39,,3.76,Success
ALS.TO,Altius Minerals Corp,01-11-2017,485.97,,0.36,Success
UGI,UGI Corp,01-11-2017,7799.34,,2.43,Success
047050.KS,Posco International Corp,31-10-2017,2595708.32,,1.38,Success
NPKI,NPK International Inc,31-10-2017,757.35,,-44.74,Success
SDI.V,Stampede Drilling Inc,31-10-2017,82.65,,1.41,Success
VST,Vistra Corp,30-10-2017,5433.9,,4.98,Success
INE.TO,Innergex Renewable Energy Inc,30-10-2017,2152.51,,0.31,Success
AMID,American Midstream Partners LP,30-10-2017,,,,Success
BBLSQ,Petrolia Energy Corp,27-10-2017,21.93,,-6.23,Success
XIFR,XPLR Infrastructure LP,26-10-2017,2360.27,,-0.56,Success
PDER,Pardee Resources Co,26-10-2017,81.94,,,Success
ENEL.MI,Enel SpA,25-10-2017,33693.93,,0.92,Success
AKRBP.OL,Aker BP ASA,24-10-2017,63776.24,,1.33,Success
S4O0.F,Source Energy Services Ltd,24-10-2017,906.66,,-1.21,Success
ENGI.PA,Engie SA,19-10-2017,23856.83,,,Success
XOM,Exxon Mobil Corp,18-10-2017,253556.73,,1.68,Success
TOBAF,TAAT Global Alternatives Inc,17-10-2017,326.68,,-0.31,Success
SING,Singlepoint Inc,17-10-2017,,,-30.61,Success
BX,Blackstone Inc,16-10-2017,17768.88,,1.62,Success
OEG-H.V,ONEnergy Inc,12-10-2017,55.59,,-190.2,Success
000027.SZ,Shenzhen Energy Group Co Ltd,12-10-2017,22561.28,,0.23,Success
SING,Singlepoint Inc,11-10-2017,,,-30.61,Success
NVAC.F,Banpu PCL,09-10-2017,0.0,,-0.56,Success
PEG,Public Service Enterprise Group Inc,03-10-2017,18015.03,,0.52,Success
AMID,American Midstream Partners LP,02-10-2017,,,,Success
CRBO,Carbon Energy Corp,02-10-2017,87.2,,,Success
WKC,World Kinect Corp,02-10-2017,1768.91,,-1.51,Success
FITSF,Koios Beverage Corp,29-09-2017,234.03,,907.64,Success
BWTX,Bakken Water Transfer Services Inc,28-09-2017,7.97,,,Success
SKLZ,SK Inc,26-09-2017,,,-5.41,Success
IPCO.TO,International Petroleum Corp,25-09-2017,624.56,,0.02,Success
AMSC,American Superconductor Corp,25-09-2017,158.63,,0.79,Success
SMGI,SMG Industries Inc,19-09-2017,147.43,,-1.62,Success
ITRI,Itron Inc,18-09-2017,3456.25,,1.71,Success
TYG,Tortoise Energy Infrastructure Corp,14-09-2017,654.96,,,Success
PV1.AX,Provaris Energy Ltd,12-09-2017,123.64,,,Success
MKRYF,Manitok Energy Inc,12-09-2017,,,,Success
ALYI,Alternet Systems Inc,12-09-2017,44.03,,,Success
ALE,ALLETE Inc,08-09-2017,3426.14,,0.75,Success
SING,Singlepoint Inc,06-09-2017,,,-30.61,Success
CRC.BE,Canadian Natural Resources Ltd,05-09-2017,,,3.02,Success
PTEN,Patterson-UTI Energy Inc,05-09-2017,5772.89,,-0.88,Success
MPLX,MPLX LP,01-09-2017,17241.93,,2.93,Success
MUH0.BE,NCS Multistage Holdings Inc,30-08-2017,,,2.84,Success
FET,Forum Energy Technologies Inc,28-08-2017,2591.86,,-1.52,Success
CPK,Chesapeake Utilities Corp,23-08-2017,1606.09,,1.02,Success
BWTX,Bakken Water Transfer Services Inc,22-08-2017,6.38,,,Success
SRE,Sempra,20-08-2017,,,0.7,Success
RNGR,Ranger Energy Services Inc,16-08-2017,303.75,,2.33,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,15-08-2017,,,-0.58,Success
4O0.F,Pond Technologies Holdings Inc,15-08-2017,,,-27.45,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,15-08-2017,,,-0.58,Success
NBR,Nabors Industries Ltd,14-08-2017,2914.89,,-1.19,Success
0IUS.L,Genie Energy Ltd,14-08-2017,,,,Success
AMID,American Midstream Partners LP,08-08-2017,,,,Success
CAPL,CrossAmerica Partners LP,07-08-2017,440.47,,1.28,Success
CWEN,Clearway Energy Inc,03-08-2017,1028.44,,0.02,Success
D,Dominion Energy Inc,03-08-2017,47561.56,,-0.07,Success
CPK,Chesapeake Utilities Corp,03-08-2017,1583.02,,1.02,Success
D,Dominion Energy Inc,03-08-2017,47561.56,,-0.07,Success
GEL,Genesis Energy LP,02-08-2017,2074.32,,-0.24,Success
8001.T,ITOCHU Corp,31-07-2017,1921238.48,,1.31,Success
BBU-UN.TO,Brookfield Business Partners LP,27-07-2017,1666.05,,0.14,Success
EXP,Eagle Materials Inc,27-07-2017,2995.97,,3.93,Success
300257.SZ,Kaishan Group Co Ltd,27-07-2017,19172.51,,0.26,Success
2188.HK,China Titans Energy Technology Group Co Ltd,26-07-2017,1521.87,,,Success
PWR,Quanta Services Inc,21-07-2017,4809.86,,1.63,Success
TDY,Teledyne Technologies Inc,20-07-2017,6344.71,,1.4,Success
GEBRF,Greenbriar Sustainable Living,19-07-2017,31.3,,-4.11,Success
WTTR,Select Water Solutions Inc,18-07-2017,1204.83,,-0.12,Success
ANA.VI,Acciona SA,18-07-2017,,,,Success
TRGP,Targa Resources Corp,14-07-2017,7169.29,,1.54,Success
ABZPY,Aboitiz Power Corp,11-07-2017,4317.59,,2.04,Success
GTY,Getty Realty Corp,10-07-2017,926.43,,1.13,Success
SAENF,Solar Alliance Energy Inc,10-07-2017,25.86,,-21.17,Success
POU.TO,Paramount Resources Ltd,06-07-2017,1191.48,,2.11,Success
POU.TO,Paramount Resources Ltd,06-07-2017,1191.48,,2.11,Success
VST,Vistra Corp,06-07-2017,4819.4,,4.98,Success
FET,Forum Energy Technologies Inc,05-07-2017,3758.81,,-1.52,Success
HAL,Halliburton Co,05-07-2017,32356.74,,2.4,Success
NGL,NGL Energy Partners LP,03-07-2017,1199.64,,0.28,Success
SHEL,Shell PLC,30-06-2017,111938.23,,1.09,Success
ALTO,Alto Ingredients Inc,26-06-2017,475.21,,-0.58,Success
ENEL.MI,Enel SpA,22-06-2017,31823.04,,0.92,Success
EMBYF,Nexera Energy Inc,21-06-2017,14.45,,-11.54,Success
EQT,EQT Corp,19-06-2017,16193.57,,1.05,Success
OXY,Occidental Petroleum Corp,19-06-2017,47578.81,,-0.15,Success
7EX.F,Enerflex Ltd,19-06-2017,1138.69,,1.02,Success
AFPW,AlumiFuel Power Corp,16-06-2017,1.41,,,Success
KEX,Kirby Corp,13-06-2017,4024.53,,0.73,Success
TPC.V,Tenth Avenue Petroleum Corp,05-06-2017,1.54,,-4.21,Success
USDP,USD Partners LP,05-06-2017,222.9,,-2.68,Success
NU,Eversource Energy,02-06-2017,,,1.14,Success
CJ.TO,Cardinal Energy Ltd,01-06-2017,561.47,,2.01,Success
SHEL,Shell PLC,30-05-2017,114737.23,,1.09,Success
ENGI.PA,Engie SA,29-05-2017,21381.78,,,Success
DTE,DTE Energy Co,25-05-2017,14872.05,,0.6,Success
WG.L,John Wood Group PLC,24-05-2017,425289.87,,,Success
SING,Singlepoint Inc,24-05-2017,,,-30.61,Success
LHX,L3 Technologies Inc,22-05-2017,17668.33,,1.08,Success
SES.TO,Secure Waste Infrastructure Co,15-05-2017,1748.37,,1.49,Success
CLH,Clean Harbors Inc,11-05-2017,3192.63,,1.14,Success
QEC.TO,Questerre Energy Corp,11-05-2017,295.68,,-0.15,Success
QREE,Quantum Energy Inc,11-05-2017,2057.69,,,Success
VIASP,Via Renewables Inc,08-05-2017,,,2.83,Success
ESE,ESCO Technologies Inc,08-05-2017,1439.1,,1.31,Success
TDS,Telephone and Data Systems Inc,08-05-2017,2260.23,,0.04,Success
DEC,Diversified Energy Co PLC,05-05-2017,,,,Success
CNA.L,Centrica PLC,04-05-2017,963197.37,,,Success
NVEE,NV5 Global Inc,04-05-2017,622.92,,0.41,Success
NVAX,NOV Inc,03-05-2017,2509.17,,-7.08,Success
PUL.V,Pulse Oil Corp,03-05-2017,66.24,,0.36,Success
XIFR,XPLR Infrastructure LP,02-05-2017,2103.31,,-0.56,Success
PPL.TO,Pembina Pipeline Corp,01-05-2017,15627.43,,1.59,Success
XOM,Exxon Mobil Corp,01-05-2017,246669.15,,1.68,Success
MKRYF,Manitok Energy Inc,01-05-2017,,,,Success
PR,Permian Resources Corp,01-05-2017,10310.2,,1.28,Success
ETR,Entergy Corp,28-04-2017,9893.35,,0.44,Success
GPRE,Green Plains Inc,26-04-2017,1429.41,,-3.08,Success
DRXGY,Drax Group PLC,26-04-2017,,,,Success
CHRD,Chord Energy Corp,25-04-2017,484.99,,1.62,Success
DYN,Dynegy Inc,21-04-2017,,,-12.95,Success
DYN,Dynegy Inc,21-04-2017,,,-12.95,Success
BBU-UN.TO,Brookfield Business Partners LP,19-04-2017,1547.21,,0.14,Success
ZPTAF,Surge Energy Inc,19-04-2017,1280.29,,1.3,Success
RZREF,Razor Energy Corp,19-04-2017,58.67,,-2.62,Success
PF6.DU,Parkland Corp,18-04-2017,,,,Success
S4O0.F,Source Energy Services Ltd,18-04-2017,,,-1.21,Success
SES.TO,Secure Waste Infrastructure Co,18-04-2017,1781.7,,1.49,Success
BX,Blackstone Inc,17-04-2017,14953.96,,1.62,Success
CPX.TO,Capital Power Corp,12-04-2017,2234.52,,1.86,Success
EGHSF,Enghouse Systems Ltd,12-04-2017,1021.12,,2.72,Success
D,Dominion Energy Inc,12-04-2017,46835.88,,-0.07,Success
ACU,Unit Corp,04-04-2017,88.49,,1.35,Success
CVE,Cenovus Energy Inc,29-03-2017,21003.97,,0.26,Success
SDI.V,Stampede Drilling Inc,27-03-2017,48.55,,1.41,Success
OSA.BE,Osaka Gas Co Ltd,27-03-2017,,,0.21,Success
AEP,American Electric Power Co Inc,24-03-2017,27213.38,,0.64,Success
TUSK,Mammoth Energy Services Inc,23-03-2017,945.6,,-5.43,Success
TCW.TO,Trican Well Service Ltd,22-03-2017,622.35,,4.04,Success
17J.F,Journey Energy Inc,21-03-2017,126.9,,0.1,Success
TUSK,Mammoth Energy Services Inc,21-03-2017,925.83,,-5.43,Success
21K0.SG,Australian Oil Co Ltd,20-03-2017,,,,Success
EPD,Enterprise Products Partners LP,15-03-2017,33173.8,,1.89,Success
WINKF,Windfall Geotek Inc,15-03-2017,9.92,,-26.41,Success
NEXT,NextDecade Corp,13-03-2017,2656.51,,1.03,Success
OWRDF,One World Lithium Inc,10-03-2017,,,-336.26,Success
CRC.BE,Canadian Natural Resources Ltd,09-03-2017,,,3.02,Success
BTC-USD,"Canadian Natural Resources Ltd,Shell PLC",09-03-2017,,,,Success
BN,Brookfield Corp,07-03-2017,26879.61,,0.01,Success
BN,Brookfield Corp,07-03-2017,26879.61,,0.01,Success
EXTR,Extreme Networks Inc,07-03-2017,809.81,,0.68,Success
TOBAF,TAAT Global Alternatives Inc,03-03-2017,177.02,,-0.31,Success
CA09352R1055.SG,Blende Silver Corp,03-03-2017,,,,Success
FANG,Diamondback Energy Inc,02-03-2017,23896.84,,1.6,Success
FAT.CN,Foremost Clean Energy Ltd,02-03-2017,69.78,,-6.79,Success
MPLX,MPLX LP,01-03-2017,18382.68,,2.93,Success
BP,BP PLC,01-03-2017,57075.65,,-0.69,Success
0OJ4.L,Egide SA,28-02-2017,,,,Success
NEL.OL,NEL ASA,27-02-2017,4865.56,,-1.01,Success
DEC,Diversified Energy Co PLC,24-02-2017,,,,Success
DYN,Dynegy Inc,24-02-2017,,,-12.95,Success
PTCO,PetroGas Co,22-02-2017,,,,Success
PWM.V,Power Metals Corp,22-02-2017,57.92,,1.03,Success
SD,SandRidge Energy Inc,22-02-2017,564.44,,4.51,Success
CPX.TO,Capital Power Corp,21-02-2017,2234.19,,1.86,Success
09N.F,Prairie Provident Resources Inc,14-02-2017,614.95,,4.48,Success
PRQ.TO,Petrus Resources Ltd,14-02-2017,291.15,,1.26,Success
SPB.TO,Superior Plus Corp,13-02-2017,1867.38,,-0.02,Success
SPB.TO,Superior Plus Corp,13-02-2017,1867.38,,-0.02,Success
MPLX,MPLX LP,13-02-2017,18522.9,,2.93,Success
SR,Spire Inc,10-02-2017,2755.84,,0.72,Success
EQT,EQT Corp,09-02-2017,19273.04,,1.05,Success
MAHA-A.ST,Maha Energy AB,06-02-2017,1460.96,,-18.49,Success
EROSF,Eros Resources Corp,06-02-2017,,,13.71,Success
21K0.SG,Australian Oil Co Ltd,06-02-2017,,,,Success
BNRD.XC,Brenntag SE,02-02-2017,6672.77,,1.06,Success
MUFG,"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH",02-02-2017,74967.12,,0.12,Success
OKE,ONEOK Inc,01-02-2017,20404.26,,1.44,Success
WEC,WEC Energy Group Inc,01-02-2017,13944.44,,0.96,Success
BWEN,Broadwind Inc,30-01-2017,88.9,,0.06,Success
PTCO,PetroGas Co,30-01-2017,,,,Success
TRGP,Targa Resources Corp,27-01-2017,8888.08,,1.54,Success
ENB,Enbridge Inc,27-01-2017,59878.39,,0.27,Success
PWM.V,Power Metals Corp,26-01-2017,44.55,,1.03,Success
ALA.TO,AltaGas Ltd,25-01-2017,6451.21,,0.06,Success
PTCO,PetroGas Co,25-01-2017,,,,Success
CJ.TO,Cardinal Energy Ltd,24-01-2017,873.33,,2.01,Success
TRGP,Targa Resources Corp,23-01-2017,8769.67,,1.54,Success
ED,Consolidated Edison Inc,19-01-2017,18901.8,,0.44,Success
ED,Consolidated Edison Inc,19-01-2017,18901.8,,0.44,Success
NVAC.F,Banpu PCL,18-01-2017,0.0,,-0.56,Success
XOM,Exxon Mobil Corp,17-01-2017,260221.3,,1.68,Success
756.SG,Cassiar Gold Corp,16-01-2017,,,,Success
ENEL.MI,Enel SpA,11-01-2017,26138.61,,0.92,Success
ALPP,Alpine 4 Holdings Inc,11-01-2017,,,-39.11,Success
DUK,Duke Energy Corp,10-01-2017,42177.7,,0.65,Success
FET,Forum Energy Technologies Inc,09-01-2017,5699.64,,-1.52,Success
INVX,Innovex International Inc,06-01-2017,4216.26,,7.29,Success
BLDP,Ballard Power Systems Inc,05-01-2017,523.99,,-24.69,Success
AR,Antero Resources Corp,04-01-2017,7664.36,,0.82,Success
MCB.TO,McCoy Global Inc,04-01-2017,53.0,,0.64,Success
3PS.F,Pason Systems Inc,04-01-2017,696.25,,2.75,Success
ORA,Ormat Technologies Inc,03-01-2017,3030.44,,0.72,Success
EOLU-B.ST,Eolus Vind AB,30-12-2016,467.54,,6.93,Success
RZREF,Razor Energy Corp,29-12-2016,,,-2.62,Success
SKP.V,Strikepoint Gold Inc,21-12-2016,162.22,,-327.2,Success
2INV.F,2invest AG,21-12-2016,,,,Success
NGL,NGL Energy Partners LP,20-12-2016,1556.36,,0.28,Success
ATO,Atmos Energy Corp,20-12-2016,9700.27,,1.33,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,19-12-2016,,,-0.58,Success
BLX.TO,Boralex Inc,16-12-2016,1487.9,,-0.21,Success
EDE.XA,Eden Innovations Ltd,16-12-2016,,,,Success
CAT,Caterpillar Inc,15-12-2016,37242.9,,3.18,Success
FANG,Diamondback Energy Inc,14-12-2016,23365.13,,1.6,Success
G2U0.MU,Gulfport Energy Operating Corp,14-12-2016,,,-9.53,Success
ATH.TO,Athabasca Oil Corp,14-12-2016,749.9,,3.08,Success
FCEL,FuelCell Energy Inc,14-12-2016,14462.36,,-4.39,Success
PTEN,Patterson-UTI Energy Inc,13-12-2016,9051.86,,-0.88,Success
MTRX,Matrix Service Co,13-12-2016,600.45,,-1.08,Success
CA74022D4075.SG,Precision Drilling Corp,13-12-2016,,,,Success
PTCO,PetroGas Co,13-12-2016,,,,Success
SPLP-PA,Steel Partners Holdings LP,07-12-2016,,,1.0,Success
NRIS,Norris Industries Inc,07-12-2016,157.93,,-36.85,Success
TDY,Teledyne Technologies Inc,06-12-2016,5957.85,,1.4,Success
IEI.V,Imperial Equities Inc,05-12-2016,43.03,,0.47,Success
SLI,Standard Lithium Ltd,02-12-2016,,,-1.73,Success
KWR,Quaker Chemical Corp,30-11-2016,2082.62,,0.54,Success
WTXR,West Texas Resources Inc,30-11-2016,15.0,,-6.54,Success
PR,Permian Resources Corp,28-11-2016,10627.73,,1.28,Success
BIIO,Bionovate Technologies Corp,28-11-2016,22097.76,,,Success
TOT.TO,Total Energy Services Inc,23-11-2016,420.15,,2.05,Success
BTE,Baytex Energy Corp,23-11-2016,3033.08,,2.43,Success
BTE,Baytex Energy Corp,22-11-2016,3148.26,,2.43,Success
PEG,Public Service Enterprise Group Inc,21-11-2016,15364.7,,0.52,Success
ALE,ALLETE Inc,18-11-2016,2577.55,,0.75,Success
COPEC.SN,Empresas Copec SA,16-11-2016,8237669.16,,0.67,Success
SM,SM Energy Co,15-11-2016,3674.92,,2.2,Success
CEN-H.V,Claren Energy Corp,10-11-2016,39.12,,-428.94,Success
EMR,Emerson Electric Co,08-11-2016,23443.9,,1.37,Success
BKH,Black Hills Corp,04-11-2016,3201.63,,0.98,Success
BLX.TO,Boralex Inc,03-11-2016,1575.27,,-0.21,Success
0IUS.L,Genie Energy Ltd,03-11-2016,,,,Success
TVE.TO,Tamarack Valley Energy Ltd,02-11-2016,1499.67,,0.16,Success
TGEN,Tecogen Inc,02-11-2016,106.86,,-3.39,Success
TDY,Teledyne Technologies Inc,02-11-2016,4824.45,,1.4,Success
CCI,Crown Castle Inc,01-11-2016,27956.48,,0.8,Success
OXY,Occidental Petroleum Corp,01-11-2016,51100.93,,-0.15,Success
CNP,CenterPoint Energy Inc,31-10-2016,11272.82,,0.57,Success
NEE,NextEra Energy Inc,31-10-2016,53273.16,,0.63,Success
POR,General Electric Co,31-10-2016,3549.64,,0.3,Success
PF6.DU,Parkland Corp,27-10-2016,,,,Success
PF6.DU,Parkland Corp,27-10-2016,,,,Success
EQT,EQT Corp,25-10-2016,19617.81,,1.05,Success
EQT,EQT Corp,25-10-2016,19617.81,,1.05,Success
AMID,American Midstream Partners LP,24-10-2016,,,,Success
TOU.TO,Tourmaline Oil Corp,20-10-2016,9095.29,,1.75,Success
OII,Oceaneering International Inc,19-10-2016,2678.63,,2.4,Success
VSOLF,Three Sixty Solar Ltd,19-10-2016,,,-78.63,Success
DDEJF,Dundee Corp,19-10-2016,428.91,,2.37,Success
SM,SM Energy Co,18-10-2016,4142.11,,2.2,Success
CHRD,Chord Energy Corp,18-10-2016,415.42,,1.62,Success
BES.V,Braille Energy Systems Inc,18-10-2016,3.97,,-71.87,Success
PMPG,Premier Products Group Inc,18-10-2016,1.09,,,Success
DK,Delek US Holdings Inc,17-10-2016,837.05,,-6.21,Success
INVX,Innovex International Inc,17-10-2016,3661.49,,7.29,Success
PUL.V,Pulse Oil Corp,13-10-2016,23.38,,0.36,Success
BNRD.XC,Brenntag SE,13-10-2016,6168.15,,1.06,Success
SUN,Sunoco LP,12-10-2016,1747.62,,0.72,Success
FK2.DU,Expro Group Holdings NV,07-10-2016,,,0.99,Success
SRE,Sempra,07-10-2016,25765.22,,0.7,Success
CRBO,Carbon Energy Corp,05-10-2016,33.22,,,Success
SLSDF,Select Sands Corp,04-10-2016,45.45,,-5.75,Success
GPRE,Green Plains Inc,03-10-2016,1563.7,,-3.08,Success
MKRYF,Manitok Energy Inc,29-09-2016,,,,Success
NJR,New Jersey Resources Corp,29-09-2016,2528.86,,1.83,Success
4YJ0.MU,Spartan Delta Corp,28-09-2016,,,0.56,Success
TRP,TC Energy Corp,26-09-2016,31143.78,,0.84,Success
DTE,DTE Energy Co,26-09-2016,12969.26,,0.6,Success
PWM.V,Power Metals Corp,22-09-2016,13.37,,1.03,Success
BBLSQ,Petrolia Energy Corp,22-09-2016,20.93,,-6.23,Success
ABRA.V,AbraSilver Resource Corp,19-09-2016,1.52,,-17.77,Success
NRG,NRG Energy Inc,15-09-2016,1834.38,,2.68,Success
CLN.SW,Clariant AG,14-09-2016,3918.19,,,Success
PTEN,Patterson-UTI Energy Inc,14-09-2016,6240.43,,-0.88,Success
