Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_3_Date,T_minus_3_Price ($),T_plus_3_Date,T_plus_3_Price ($),Percent_Return,Deal Status
2021-05-17,2020,SPRU,Spruce Power Holding Corp,20.34,242.98,11.9472,Green,World Energy Efficiency Services LLC,Green,,15.0,,2021-05-13,44.8,2021-05-20,54.08,20.71,Completed
2021-05-12,2020,D,Dominion Energy Inc,14172.0,14575889.35,2673.0816,Brown,Birdseye Renewable Energy LLC,Green,BRE Holdings LLC,28.0,,2021-05-07,65.79,2021-05-17,65.13,-0.99,Completed
2021-05-12,2020,DTE,DTE Energy Co,11423.0,20962000.49,1907.4766,Brown,Isabella Wind I and II projects/Isabella County,Green,Greenlight Energy Resources Inc,,,2021-05-07,105.8,2021-05-17,105.11,-0.65,Completed
2021-05-10,2020,CIVI,Civitas Resources Inc,218.09,1200551.0,354.6455,Brown,Extraction Oil & Gas Inc,Brown,,1382.69,,2021-05-06,27.26,2021-05-13,28.27,3.72,Completed
2021-05-06,2020,EQT,EQT Corp,3557.45,338799.56,258.5549,Brown,"Eqt Amd LLC,EQT ARO LLC",Neutral,,2925.0,,2021-04-30,18.1,2021-05-10,19.86,9.69,Completed
2021-05-06,2020,AMSC,American Superconductor Corp,63.84,101860.59,1152.5556,Brown,Neeltran Inc,Neutral,,8.8,,2021-04-30,16.47,2021-05-10,13.92,-15.48,Completed
2021-05-03,2020,CHRD,Chord Energy Corp,1307.67,537377.29,154.7814,Brown,Williston Basin assets/Diamondback Energy Inc,Brown,Diamondback Energy Inc,745.0,,2021-04-29,51.21,2021-05-06,51.06,-0.29,Completed
2021-04-22,2020,AEP,American Electric Power Co Inc,14918.5,25012316.5,3035.829,Brown,100 MW Dry Lake Solar Project,Green,,114.0,,2021-04-16,76.3,2021-04-26,75.48,-1.07,Completed
2021-04-19,2020,XIFR,XPLR Infrastructure LP,917.0,48471.85,5.287,Green,Portfolio of 4 operating wind assets/US,Green,Brookfield Renewable Partners LP,733.0,,2021-04-15,55.75,2021-04-22,54.88,-1.56,Completed
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,0.22,6.28,28.6849,Brown,HI-Power LLC,Neutral,Holtec International Corp,0.03,,2021-04-09,17.15,2021-04-19,13.39,-21.92,Completed
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,0.22,6.28,28.6849,Brown,HI-Power LLC,Neutral,,,,2021-04-09,17.15,2021-04-19,13.39,-21.92,Completed
2021-04-05,2020,DNOW,DNOW Inc,1619.0,24600.0,23.8097,Green,Flex Flow Services LLC,Neutral,GR Energy Services LLC,90.0,,2021-04-01,10.47,2021-04-08,9.7,-7.35,Completed
2021-03-18,2020,PPL,PPL Corp,5474.0,6895908.32,1951.0449,Brown,Narragansett Electric Co/The,Neutral,National Grid PLC,3770.0,,2021-03-12,23.76,2021-03-22,24.92,4.91,Completed
2021-03-09,2020,EFX,Equifax Inc,4127.5,6751.47,1.6357,Green,HireTechs.com,Neutral,Green Day Technologies Inc,,,2021-03-05,165.18,2021-03-12,165.93,0.46,Completed
2021-03-05,2020,CVX,Chevron Corp,94471.0,28078295.01,478.9338,Brown,Noble Midstream Partners LP,Neutral,,454.5,4.62,2021-03-01,86.6,2021-03-08,93.13,7.55,Completed
2021-02-22,2020,BIPC,Brookfield Infrastructure Corp,1430.0,299516.82,209.4523,Brown,Inter Pipeline Ltd,Brown,,10949.35,15.14,2021-02-18,34.43,2021-02-25,37.65,9.35,Completed
2021-02-18,2020,VRN,Veren Inc,1733.7,1126052.5,502.3677,Brown,Kaybob Duvernay assets/Shell Canada Energy,Brown,Shell PLC,854.19,,2021-02-12,2.87,2021-02-22,3.43,19.5,Completed
2021-02-17,2020,NOVA,Sunnova Energy International Inc,160.82,3516.26,21.8646,Green,SunStreet Energy Group LLC,Neutral,Lennar Corp,162.73,,2021-02-12,50.97,2021-02-22,41.6,-18.38,Completed
2021-02-04,2020,NOG,Northern Oil and Gas Inc,552.21,155885.13,863.4427,Brown,Certain non operated natural gas assets,Brown,Reliance Industries Ltd,120.9,,2021-01-29,8.99,2021-02-08,10.2,13.53,Completed
2021-01-26,2020,ENPH,Enphase Energy Inc,774.42,26385.26,35.4719,Brown,Sofdesk Inc,Neutral,Wave Media Group LLC,,,2021-01-22,212.07,2021-01-29,182.35,-14.01,Completed
2021-01-13,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0068,Brown,Hygo Energy Transition Ltd,Brown,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,2021-01-08,49.83,2021-01-19,43.76,-12.18,Completed
2021-01-13,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0068,Brown,CH4 Energia Ltda,Neutral,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,2021-01-08,49.83,2021-01-19,43.76,-12.18,Completed
2020-12-23,2019,AEE,Ameren Corp,5910.0,24413650.5,4130.9053,Brown,400 MW project/Missouri,Neutral,,,,2020-12-18,69.6,2020-12-28,67.74,-2.68,Completed
2020-12-23,2019,BLK,BlackRock Inc,14539.0,6386.0,0.5499,Green,945 MW natural gas fired power plant/Heard County,Brown,TCT Generation Holdings LLC,,,2020-12-18,629.1,2020-12-28,639.34,1.63,Completed
2020-12-21,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,284.1958,Brown,QEP Resources Inc,Brown,,2183.83,3.71,2020-12-17,39.18,2020-12-24,39.89,1.81,Completed
2020-12-21,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,284.1958,Brown,Guidon Operating LLC,Brown,,858.26,,2020-12-17,39.18,2020-12-24,39.89,1.81,Completed
2020-12-21,2019,ENB,Enbridge Inc,50069.0,7619166.55,82.1969,Brown,Crude oil terminalling segment,Brown,Blueknight Energy Partners LP,132.0,,2020-12-17,25.78,2020-12-24,25.04,-2.87,Completed
2020-12-16,2019,ORA,Ormat Technologies Inc,746.04,380838.15,256.4417,Brown,Shovel Ready Project/Texas,Neutral,Consolidated Edison Inc,,,2020-12-11,74.45,2020-12-21,80.26,7.81,Completed
2020-12-15,2019,TRP,TC Energy Corp,13255.0,14427861.0,1386.3467,Brown,TC PipeLines LP,Brown,,3771.13,13.77,2020-12-11,35.23,2020-12-18,33.32,-5.44,Completed
2020-12-15,2019,GTLS,Chart Industries Inc,1215.5,43255.52,35.5866,Brown,Sustainable Energy Solutions Inc,Green,,20.0,,2020-12-11,114.24,2020-12-18,111.98,-1.98,Completed
2020-12-14,2019,MUSA,Murphy USA Inc,12101.3,108593.08,8.9737,Green,Quick Chek Corp,Neutral,,645.0,,2020-12-10,124.0,2020-12-17,130.61,5.32,Completed
2020-12-08,2019,LGO,Largo Inc,105.53,12749.31,120.817,Brown,Certain assets/Vionx Energy Corp,Green,Vionx Energy Corp,,,2020-12-04,9.4,2020-12-11,12.4,31.91,Completed
2020-12-04,2019,PEG,Public Service Enterprise Group Inc,10076.0,13378211.19,1500.3621,Brown,Ocean Wind Project/NJ,Green,Orsted AS,,,2020-11-30,50.04,2020-12-07,49.4,-1.29,Completed
2020-11-16,2019,TRP,TC Energy Corp,13255.0,14427861.0,1386.3467,Brown,TransCanada Turbines Ltd,Brown,John Wood Group PLC,67.0,,2020-11-12,31.73,2020-11-19,32.96,3.86,Completed
2020-11-09,2019,CIVI,Civitas Resources Inc,313.22,111082.06,354.6455,Brown,HighPoint Resources Corp,Brown,,9.45,,2020-11-05,12.49,2020-11-12,14.74,18.0,Completed
2020-11-02,2019,POR,General Electric Co,2123.0,12954658.54,6102.053,Brown,North American Land Rod Lift business,Brown,Schlumberger NV,,,2020-10-29,33.47,2020-11-05,34.8,3.96,Completed
2020-10-19,2019,COP,ConocoPhillips,32567.0,9752666.38,332.2106,Brown,Concho Resources Inc,Brown,,13290.68,,2020-10-15,29.98,2020-10-22,27.35,-8.75,Completed
2020-10-15,2019,HON,Honeywell International Inc,36709.0,1090292.65,91.2639,Brown,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Green,Ballard Power Systems Inc,,,2020-10-09,159.31,2020-10-19,156.76,-1.6,Completed
2020-10-09,2019,GNRC,Generac Holdings Inc,2204.34,68034.07,31.4087,Brown,Enbala Power Networks Inc/Canada,Neutral,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,2020-10-05,207.86,2020-10-12,203.99,-1.86,Completed
2020-10-07,2019,HON,Honeywell International Inc,36709.0,1090292.65,91.2639,Brown,Rocky Research,Neutral,,,,2020-10-02,151.3,2020-10-12,160.2,5.89,Completed
2020-10-05,2019,AMSC,American Superconductor Corp,56.21,102867.16,1152.5556,Brown,Northeast Power Systems Inc,Brown,,37.15,,2020-10-01,14.23,2020-10-08,16.32,14.69,Completed
2020-09-29,2019,NEE,NextEra Energy Inc,19204.0,45652569.37,2805.4869,Brown,"GridLiance GP LLC,GridLiance Holdco LP",Neutral,Blackstone Inc,660.0,,2020-09-25,63.11,2020-10-02,62.97,-0.23,Completed
2020-09-28,2019,DVN,Devon Energy Corp,6220.0,2610322.68,708.9498,Brown,WPX Energy Inc,Brown,,5951.7,14.07,2020-09-24,7.01,2020-10-01,7.12,1.56,Completed
2020-09-18,2019,SND,Smart Sand Inc,233.07,39479.7,93.8443,Brown,Oil & Gas Proppants Segment/Eagle Materials Inc,Brown,Eagle Materials Inc,2.0,,2020-09-14,1.16,2020-09-21,1.2,3.28,Completed
2020-09-10,2019,NOG,Northern Oil and Gas Inc,472.4,218113.12,863.4427,Brown,Non operated interests/Dealware,Neutral,,,,2020-09-04,5.38,2020-09-14,4.93,-8.2,Completed
2020-09-02,2019,OVV,Ovintiv Inc,6726.0,5956212.0,817.409,Brown,Partitioned Duvernay Position,Neutral,PetroChina International Canada Trading Ltd,,,2020-08-28,10.26,2020-09-08,8.41,-18.0,Completed
2020-08-25,2019,SOL,Emeren Group Ltd,119.12,21994.75,184.6483,Brown,Solar projects & accounts receivable/US,Green,,3.8,,2020-08-21,1.98,2020-08-28,2.21,11.62,Completed
2020-08-18,2019,AEP,American Electric Power Co Inc,15561.4,32656881.96,3035.829,Brown,Desert Sky & Trent Mesa wind facilities,Green,Invenergy Renewables LLC,,,2020-08-14,70.24,2020-08-21,66.96,-4.67,Completed
2020-08-17,2019,D,Dominion Energy Inc,14401.0,25578454.27,2673.0816,Brown,62.5 MW Madison Solar generating facility/Virginia,Green,Cypress Creek Renewables LLC,,,2020-08-13,64.62,2020-08-20,63.31,-2.03,Completed
2020-08-06,2019,CMS,CMS Energy Corp,6624.0,13509175.08,996.5396,Brown,525 MW Aviator Wind project,Green,Ares Management Corp,,,2020-07-31,55.58,2020-08-10,54.95,-1.13,Completed
2020-07-30,2019,CMS,CMS Energy Corp,6624.0,13509175.08,996.5396,Brown,Aviator Wind Energy Project,Green,Ares Management LLC,,,2020-07-24,55.02,2020-08-03,54.53,-0.88,Completed
2020-07-27,2019,CNX,CNX Resources Corp,1602.45,600510.16,374.746,Brown,CNX Midstream Partners LP,Brown,,323.69,2.88,2020-07-23,9.48,2020-07-30,9.34,-1.48,Completed
2020-07-24,2019,NRG,NRG Energy Inc,9821.0,21083619.32,6792.4745,Brown,Direct Energy LP,Brown,Centrica PLC,3625.0,,2020-07-20,28.6,2020-07-27,28.88,0.96,Completed
2020-07-23,2019,COP,ConocoPhillips,32567.0,9752666.38,332.2106,Brown,Monetary acreage,Neutral,Kelt Exploration Ltd,390.0,,2020-07-17,33.84,2020-07-27,33.68,-0.48,Completed
2020-07-21,2019,ORA,Ormat Technologies Inc,746.04,380838.15,256.4417,Brown,Pomona Energy storage facility/Los Angeles,Brown,AltaGas Ltd,47.0,,2020-07-17,61.14,2020-07-24,60.58,-0.92,Completed
2020-07-20,2019,CVX,Chevron Corp,139865.0,30076970.71,478.9338,Brown,Noble Energy Inc,Neutral,,12680.6,,2020-07-16,71.83,2020-07-23,73.98,3.0,Completed
2020-07-20,2019,WEC,WEC Energy Group Inc,7523.1,22141602.72,4866.8609,Brown,260.9-MW Blooming Grove Wind Energy Center,Green,Invenergy LLC,,,2020-07-16,75.13,2020-07-23,80.29,6.87,Completed
2020-07-07,2019,RUN,Sunrun Inc,858.58,25437.11,43.6616,Brown,Vivint Solar Inc,Green,,2865.31,,2020-07-02,20.0,2020-07-10,28.89,44.43,Completed
2020-06-04,2019,SMHI,SEACOR Marine Holdings Inc,174.45,3465.73,19.8663,Green,SEACOSCO Offshore LLC,Neutral,COSCO SHIPPING Holdings Co Ltd,3.63,,2020-05-29,1.55,2020-06-08,4.79,209.03,Completed
2020-05-18,2019,FTK,Flotek Industries Inc,119.35,1501.08,12.5769,Green,JP3 Measurement LLC,Brown,,34.47,,2020-05-14,4.38,2020-05-21,6.0,36.99,Completed
2020-05-07,2019,PLUG,Plug Power Inc,229.98,7545.15,44.3565,Brown,"Giner Elx Inc,United Hydrogen Group Inc",Green,,,,2020-05-01,3.92,2020-05-11,4.31,9.95,Completed
2020-05-06,2019,WTTR,Select Water Solutions Inc,1291.59,85472.05,93.8009,Brown,Well chemical services business,Neutral,Baker Hughes Co,10.0,,2020-05-01,4.18,2020-05-11,4.9,17.26,Completed
2020-05-03,2019,BX,Blackstone Inc,7338.27,39166.07,5.3372,Green,Aypa Power LLC,Green,,,,2020-04-29,45.46,2020-05-06,43.32,-4.7,Completed
2020-03-12,2019,ALE,ALLETE Inc,1240.5,4591359.2,8639.0694,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,,2020-03-06,61.31,2020-03-16,44.47,-27.46,Completed
2020-03-04,2019,BX,Blackstone Inc,7338.27,39166.07,5.3372,Green,NRStor C&I Inc,Neutral,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,2020-02-28,45.22,2020-03-09,39.46,-12.74,Completed
2020-02-11,2019,D,Dominion Energy Inc,14401.0,25578454.27,2673.0816,Brown,Atlantic Coast Pipeline LLC,Brown,Southern Co Gas,175.0,,2020-02-07,67.61,2020-02-14,69.72,3.12,Completed
2020-02-11,2019,D,Dominion Energy Inc,14401.0,25578454.27,2673.0816,Brown,Pivotal Lng Inc,Brown,,,,2020-02-07,67.61,2020-02-14,69.72,3.12,Completed
2020-01-24,2019,VTOL,Bristow Group Inc,226.06,6351.99,29.1695,Brown,Bristow Group Inc/old,Neutral,,,,2020-01-17,17.12,2020-01-27,20.38,19.04,Completed
2019-12-19,2018,CHX,ChampionX Corp,1218.16,16364.42,13.4338,Green,ChampionX Holding Inc,Brown,Ecolab Inc,492.0,,2019-12-13,27.9,2019-12-23,32.51,16.53,Completed
2019-11-05,2018,UBS,UBS Group AG,40206.0,1479.95,0.0368,Green,Phoenix Wind Repower,Green,,,,2019-11-01,10.15,2019-11-08,10.53,3.76,Completed
2019-10-25,2018,D,Dominion Energy Inc,11199.0,20896503.62,2673.0816,Brown,Solar Generating Project,Green,First Solar Inc,,,2019-10-21,64.97,2019-10-28,64.11,-1.32,Completed
2019-10-21,2018,VTOL,Bristow Group Inc,221.68,6466.18,29.1695,Brown,Aero Design Ltd,Neutral,,,,2019-10-17,20.52,2019-10-24,21.04,2.53,Completed
2019-10-18,2018,DTE,DTE Energy Co,14212.0,24853259.0,1907.4766,Brown,Gathering system & pipeline Haynesville/Louisiana,Brown,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360.0,,2019-10-14,90.52,2019-10-21,91.29,0.85,Completed
2019-10-08,2018,SHEL,Shell PLC,388379.0,35308345.34,271.7385,Brown,Hudson Energy Supply UK Ltd,Brown,Just Energy Group Inc,1.83,,2019-10-04,45.94,2019-10-11,46.38,0.96,Completed
2019-10-02,2018,VTOL,Bristow Group Inc,221.68,6466.18,29.1695,Brown,Simplex Aerospace Corp,Neutral,,,,2019-09-27,20.86,2019-10-07,19.38,-7.09,Completed
2019-10-01,2018,NVAX,NOV Inc,34.29,502.42,22.11,Green,Denali Inc,Brown,Patriarch Partners LLC,,,2019-09-27,5.64,2019-10-04,5.0,-11.35,Completed
2019-09-30,2018,XIFR,XPLR Infrastructure LP,771.0,27777.64,5.287,Green,Meade Pipeline Co LLC,Brown,Coterra Energy Inc,1370.0,,2019-09-26,37.24,2019-10-03,37.12,-0.31,Completed
2019-09-30,2018,XIFR,XPLR Infrastructure LP,771.0,27777.64,5.287,Green,Central Penn Pipeline,Neutral,AltaGas Ltd,657.02,,2019-09-26,37.24,2019-10-03,37.12,-0.31,Completed
2019-09-26,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0011,Green,Hillstone Environmental Partners LLC,Neutral,Golden Gate Capital LP,642.5,,2019-09-20,11.58,2019-09-30,11.49,-0.78,Completed
2019-09-26,2018,D,Dominion Energy Inc,11199.0,20896503.62,2673.0816,Brown,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Green,Macquarie Group Ltd,,,2019-09-20,63.72,2019-09-30,63.88,0.25,Completed
2019-09-12,2018,DUK,Duke Energy Corp,24521.0,96560349.13,5571.7764,Brown,Solar project/Texas,Green,Canadian Solar Inc,,,2019-09-06,75.01,2019-09-16,74.49,-0.68,Completed
2019-09-06,2018,KMI,Kinder Morgan Inc,14144.0,1722845.01,169.5854,Brown,Certain Assets,Neutral,Southcross Energy Partners LLC,76.0,,2019-08-30,14.42,2019-09-09,14.52,0.69,Completed
2019-09-03,2018,AMT,American Tower Corp,7440.1,619256.0,83.2322,Brown,Portfolio of wireless communications,Neutral,Grain Management LLC,,,2019-08-30,200.16,2019-09-06,202.25,1.04,Completed
2019-08-20,2018,VST,Vistra Corp,9144.0,104042108.8,10124.5707,Brown,Ambit Energy Holdings LLC,Brown,,475.0,,2019-08-16,20.54,2019-08-23,20.8,1.22,Completed
2019-07-31,2018,RUN,Sunrun Inc,759.98,33181.98,43.6616,Brown,Specified customer pipeline & assembled workforce,Neutral,Omni Energy LLC,2.7,,2019-07-26,18.77,2019-08-05,18.38,-2.08,Completed
2019-07-24,2018,TTE,TotalEnergies SE,184106.0,40709232.89,262.2683,Brown,Mide Technology Corp,Neutral,,,,2019-07-19,38.44,2019-07-29,37.86,-1.52,Completed
2019-07-24,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,3035.829,Brown,Santa Rita East Wind Project,Green,Invenergy Renewables LLC,,,2019-07-19,73.51,2019-07-29,73.07,-0.6,Completed
2019-06-28,2018,CMI,Cummins Inc,23771.0,305969.7,12.8716,Green,Hydrogenics Corp,Green,,263.28,,2019-06-24,146.41,2019-07-01,148.73,1.59,Completed
2019-06-24,2018,AROC,Archrock Inc,904.44,15828.48,18.1255,Green,Elite Compression Services LLC,Brown,JDH Capital LLC,406.54,,2019-06-20,6.84,2019-06-27,7.22,5.55,Completed
2019-06-17,2018,VATE,INNOVATE Corp,1976.7,34472.78,17.4396,Green,Ampcng LLC,Green,,41.0,,2019-06-13,-7.06,2019-06-20,-6.86,,Completed
2019-06-17,2018,TTE,TotalEnergies SE,184106.0,40709232.89,262.2683,Brown,Go Electric Inc,Green,,,,2019-06-13,37.26,2019-06-20,38.76,4.01,Completed
2019-06-11,2018,PBF,PBF Energy Inc,27186.1,7313100.59,269.0015,Brown,Martinez refinery,Brown,Shell PLC,1200.0,,2019-06-07,22.51,2019-06-14,21.69,-3.63,Completed
2019-06-11,2018,PLUG,Plug Power Inc,174.22,5775.31,44.3565,Brown,EnergyOr Technologies Inc,Green,,,,2019-06-07,2.55,2019-06-14,2.55,0.0,Completed
2019-06-10,2018,CRK,Comstock Resources Inc,390.25,161084.53,478.3784,Brown,Covey Park Energy LLC,Brown,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,2019-06-06,4.21,2019-06-13,4.94,17.34,Completed
2019-06-03,2018,TTE,TotalEnergies SE,184106.0,40709232.89,262.2683,Brown,Toshiba America LNG Corp,Brown,Toshiba Corp,15.0,,2019-05-30,36.2,2019-06-06,37.13,2.56,Completed
2019-05-30,2018,DUK,Duke Energy Corp,24521.0,96560349.13,5571.7764,Brown,Palmer Solar project,Green,Juwi Inc,,,2019-05-24,70.29,2019-06-03,68.08,-3.14,Completed
2019-05-30,2018,DUK,Duke Energy Corp,24521.0,96560349.13,5571.7764,Brown,150-MW solar project/California,Green,Clearway Energy Group LLC,,,2019-05-24,70.29,2019-06-03,68.08,-3.14,Completed
2019-05-22,2018,NRG,NRG Energy Inc,9478.0,24788985.37,6792.4745,Brown,Retail energy business/Stream Energy Inc,Brown,Stream Energy Inc,300.0,,2019-05-17,29.9,2019-05-28,29.43,-1.57,Completed
2019-05-22,2018,OGE,OGE Energy Corp,2270.3,14129997.23,6724.6666,Brown,AES Shady Point plant/Oklahoma,Brown,,,,2019-05-17,32.62,2019-05-28,32.68,0.19,Completed
2019-05-17,2018,DUK,Duke Energy Corp,24521.0,96560349.13,5571.7764,Brown,100MW Lapetus Solar Energy Project,Green,7x Energy Inc,,,2019-05-13,68.94,2019-05-20,68.83,-0.17,Completed
2019-05-16,2018,CSIQ,Canadian Solar Inc,3744.51,159679.65,42.6436,Brown,100-MW solar farm,Green,Goldman Sachs Group Inc/The,,,2019-05-10,19.12,2019-05-20,17.44,-8.79,Completed
2019-05-14,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0011,Green,Mesquite Disposals Unlimited LLC,Brown,Mesquite SWD Inc,892.5,,2019-05-10,11.1,2019-05-17,11.88,7.02,Completed
2019-05-09,2018,OXY,Occidental Petroleum Corp,17824.0,10369999.94,743.488,Brown,Anadarko Petroleum Corp,Brown,,55162.46,8.05,2019-05-03,50.95,2019-05-13,47.63,-6.52,Completed
2019-05-08,2018,MPLX,MPLX LP,7005.0,5300000.0,87.7545,Brown,Andeavor Logistics LP,Brown,Marathon Petroleum Corp,10178.07,10.59,2019-05-03,17.43,2019-05-13,16.92,-2.93,Completed
2019-05-08,2018,MPLX,MPLX LP,7005.0,5300000.0,87.7545,Brown,Andeavor Logistics LP,Brown,,3288.99,7.26,2019-05-03,17.43,2019-05-13,16.92,-2.93,Completed
2019-05-06,2018,TTE,TotalEnergies SE,184106.0,40709232.89,262.2683,Brown,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Brown,Occidental Petroleum Corp,8800.0,,2019-05-02,38.34,2019-05-09,36.74,-4.17,Completed
2019-05-06,2018,AMPY,Amplify Energy Corp,340.14,113197.86,332.7939,Brown,Amplify Energy Corp/TX,Brown,,484.75,5.09,2019-05-02,10.68,2019-05-09,8.68,-18.72,Completed
2019-05-01,2018,ULBI,Ultralife Corp,87.19,3475.37,39.8598,Brown,Southwest Electronic Energy Corp,Neutral,,,,2019-04-26,11.55,2019-05-06,9.06,-21.56,Completed
2019-04-29,2018,GNRC,Generac Holdings Inc,2023.46,63554.44,31.4087,Brown,Pika Energy Inc,Green,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,2019-04-25,54.78,2019-05-02,57.5,4.97,Completed
2019-04-29,2018,HLX,Helix Energy Solutions Group Inc,739.82,18016.26,24.3523,Green,Hampton Inn & Suites Mystic,Neutral,Hilton Worldwide Holdings Inc,,,2019-04-25,7.66,2019-05-02,7.67,0.13,Completed
2019-04-23,2018,MUR,Murphy Oil Corp,1764.5,1347884.95,895.7834,Brown,Deep Water Gulf of Mexico oil assets,Brown,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375.0,,2019-04-18,22.44,2019-04-26,22.68,1.06,Completed
2019-04-22,2018,NOG,Northern Oil and Gas Inc,678.92,229013.78,863.4427,Brown,Williston Basin properties/Valorem Energy LLC,Green,Valorem Energy LLC,295.0,,2019-04-18,23.0,2019-04-25,24.67,7.28,Completed
2019-04-11,2018,REI,Ring Energy Inc,108.91,49559.59,479.2399,Brown,Northwest shelf assets/Texas,Brown,Wishbone Energy Partners LLC,275.86,,2019-04-05,5.81,2019-04-15,5.37,-7.57,Completed
2019-03-11,2018,WM,Waste Management Inc,14914.0,16272145.03,1091.0651,Brown,PetroWaste Environmental LP,Brown,Tailwater Capital LLC,,,2019-03-07,90.22,2019-03-14,91.54,1.46,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,93.8009,Brown,Gregory Rockhouse Ranch Inc,Neutral,,59.6,,2019-02-25,9.02,2019-03-04,9.89,9.67,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,93.8009,Brown,Pro-Well Testing & Wireline Inc,Neutral,,12.4,,2019-02-25,9.02,2019-03-04,9.89,9.67,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,93.8009,Brown,Resource Water Transfer Services LP,Neutral,,9.0,,2019-02-25,9.02,2019-03-04,9.89,9.67,Completed
2019-02-26,2018,REI,Ring Energy Inc,108.91,49559.59,479.2399,Brown,North central basin platform assets/Texas,Brown,Wishbone Energy Partners LLC,291.26,,2019-02-22,6.21,2019-03-01,6.33,1.93,Completed
2019-02-12,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,3035.829,Brown,AEP Wind Holdings LLC,Green,Sempra,894.0,,2019-02-08,64.64,2019-02-15,64.03,-0.94,Completed
2019-02-07,2018,VST,Vistra Corp,9144.0,104042108.8,10124.5707,Brown,Crius Energy Trust,Neutral,,494.95,7.32,2019-02-01,21.52,2019-02-11,22.42,4.15,Completed
2019-01-30,2018,CVX,Chevron Corp,158902.0,33080349.48,478.9338,Brown,"Pasadena Refining System Inc,Prsi Trading LLC",Brown,Petrobras America Inc,350.0,,2019-01-25,86.16,2019-02-04,91.12,5.76,Completed
2019-01-30,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0011,Green,Wholesale propane business,Neutral,DCP Midstream LP,,,2019-01-25,8.75,2019-02-04,8.86,1.29,Completed
2019-01-21,2018,HLX,Helix Energy Solutions Group Inc,739.82,18016.26,24.3523,Green,Lease in GOM,Brown,Marathon Oil Corp,,,2019-01-17,6.89,2019-01-24,6.91,0.29,Completed
2019-01-18,2018,CVI,CVR Energy Inc,7124.0,2336579.18,327.987,Brown,CVR Refining LP,Neutral,,300.97,2.71,2019-01-14,20.86,2019-01-22,22.08,5.82,Completed
2019-01-18,2018,SUN,Sunoco LP,16994.0,18978.99,5.8905,Green,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC",Neutral,"Marathon Petroleum Corp,Schmitt Sales Inc",50.0,,2019-01-14,16.75,2019-01-22,16.98,1.39,Completed
2019-01-16,2018,AMRC,Ameresco Inc,787.14,21124.06,23.7158,Green,Maximum Solar LLC,Green,,,,2019-01-11,15.25,2019-01-22,14.41,-5.51,Completed
2019-01-15,2018,CE,Celanese Corp,7155.0,907971.55,126.9003,Brown,Synthesis gas production unit,Brown,Linde PLC,,,2019-01-11,82.98,2019-01-18,85.66,3.22,Completed
2019-01-11,2018,ADM,Archer-Daniels-Midland Co,64341.0,7239751.97,112.5216,Brown,Florida Chemical Co Inc,Brown,Flotek Industries Inc,175.0,,2019-01-07,35.02,2019-01-14,35.79,2.22,Completed
2018-12-21,2017,ARES,Ares Management Corp,1674.71,745.75,0.4453,Green,3 Operating utility-scale wind facilities/Texas,Green,BP PLC,,,2018-12-17,16.94,2018-12-24,13.58,-19.82,Completed
