Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status
2022-03-15,2021,ENPH,Enphase Energy Inc,1382.05,12095.16,8.7516,Brown,SolarLeadFactory LLC,Green,,,,2022-03-04,158.15,2022-03-25,193.81,22.55,Completed
2022-03-08,2021,SND,Smart Sand Inc,126.65,11663.01,92.09,Brown,Hi-Crush Blair LLC,Brown,Hi-Crush Inc,6.5,,2022-02-25,3.07,2022-03-18,3.21,4.35,Completed
2022-03-07,2021,CHRD,Chord Energy Corp,1579.93,1457753.14,922.6718,Brown,Whiting Petroleum Corp,Brown,,3247.0,2.77,2022-02-24,87.36,2022-03-17,104.76,19.92,Completed
2022-03-03,2021,ALE,ALLETE Inc,1419.2,2599166.9,1831.431,Brown,NEW Energy Equity LLC,Green,"Unknown Seller,SmartPitch Ventures LLC",165.5,,2022-02-18,53.51,2022-03-14,57.03,6.59,Completed
2022-02-28,2021,CVX,Chevron Corp,155606.0,28582001.82,183.6819,Brown,Renewable Energy Group Inc,Green,,2769.66,8.87,2022-02-17,118.89,2022-03-10,152.01,27.85,Completed
2022-02-25,2021,NVAX,NOV Inc,1146.29,6696.68,5.8421,Green,Advanced Drilling Solutions business/AFG Holdings Inc,Neutral,AFG Holdings Inc,,,2022-02-14,80.11,2022-03-07,69.73,-12.96,Completed
2022-02-23,2021,BEEM,Beam Global,9.0,290.07,32.2231,Brown,AllCell Technologies LLC,Neutral,,13.67,,2022-02-11,13.21,2022-03-07,14.65,10.9,Completed
2022-02-22,2021,MTDR,Matador Resources Co,1641.97,774427.0,471.645,Brown,Producing & non-producing properties,Neutral,,242.0,,2022-02-11,42.69,2022-03-04,51.64,20.96,Completed
2022-02-16,2021,HNRG,Hallador Energy Co,247.67,650443.26,2626.2921,Brown,Merom generating station/Indiana,Neutral,Hoosier Energy Rural Electric Cooperative Inc,,,2022-02-04,2.45,2022-02-28,3.43,40.0,Completed
2022-02-01,2021,CIVI,Civitas Resources Inc,930.61,1278400.0,1373.7167,Brown,Bison Oil & Gas II LLC,Brown,,345.42,,2022-01-21,37.03,2022-02-11,38.95,5.2,Completed
2022-01-25,2021,EXE,Expand Energy Corp,5809.0,927084.63,159.5945,Brown,Chief E&D Holdings LP,Neutral,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,2022-01-14,59.54,2022-02-04,55.76,-6.35,Completed
2022-01-20,2021,HUT,Hut 8 Corp,138.65,474.19,3.42,Green,Cloud & colocation data center business,Neutral,TeraGo Inc,24.07,,2022-01-07,33.05,2022-01-31,29.7,-10.14,Completed
2022-01-19,2021,PLUG,Plug Power Inc,502.34,15963.06,31.7773,Brown,Joule Processing LLC,Neutral,,30.0,,2022-01-07,24.96,2022-01-31,21.87,-12.38,Completed
2022-01-18,2021,ALTO,Alto Ingredients Inc,1207.89,220296.78,182.3812,Brown,Eagle Alcohol Co LLC,Neutral,,14.0,,2022-01-07,5.17,2022-01-28,4.98,-3.68,Completed
2022-01-13,2021,DUK,Duke Energy Corp,24621.0,78000000.0,3168.0273,Brown,3211 Shannon Rd/Durham,Neutral,,,,2021-12-31,92.04,2022-01-24,90.0,-2.21,Completed
2022-01-04,2021,FELE,Franklin Electric Co Inc,1661.86,23119.6,13.9118,Green,Blake Group Holdings Inc,Brown,,27.1,,2021-12-23,88.57,2022-01-14,87.63,-1.06,Completed
2021-12-23,2020,FCPT,Four Corners Property Trust Inc,170.94,2298.44,13.4456,Green,2 Express Oil Change/Mississippi,Brown,,4.6,,2021-12-10,23.71,2022-01-03,24.98,5.34,Completed
2021-12-21,2020,ENPH,Enphase Energy Inc,774.42,26385.26,34.0708,Brown,365 Pronto Inc,Neutral,,,,2021-12-10,215.02,2021-12-31,182.94,-14.92,Completed
2021-12-17,2020,BOOM,DMC Global Inc,229.16,1390.46,6.0676,Green,Arcadia Inc,Neutral,,282.5,,2021-12-06,38.37,2021-12-27,40.62,5.86,Completed
2021-12-16,2020,ULBI,Ultralife Corp,107.71,4135.84,38.3972,Brown,Excell Battery Canada ULC,Neutral,,16.45,,2021-12-03,5.11,2021-12-27,6.03,18.0,Completed
2021-12-16,2020,ULBI,Ultralife Corp,107.71,4135.84,38.3972,Brown,656700 BC Ltd,Neutral,,7.05,,2021-12-03,5.11,2021-12-27,6.03,18.0,Completed
2021-12-16,2020,CPK,Chesapeake Utilities Corp,488.2,266679.0,546.2517,Brown,Operating Assets/Diversified Energy Co,Neutral,Diversified Energy Co PLC,,,2021-12-03,123.36,2021-12-27,134.09,8.7,Completed
2021-12-14,2020,GTLS,Chart Industries Inc,1177.1,17380.0,14.7651,Brown,Earthly Labs Inc,Green,,62.0,,2021-12-03,162.94,2021-12-27,159.49,-2.12,Completed
2021-12-14,2020,ULBI,Ultralife Corp,107.71,4135.84,38.3972,Brown,Excell Battery Group,Neutral,,23.5,,2021-12-03,5.11,2021-12-27,6.03,18.0,Completed
2021-12-14,2020,SHEL,Shell PLC,180543.0,31526463.37,174.6202,Brown,MS Europe BV,Neutral,Multi Service Technology Solutions Inc,,,2021-12-03,38.75,2021-12-27,39.42,1.72,Completed
2021-12-13,2020,WTTR,Select Water Solutions Inc,605.1,33176.65,54.8279,Brown,Nuverra Environmental Solutions Inc,Green,,56.34,,2021-12-02,5.52,2021-12-23,5.84,5.77,Completed
2021-12-13,2020,TXNM,TXNM Energy Inc,1523.01,5602062.23,3678.2785,Brown,Western Spirit transmission line,Green,,,,2021-12-02,40.47,2021-12-23,40.39,-0.2,Completed
2021-12-09,2020,CHX,ChampionX Corp,1900.0,24884.58,13.0972,Green,"Tomson Technologies LLC,Group 2 Technologies LLC",Neutral,,,,2021-11-26,19.56,2021-12-20,19.42,-0.72,Completed
2021-12-07,2020,AMRC,Ameresco Inc,1032.28,315545.0,305.6792,Green,Juice Technologies Inc,Neutral,,,,2021-11-26,89.7,2021-12-17,77.35,-13.77,Completed
2021-12-07,2020,XOM,Exxon Mobil Corp,178574.0,108000000.0,604.7913,Brown,Materia Inc,Brown,,,,2021-11-26,54.6,2021-12-17,53.51,-1.99,Completed
2021-12-06,2020,GIFI,Gulf Island Fabrication Inc,250.96,6908.99,27.5304,Brown,Dynamic Industries Inc,Brown,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,2021-11-24,4.14,2021-12-16,3.95,-4.59,Completed
2021-12-02,2020,GIFI,Gulf Island Fabrication Inc,250.96,6908.99,27.5304,Brown,Services & industrial staffing businesses/Dynamic Industries Inc,Neutral,Dynamic Group Holdings LLC,8.0,,2021-11-19,4.02,2021-12-13,3.97,-1.24,Completed
2021-11-30,2020,GCMG,GCM Grosvenor Inc,422.4,173.88,0.4117,Green,Resource Waste Services LLC,Green,ReEnergy Holdings LLC,,,2021-11-19,9.98,2021-12-10,9.07,-9.16,Completed
2021-11-23,2020,IEX,IDEX Corp,2351.65,30795.68,13.0954,Green,Nexsight LLC,Neutral,,112.5,,2021-11-12,225.92,2021-12-03,219.42,-2.88,Completed
2021-11-17,2020,NOG,Northern Oil and Gas Inc,552.21,155885.13,282.2937,Brown,non-operated Permian Basin assets,Neutral,Veritas Energy LLC,406.5,,2021-11-05,22.48,2021-11-29,18.55,-17.47,Completed
2021-11-16,2020,ENPH,Enphase Energy Inc,774.42,26385.26,34.0708,Brown,ClipperCreek Inc,Green,,,,2021-11-05,237.9,2021-11-26,247.42,4.0,Completed
2021-11-09,2020,ADT,ADT Inc,5314.79,35816.07,6.7389,Green,Marc Jones Construction LLC,Green,Compass Group Equity Partners LLC,824.49,,2021-10-29,7.69,2021-11-19,8.28,7.66,Completed
2021-11-05,2020,SHEL,Shell PLC,180543.0,31526463.37,174.6202,Brown,"MSTS Payments LLC,Multi Service Fuel Card business",Neutral,Multi Service Technology Solutions Inc,,,2021-10-25,43.17,2021-11-15,40.26,-6.73,Completed
2021-11-03,2020,OBE,Obsidian Energy Ltd,272.8,85831.81,314.6327,Brown,Peace River Oil Partnership,Brown,,35.04,,2021-10-22,3.85,2021-11-15,3.77,-2.08,Completed
2021-11-02,2020,GNRC,Generac Holdings Inc,2485.2,75778.45,30.4919,Brown,ecobee Inc,Neutral,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,2021-10-22,470.32,2021-11-12,446.87,-4.99,Completed
2021-10-29,2020,WKC,World Kinect Corp,20358.3,41600.0,2.0434,Green,Flyers Energy LLC,Neutral,Dwelle Family Foundation Inc,725.0,,2021-10-18,30.33,2021-11-08,26.25,-13.45,Completed
2021-10-27,2020,PSX,Phillips 66,64129.0,25490000.0,397.4801,Brown,Phillips 66 Partners LP,Brown,,2333.84,29.83,2021-10-15,71.11,2021-11-08,68.28,-3.98,Completed
2021-10-27,2020,LBRT,Liberty Energy Inc,965.79,16570.24,17.1572,Green,PropX/Denver,Neutral,,90.0,,2021-10-15,14.68,2021-11-08,11.57,-21.22,Completed
2021-10-26,2020,WFG,West Fraser Timber Co Ltd,5850.0,727714.0,124.3956,Brown,Oriented strand board mill/South Carolina,Neutral,,280.0,,2021-10-15,87.44,2021-11-05,80.07,-8.43,Completed
2021-10-22,2020,XIFR,XPLR Infrastructure LP,917.0,48471.85,52.8592,Green,Portfolio of 2520 MW renewables projects,Green,NextEra Energy Inc,849.0,,2021-10-11,58.8,2021-11-01,66.96,13.88,Completed
2021-10-07,2020,HRI,Herc Holdings Inc,1781.3,102469.0,57.5248,Brown,Rapid Equipment Rental Ltd,Neutral,,,,2021-09-24,150.34,2021-10-18,174.8,16.26,Completed
2021-10-06,2020,SWX,Southwest Gas Holdings Inc,3298.87,360785.4,109.3663,Brown,Dominion Energy Questar Pipeline LLC,Brown,Dominion Energy Inc,1975.0,,2021-09-24,59.44,2021-10-18,61.02,2.65,Completed
2021-10-06,2020,ARES,Ares Management Corp,2235.77,714.72,0.3197,Green,Apex Clean Energy Inc,Green,,,,2021-09-24,69.43,2021-10-18,68.77,-0.94,Completed
2021-10-01,2020,CVX,Chevron Corp,94471.0,28078295.01,297.216,Brown,American Natural Gas LLC,Brown,Mercuria Energy Trading SA,,,2021-09-20,82.51,2021-10-11,93.26,13.03,Completed
2021-09-20,2020,MTRN,Materion Corp,1176.27,39393.07,33.4897,Brown,HCS-Electronic Materials,Neutral,HC Starck Inc,380.0,,2021-09-09,69.72,2021-09-30,67.43,-3.28,Completed
2021-09-07,2020,ENB,Enbridge Inc,39087.0,6852670.0,175.3184,Brown,Moda Midstream Operating LLC,Brown,Encap Flatrock Midstream,3000.0,,2021-08-27,32.33,2021-09-17,32.5,0.53,Completed
2021-09-02,2020,PWR,Quanta Services Inc,11202.67,233082.18,20.8059,Brown,Blattner Holding Co,Green,,2700.0,,2021-08-20,95.68,2021-09-13,114.42,19.58,Completed
2021-08-18,2020,BLK,BlackRock Inc,16205.0,4090.0,0.2524,Green,National Renewable Solutions LLC,Green,,,,2021-08-06,815.28,2021-08-30,862.58,5.8,Completed
2021-08-17,2020,WTTR,Select Water Solutions Inc,605.1,33176.65,54.8279,Brown,Agua Libre Midstream LLC,Brown,Basic Energy Services Inc,19.54,,2021-08-06,5.03,2021-08-27,5.3,5.21,Completed
2021-08-17,2020,BRY,Berry Corp,523.83,805281.71,1537.2871,Brown,C&J Well Services Inc,Brown,Basic Energy Services Inc,,,2021-08-06,3.49,2021-08-27,3.86,10.46,Completed
2021-08-11,2020,EXE,Expand Energy Corp,5240.0,935709.77,178.5706,Brown,Vine Energy Inc,Neutral,,1459.77,,2021-07-30,44.38,2021-08-23,43.19,-2.69,Completed
2021-08-03,2020,DINO,HF Sinclair Corp,11183.64,5479000.0,489.9119,Brown,"Marketing & diesel business,2 refineries/Rocky Mountain",Neutral,Sinclair Cos/The,1783.29,,2021-07-23,25.06,2021-08-13,27.09,8.11,Completed
2021-08-02,2020,SUN,Sunoco LP,10710.0,21545.0,2.0117,Green,Portfolio of 8 terminal locations/NuStar Energy LP,Brown,NuStar Energy LP,250.0,,2021-07-22,28.02,2021-08-12,28.93,3.27,Completed
2021-07-27,2020,SHEL,Shell PLC,180543.0,31526463.37,174.6202,Brown,Inspire Energy Capital LLC,Green,,,,2021-07-16,33.38,2021-08-06,35.97,7.74,Completed
2021-07-23,2020,DUK,Duke Energy Corp,23868.0,74985884.11,3141.6911,Brown,CNG fueling station/South Carolina,Brown,Spire Inc,,,2021-07-12,87.41,2021-08-02,91.42,4.59,Completed
2021-07-16,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333,Brown,Kinetrex Energy,Brown,Parallel49 Equity,310.0,,2021-07-02,14.83,2021-07-26,14.24,-3.98,Completed
2021-07-14,2020,ORA,Ormat Technologies Inc,705.34,140128.08,198.6669,Brown,TG Geothermal Portfolio LLC,Green,,171.0,,2021-07-02,68.07,2021-07-26,66.83,-1.82,Completed
2021-07-12,2020,WTTR,Select Water Solutions Inc,605.1,33176.65,54.8279,Brown,Complete Energy Services LLC,Neutral,Superior Energy Services Inc,36.44,,2021-07-01,5.9,2021-07-22,5.33,-9.54,Completed
2021-07-09,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333,Brown,Twin Tier Pipeline LLC,Neutral,"Consolidated Edison Inc,Crestwood Equity Partners LP",30.0,,2021-06-28,14.35,2021-07-19,13.72,-4.4,Completed
2021-07-06,2020,PTEN,Patterson-UTI Energy Inc,1124.25,134439.39,119.5815,Brown,Pioneer Energy Services Corp,Neutral,,425.8,21.42,2021-06-25,9.55,2021-07-16,7.56,-20.77,Completed
2021-07-05,2020,CHX,ChampionX Corp,1900.0,24884.58,13.0972,Green,Scientific Aviation Inc,Green,,,,2021-06-24,26.48,2021-07-15,22.36,-15.56,Completed
2021-07-01,2020,CDZI,Cadiz Inc,0.54,6.84,12.6488,Green,220 mile Northern Pipeline,Brown,Kinder Morgan Inc,19.0,,2021-06-18,12.6,2021-07-12,13.7,8.73,Completed
2021-06-30,2020,CE,Celanese Corp,5655.0,1139252.19,201.4593,Brown,Santoprene synthetic rubber business/ExxonMobil,Brown,Exxon Mobil Corp,1150.0,,2021-06-18,135.78,2021-07-12,143.11,5.4,Completed
2021-06-08,2020,RF,Regions Financial Corp,6655.0,291136.0,43.747,Brown,EnerBank USA,Neutral,CMS Energy Corp,960.0,,2021-05-28,19.93,2021-06-18,16.57,-16.87,Completed
2021-06-08,2020,APO,Apollo Global Management Inc,2110.9,211.0,0.1,Green,Total Operations & Production Services LLC,Neutral,Black Bay Energy Capital LLC,,,2021-05-28,52.84,2021-06-18,52.86,0.05,Completed
2021-06-01,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333,Brown,Stagecoach Gas Services LLC,Brown,"Consolidated Edison Inc,Crestwood Equity Partners LP",1225.0,,2021-05-21,14.95,2021-06-11,15.29,2.24,Completed
2021-05-27,2020,MS,Morgan Stanley,52606.0,17170.7,0.3264,Green,Produced water infrastructure assets/Hibernia Energy III LLC,Neutral,Hibernia Energy LLC,,,2021-05-14,76.76,2021-06-07,81.91,6.71,Completed
2021-05-27,2020,MS,Morgan Stanley,52606.0,17170.7,0.3264,Green,Produced water infrastructure assets,Neutral,Hibernia Energy LLC,,,2021-05-14,76.76,2021-06-07,81.91,6.71,Completed
2021-05-24,2020,CTRA,Coterra Energy Inc,1466.0,302393.9,206.2714,Brown,Cimarex Energy Co,Brown,,8815.27,,2021-05-13,13.79,2021-06-03,13.47,-2.27,Completed
2021-05-17,2020,SPRU,Spruce Power Holding Corp,20.34,242.98,11.9472,Green,World Energy Efficiency Services LLC,Green,,15.0,,2021-05-06,48.4,2021-05-27,55.92,15.54,Completed
2021-05-12,2020,D,Dominion Energy Inc,14172.0,14575889.35,1028.4991,Brown,Birdseye Renewable Energy LLC,Green,BRE Holdings LLC,28.0,,2021-04-30,67.0,2021-05-24,64.65,-3.52,Completed
2021-05-12,2020,DTE,DTE Energy Co,11423.0,20962000.49,1835.0696,Brown,Isabella Wind I and II projects/Isabella County,Green,Greenlight Energy Resources Inc,,,2021-04-30,104.55,2021-05-24,106.16,1.54,Completed
2021-05-10,2020,CIVI,Civitas Resources Inc,218.09,1200551.0,5504.842,Brown,Extraction Oil & Gas Inc,Brown,,1382.69,,2021-04-29,24.52,2021-05-20,30.78,25.52,Completed
2021-05-06,2020,EQT,EQT Corp,3557.45,338799.56,95.2367,Brown,"Eqt Amd LLC,EQT ARO LLC",Neutral,,2925.0,,2021-04-23,16.8,2021-05-17,21.92,30.53,Completed
2021-05-06,2020,AMSC,American Superconductor Corp,63.84,101860.59,1595.6106,Brown,Neeltran Inc,Neutral,,8.8,,2021-04-23,17.13,2021-05-17,13.99,-18.33,Completed
2021-05-03,2020,CHRD,Chord Energy Corp,1307.67,537377.29,410.9413,Brown,Williston Basin assets/Diamondback Energy Inc,Brown,Diamondback Energy Inc,745.0,,2021-04-22,47.13,2021-05-13,48.29,2.45,Completed
2021-04-22,2020,AEP,American Electric Power Co Inc,14918.5,25012316.5,1676.5973,Brown,100 MW Dry Lake Solar Project,Green,,114.0,,2021-04-09,74.0,2021-05-03,76.41,3.25,Completed
2021-04-19,2020,XIFR,XPLR Infrastructure LP,917.0,48471.85,52.8592,Green,Portfolio of 4 operating wind assets/US,Green,Brookfield Renewable Partners LP,733.0,,2021-04-08,55.94,2021-04-29,56.86,1.64,Completed
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,0.22,6.28,28.6849,Brown,HI-Power LLC,Neutral,Holtec International Corp,0.03,,2021-04-01,18.14,2021-04-26,14.33,-21.0,Completed
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,0.22,6.28,28.6849,Brown,HI-Power LLC,Neutral,,,,2021-04-01,18.14,2021-04-26,14.33,-21.0,Completed
2021-04-05,2020,DNOW,DNOW Inc,1619.0,24600.0,15.1946,Green,Flex Flow Services LLC,Neutral,GR Energy Services LLC,90.0,,2021-03-25,10.0,2021-04-15,9.68,-3.2,Completed
2021-03-18,2020,PPL,PPL Corp,5474.0,6895908.32,1259.7567,Brown,Narragansett Electric Co/The,Neutral,National Grid PLC,3770.0,,2021-03-05,23.87,2021-03-29,24.92,4.4,Completed
2021-03-09,2020,EFX,Equifax Inc,4127.5,6751.47,1.6357,Green,HireTechs.com,Neutral,Green Day Technologies Inc,,,2021-02-26,157.52,2021-03-19,169.49,7.6,Completed
2021-03-05,2020,CVX,Chevron Corp,94471.0,28078295.01,297.216,Brown,Noble Midstream Partners LP,Neutral,,454.5,4.62,2021-02-22,83.49,2021-03-15,93.56,12.05,Completed
2021-02-22,2020,BIPC,Brookfield Infrastructure Corp,1430.0,299516.82,209.4523,Brown,Inter Pipeline Ltd,Brown,,10949.35,15.14,2021-02-11,35.27,2021-03-04,39.14,10.98,Completed
2021-02-18,2020,VRN,Veren Inc,1733.7,1126052.5,649.5083,Brown,Kaybob Duvernay assets/Shell Canada Energy,Brown,Shell PLC,854.19,,2021-02-05,2.85,2021-03-01,3.31,16.2,Completed
2021-02-17,2020,NOVA,Sunnova Energy International Inc,160.82,3516.26,21.8646,Green,SunStreet Energy Group LLC,Neutral,Lennar Corp,162.73,,2021-02-05,49.45,2021-03-01,47.92,-3.09,Completed
2021-02-04,2020,NOG,Northern Oil and Gas Inc,552.21,155885.13,282.2937,Brown,Certain non operated natural gas assets,Brown,Reliance Industries Ltd,120.9,,2021-01-22,9.12,2021-02-16,10.61,16.33,Completed
2021-01-26,2020,ENPH,Enphase Energy Inc,774.42,26385.26,34.0708,Brown,Sofdesk Inc,Neutral,Wave Media Group LLC,,,2021-01-15,190.59,2021-02-05,193.2,1.37,Completed
2021-01-13,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0068,Brown,Hygo Energy Transition Ltd,Brown,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,2020-12-31,47.33,2021-01-25,39.15,-17.28,Completed
2021-01-13,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0068,Brown,CH4 Energia Ltda,Neutral,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,2020-12-31,47.33,2021-01-25,39.15,-17.28,Completed
2020-12-23,2019,AEE,Ameren Corp,5910.0,24413650.5,4130.9053,Brown,400 MW project/Missouri,Neutral,,,,2020-12-11,68.37,2021-01-04,67.19,-1.73,Completed
2020-12-23,2019,BLK,BlackRock Inc,14539.0,6386.0,0.4392,Green,945 MW natural gas fired power plant/Heard County,Brown,TCT Generation Holdings LLC,,,2020-12-11,625.86,2021-01-04,639.92,2.25,Completed
2020-12-21,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,344.8272,Brown,QEP Resources Inc,Brown,,2183.83,3.71,2020-12-10,41.29,2020-12-31,40.01,-3.08,Completed
2020-12-21,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,344.8272,Brown,Guidon Operating LLC,Brown,,858.26,,2020-12-10,41.29,2020-12-31,40.01,-3.08,Completed
2020-12-21,2019,ENB,Enbridge Inc,50069.0,7619166.55,152.1733,Brown,Crude oil terminalling segment,Brown,Blueknight Energy Partners LP,132.0,,2020-12-10,26.62,2020-12-31,24.88,-6.54,Completed
2020-12-16,2019,ORA,Ormat Technologies Inc,746.04,380838.15,510.4768,Brown,Shovel Ready Project/Texas,Neutral,Consolidated Edison Inc,,,2020-12-04,74.33,2020-12-28,85.23,14.67,Completed
2020-12-15,2019,TRP,TC Energy Corp,13255.0,14427861.0,1088.4844,Brown,TC PipeLines LP,Brown,,3771.13,13.77,2020-12-04,35.75,2020-12-28,31.69,-11.38,Completed
2020-12-15,2019,GTLS,Chart Industries Inc,1215.5,43255.52,35.5866,Brown,Sustainable Energy Solutions Inc,Green,,20.0,,2020-12-04,108.74,2020-12-28,118.74,9.2,Completed
2020-12-14,2019,MUSA,Murphy USA Inc,12101.3,108593.08,8.9737,Green,Quick Chek Corp,Neutral,,645.0,,2020-12-03,122.09,2020-12-24,127.29,4.26,Completed
2020-12-08,2019,LGO,Largo Inc,105.53,12749.31,120.817,Brown,Certain assets/Vionx Energy Corp,Green,Vionx Energy Corp,,,2020-11-27,8.4,2020-12-18,11.6,38.1,Completed
2020-12-04,2019,PEG,Public Service Enterprise Group Inc,10076.0,13378211.19,1327.7304,Brown,Ocean Wind Project/NJ,Green,Orsted AS,,,2020-11-23,50.16,2020-12-14,48.87,-2.57,Completed
2020-11-16,2019,TRP,TC Energy Corp,13255.0,14427861.0,1088.4844,Brown,TransCanada Turbines Ltd,Brown,John Wood Group PLC,67.0,,2020-11-05,31.09,2020-11-27,35.14,13.03,Completed
2020-11-09,2019,CIVI,Civitas Resources Inc,313.22,111082.06,354.6455,Brown,HighPoint Resources Corp,Brown,,9.45,,2020-10-29,12.95,2020-11-19,17.24,33.11,Completed
2020-11-02,2019,POR,General Electric Co,2123.0,12954658.54,6102.053,Brown,North American Land Rod Lift business,Brown,Schlumberger NV,,,2020-10-22,33.91,2020-11-12,36.03,6.23,Completed
2020-10-19,2019,COP,ConocoPhillips,32567.0,9752666.38,299.4647,Brown,Concho Resources Inc,Brown,,13290.68,,2020-10-08,30.09,2020-10-29,25.0,-16.92,Completed
2020-10-15,2019,HON,Honeywell International Inc,36709.0,1090292.65,29.701,Brown,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Green,Ballard Power Systems Inc,,,2020-10-02,151.3,2020-10-26,155.46,2.75,Completed
2020-10-09,2019,GNRC,Generac Holdings Inc,2204.34,68034.07,30.8637,Brown,Enbala Power Networks Inc/Canada,Neutral,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,2020-09-28,190.18,2020-10-19,210.13,10.49,Completed
2020-10-07,2019,HON,Honeywell International Inc,36709.0,1090292.65,29.701,Brown,Rocky Research,Neutral,,,,2020-09-25,147.53,2020-10-19,156.76,6.25,Completed
2020-10-05,2019,AMSC,American Superconductor Corp,56.21,102867.16,1830.1485,Brown,Northeast Power Systems Inc,Brown,,37.15,,2020-09-24,12.01,2020-10-15,18.25,51.96,Completed
2020-09-29,2019,NEE,NextEra Energy Inc,19204.0,45652569.37,2377.2427,Brown,"GridLiance GP LLC,GridLiance Holdco LP",Neutral,Blackstone Inc,660.0,,2020-09-18,62.02,2020-10-09,67.84,9.39,Completed
2020-09-28,2019,DVN,Devon Energy Corp,6220.0,2610322.68,419.666,Brown,WPX Energy Inc,Brown,,5951.7,14.07,2020-09-17,7.78,2020-10-08,8.07,3.72,Completed
2020-09-18,2019,SND,Smart Sand Inc,233.07,39479.7,169.3877,Brown,Oil & Gas Proppants Segment/Eagle Materials Inc,Brown,Eagle Materials Inc,2.0,,2020-09-04,1.21,2020-09-28,1.23,1.57,Completed
2020-09-10,2019,NOG,Northern Oil and Gas Inc,472.4,218113.12,461.7118,Brown,Non operated interests/Dealware,Neutral,,,,2020-08-28,6.34,2020-09-21,5.2,-18.06,Completed
2020-09-02,2019,OVV,Ovintiv Inc,6726.0,5956212.0,885.5504,Brown,Partitioned Duvernay Position,Neutral,PetroChina International Canada Trading Ltd,,,2020-08-21,9.82,2020-09-14,8.08,-17.72,Completed
2020-08-25,2019,SOL,Emeren Group Ltd,119.12,21994.75,184.6483,Brown,Solar projects & accounts receivable/US,Green,,3.8,,2020-08-14,1.65,2020-09-04,1.7,3.03,Completed
2020-08-18,2019,AEP,American Electric Power Co Inc,15561.4,32656881.96,2098.5825,Brown,Desert Sky & Trent Mesa wind facilities,Green,Invenergy Renewables LLC,,,2020-08-07,73.33,2020-08-28,66.35,-9.53,Completed
2020-08-17,2019,D,Dominion Energy Inc,14401.0,25578454.27,1776.1582,Brown,62.5 MW Madison Solar generating facility/Virginia,Green,Cypress Creek Renewables LLC,,,2020-08-06,64.88,2020-08-27,63.55,-2.05,Completed
2020-08-06,2019,CMS,CMS Energy Corp,6624.0,13509175.08,2039.4286,Brown,525 MW Aviator Wind project,Green,Ares Management Corp,,,2020-07-24,55.02,2020-08-17,53.17,-3.35,Completed
2020-07-30,2019,CMS,CMS Energy Corp,6624.0,13509175.08,2039.4286,Brown,Aviator Wind Energy Project,Green,Ares Management LLC,,,2020-07-17,53.48,2020-08-10,54.95,2.74,Completed
2020-07-27,2019,CNX,CNX Resources Corp,1602.45,600510.16,374.746,Brown,CNX Midstream Partners LP,Brown,,323.69,2.88,2020-07-16,8.73,2020-08-06,10.44,19.59,Completed
2020-07-24,2019,NRG,NRG Energy Inc,9821.0,21083619.32,2146.7895,Brown,Direct Energy LP,Brown,Centrica PLC,3625.0,,2020-07-13,28.44,2020-08-03,28.9,1.62,Completed
2020-07-23,2019,COP,ConocoPhillips,32567.0,9752666.38,299.4647,Brown,Monetary acreage,Neutral,Kelt Exploration Ltd,390.0,,2020-07-10,33.27,2020-08-03,31.08,-6.56,Completed
