Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status,Target_Classification,Acquirer_Classification,Carbon_Intensity
2023-05-01,2022,ENB,Enbridge Inc,"Aitken Creek natural gas storage facility/British Columbia,Aitken Creek North gas storage facility/British Columbia",Fortis Inc/Canada,295.56,,2023-04-20,35.47,2023-05-11,35.57,77669.0,0.27,7717086.43,Completed,Brown,Brown,99.3586
2023-04-28,2022,TRP,TC Energy Corp,155 MW Fluvanna Wind Farm/Scurry County,,99.0,,2023-04-17,38.1,2023-05-08,37.74,38846.83,0.84,21133585.11,Completed,Green,Brown,544.0234
2023-04-27,2022,SU,Suncor Energy Inc,TotalEnergies EP Canada Ltd,TotalEnergies SE,1078.1,,2023-04-14,30.42,2023-05-08,27.99,35076.59,0.91,16817507.15,Completed,Neutral,Brown,479.451
2023-04-20,2022,WULF,Terawulf Inc,Nautilus Cryptomine facility,Cumulus Coin LLC,,,2023-04-06,1.0,2023-05-01,1.67,551.85,-5.6,49.2,Completed,Neutral,Green,0.0892
2023-04-12,2022,WHD,Cactus Inc,Flexsteel Pipeline Technologies Inc,,,,2023-03-31,40.51,2023-04-24,42.32,2884.36,2.68,8664.04,Completed,Neutral,Green,3.0038
2023-04-11,2022,D,Dominion Energy Inc,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Longroad Energy Holdings LLC,,,2023-03-31,50.44,2023-04-21,52.06,44645.37,-0.07,16875266.4,Completed,Green,Brown,377.9847
2023-04-10,2022,LBRT,Liberty Energy Inc,Siren Energy LLC,,75.7,,2023-03-30,12.28,2023-04-20,13.02,2123.15,1.57,1995196.0,Completed,Neutral,Brown,939.7339
2023-04-03,2022,OVV,Ovintiv Inc,"PetroLegacy Energy I LLC,Piedra Resources LLC,Black Swan Oil & Gas LLC",EnCap Investments LP,4321.93,,2023-03-23,32.56,2023-04-13,36.84,10012.81,-0.31,2871927.31,Completed,Brown,Brown,286.8253
2023-03-29,2022,ADHI,Arsenal Digital Holdings Inc,Blackrock Midstream LLC,,,,2023-03-17,0.12,2023-04-10,0.22,2.11,-46.23,17591.53,Completed,Neutral,Brown,8337.218
2023-03-28,2022,VRN,Veren Inc,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Spartan Delta Corp,1249.5,,2023-03-17,5.41,2023-04-10,7.02,3780.65,1.25,719333.0,Completed,Brown,Brown,190.267
2023-03-27,2022,ET,Energy Transfer LP,Lotus Midstream LLC,Encap Flatrock Midstream,1454.18,,2023-03-16,10.35,2023-04-06,10.57,34315.01,0.86,16765.4,Completed,Neutral,Green,0.4886
2023-03-27,2022,WGO,Winnebago Industries Inc,Lithionics Battery LLC,,,,2023-03-16,55.02,2023-04-06,53.1,1524.26,-0.23,7392.87,Completed,Neutral,Green,4.8501
2023-03-24,2022,SPRU,Spruce Power Holding Corp,SS Holdings 2017 LLC,,,,2023-03-13,6.11,2023-04-03,6.64,124.86,-6.63,108.62,Completed,Neutral,Green,0.8699
2023-03-08,2022,KLXE,KLX Energy Services Holdings Inc,Greene's Energy Group LLC,Denham Capital Management LP,,,2023-02-24,12.63,2023-03-20,11.91,228.79,-1.68,12508.74,Completed,Neutral,Brown,54.6735
2023-03-06,2022,VST,Vistra Corp,Energy Harbor Corp,,6763.0,,2023-02-23,21.66,2023-03-16,24.4,7985.75,4.98,31607742.71,Completed,Neutral,Brown,3958.0181
2023-03-03,2022,EQNR,Equinor ASA,Suncor Energy UK Ltd,Suncor Energy Inc,882.48,,2023-02-17,25.03,2023-03-13,23.68,69298.09,1.69,11434603.14,Completed,Neutral,Brown,165.006
2023-03-02,2022,PLUG,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,2023-02-17,15.58,2023-03-13,12.4,12451.91,-4.47,17435.66,Completed,Neutral,Green,1.4002
2023-03-02,2022,PLUG,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,2023-02-17,15.58,2023-03-13,12.4,12451.91,-4.47,17435.66,Completed,Neutral,Green,1.4002
2023-02-28,2022,REPX,Riley Exploration Permian Inc,Oil & gas assets/Pecos Oil & Gas LLC,Pecos Oil & Gas LLC,330.0,,2023-02-17,28.54,2023-03-10,30.18,598.36,2.57,46928.07,Completed,Brown,Brown,78.4278
2023-02-16,2022,DNOW,DNOW Inc,EcoVapor Recovery Systems LLC,,,,2023-02-03,13.89,2023-02-27,12.76,1455.31,1.42,19243.0,Completed,Neutral,Brown,13.2226
2023-02-15,2022,VTLE,Vital Energy Inc,Driftwood Energy Operating LLC,,212.94,,2023-02-03,52.92,2023-02-27,52.15,2107.74,-6.11,386367.84,Completed,Neutral,Brown,183.3091
2023-02-06,2022,GLNG,Golar LNG Ltd,2.4 MTPA floating liquefaction facility,New Fortress Energy Inc,193.72,,2023-01-26,21.85,2023-02-16,21.67,2242.52,-0.8,777147.65,Completed,Neutral,Brown,346.551
2023-01-24,2022,MTDR,Matador Resources Co,Advance Energy Partners Holdings LLC,EnCap Investments LP,1600.0,,2023-01-13,58.07,2023-02-03,60.17,7689.26,1.98,973869.0,Completed,Neutral,Brown,126.6531
2023-01-18,2022,SHEL,Shell PLC,Volta Inc,,149.16,,2023-01-06,52.3,2023-01-30,53.36,160284.78,1.09,41006166.52,Completed,Neutral,Brown,255.8332
2023-01-18,2022,DUK,Duke Energy Corp,Pike Engineering LLC,,,,2023-01-06,95.9,2023-01-30,92.67,72389.96,0.65,78800000.0,Completed,Neutral,Brown,1088.5487
2023-01-05,2022,PSX,Phillips 66,DCP Midstream LP,,3783.87,7.47,2022-12-23,95.88,2023-01-17,94.57,38746.02,0.01,13882306.74,Completed,Neutral,Brown,358.2899
2023-01-04,2022,HASI,HA Sustainable Infrastructure,Portfolio of 1.3 GW renewables/US,AES Corp/The,,,2022-12-23,26.44,2023-01-17,30.71,3154.02,0.99,0.0,Completed,Green,Green,0.0
2023-01-03,2022,TRGP,Targa Resources Corp,Grand Prix NGL Pipeline,Blackstone Inc,1050.0,,2022-12-23,69.81,2023-01-13,71.75,14663.82,1.54,8434072.29,Completed,Neutral,Brown,575.162
2023-01-03,2022,AMPS,Altus Power Inc,220 mw solar assets/True Green Capital Management LLC,True Green Capital Management LLC,293.0,,2022-12-23,6.37,2023-01-13,8.41,992.0,0.79,440.41,Completed,Green,Green,0.444
2023-01-03,2022,SHEL,Shell PLC,TF Hudgins Inc,CapStreet Group LLC/The,,,2022-12-23,52.78,2023-01-13,54.45,153669.15,1.09,41006166.52,Completed,Neutral,Brown,266.8471
2022-12-21,2021,AM,Antero Midstream Corp,Certain compression assets/Utica,EnLink Midstream LLC,10.0,,2022-12-09,8.81,2023-01-03,9.01,4407.63,1.93,850474.99,Completed,Neutral,Brown,192.9552
2022-12-19,2021,LINK,Interlink Electronics Inc,"KWJ Engineering Inc,Spec Sensors LLC",,2.0,,2022-12-08,6.06,2022-12-29,5.67,59.35,-3.7,1280.43,Completed,Neutral,Brown,21.5742
2022-12-06,2021,NRG,NRG Energy Inc,Vivint Smart Home Inc,,5017.07,9.53,2022-11-25,39.35,2022-12-16,28.98,6428.81,2.68,18279398.4,Completed,Neutral,Brown,2843.3565
2022-11-28,2021,PATK,Patrick Industries Inc,Transhield Inc,Ancor Holdings LP,,,2022-11-17,33.43,2022-12-08,35.46,1150.81,0.48,62251.64,Completed,Neutral,Brown,54.0938
2022-11-18,2021,CVX,Chevron Corp,Beyond6 LLC,,,,2022-11-07,168.04,2022-11-28,162.72,293928.9,1.26,28582001.82,Completed,Neutral,Brown,97.2412
2022-11-18,2021,CVX,Chevron Corp,Beyond6 LLC,"Mercuria Energy Trading Inc,Unknown Seller",,,2022-11-07,168.04,2022-11-28,162.72,293928.9,1.26,28582001.82,Completed,Neutral,Brown,97.2412
2022-11-16,2021,FANG,Diamondback Energy Inc,Lario Permian LLC,Lario Oil & Gas Co,1494.76,,2022-11-04,144.4,2022-11-28,130.38,41741.1,1.6,1253208.51,Completed,Neutral,Brown,30.0234
2022-11-15,2021,CMC,Commercial Metals Co,Metals recycling facility & related assets/Galveston,"Kodiak Properties LLC,Kodiak Resources Inc",,,2022-11-04,44.5,2022-11-25,46.57,5202.73,-2.59,652075.75,Completed,Neutral,Brown,125.3334
2022-11-11,2021,AIV,Apartment Investment and Management Co,Howard Energy Partners,,,,2022-10-31,7.41,2022-11-21,7.46,1025.58,-0.5,2054.3,Completed,Neutral,Green,2.0031
2022-11-07,2021,CPK,Chesapeake Utilities Corp,Planet Found Energy Development LLC,,9.4,,2022-10-27,118.41,2022-11-17,108.56,2331.36,1.02,221805.0,Completed,Neutral,Brown,95.1397
2022-11-02,2021,PUMP,ProPetro Holding Corp,Silvertip Completion Services,,136.16,,2022-10-21,11.28,2022-11-14,11.33,1119.38,-1.39,14877.68,Completed,Neutral,Brown,13.291
2022-11-02,2021,CEG,Constellation Energy Corp,Rebate Business/Bill Identity Ltd,Optima Technology Group Ltd,2.8,,2022-10-21,85.5,2022-11-14,92.15,28530.43,1.61,11387377.59,Completed,Neutral,Brown,399.1309
2022-11-02,2021,WTTR,Select Water Solutions Inc,"Breakwater Energy Partners LLC,Breakwater & water pipeline assets/Cypress Environmental Services LLC",Cypress Environmental Partners,,,2022-10-21,8.12,2022-11-14,8.15,887.92,-0.12,335852.06,Completed,Neutral,Brown,378.2459
2022-10-27,2021,ARIS,Aris Water Solution Inc,Intellectual property rights and related proprietary treatment technologies,Water Standard Management US Inc,,,2022-10-14,12.88,2022-11-07,15.68,464.35,0.53,19451.67,Completed,Neutral,Brown,41.8901
2022-10-26,2021,BH,Biglari Holdings Inc,Abraxas Petroleum Corp,,54.9,1.2,2022-10-14,125.97,2022-11-07,141.95,278.58,3.71,6418.04,Completed,Brown,Brown,23.0384
2022-10-26,2021,PROP,Prairie Operating Co,Prairie Operating Co LLC,,28.2,,2022-10-14,6.47,2022-11-07,4.41,135.1,-10.66,301.26,Completed,Neutral,Green,2.2299
2022-10-26,2021,NOA,North American Construction Group Ltd,ML Northern Services Ltd,,11.06,,2022-10-14,10.19,2022-11-07,12.4,298.68,0.82,10842.84,Completed,Neutral,Brown,36.3025
2022-10-18,2021,D,Dominion Energy Inc,Energy Storage Project/East Point Energy,East Point Energy LLC,,,2022-10-07,56.75,2022-10-28,61.18,49972.0,-0.07,15471297.2,Completed,Neutral,Brown,309.5993
2022-10-12,2021,FANG,Diamondback Energy Inc,Firebird Energy LLC,,1555.05,,2022-09-30,107.79,2022-10-24,137.14,36563.48,1.6,1253208.51,Completed,Neutral,Brown,34.2749
2022-10-11,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Northern Delaware Basin,,130.0,,2022-09-30,24.88,2022-10-21,31.29,2681.45,1.28,342025.42,Completed,Neutral,Brown,127.5524
2022-09-30,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Delaware Basin,Alpha Energy Partners LLC,157.5,,2022-09-19,27.75,2022-10-10,29.78,2465.56,1.28,342025.42,Completed,Neutral,Brown,138.7212
2022-09-29,2021,DTM,DT Midstream Inc,Millennium Pipeline Co LLC,National Grid PLC,552.0,,2022-09-16,50.32,2022-10-10,47.89,4767.69,0.73,39311.39,Completed,Neutral,Green,8.2454
2022-09-29,2021,DTM,DT Midstream Inc,Millennium Pipeline/US,National Grid PLC,552.0,,2022-09-16,50.32,2022-10-10,47.89,4767.69,0.73,39311.39,Completed,Neutral,Green,8.2454
2022-09-29,2021,BN,Brookfield Corp,Standard Solar Inc,Energir Inc,530.0,,2022-09-16,38.12,2022-10-10,31.78,48752.31,0.01,778802.78,Completed,Green,Brown,15.9747
2022-09-29,2021,ENB,Enbridge Inc,Tri Global Energy LLC,"Altius Minerals Corp,Unknown Seller",270.0,,2022-09-16,35.77,2022-10-10,31.77,71682.0,0.27,7431128.0,Completed,Neutral,Brown,103.668
2022-09-23,2021,ETR,Entergy Corp,475 MW Solar Gnerating capacity/US,,,,2022-09-12,52.31,2022-10-03,44.56,20165.71,0.44,35663689.0,Completed,Green,Brown,1768.5313
2022-09-22,2021,TALO,Talos Energy Inc,Enven Energy Corp,,1108.47,,2022-09-09,20.31,2022-10-03,18.74,3163.65,-1.04,1143630.47,Completed,Neutral,Brown,361.4908
2022-09-13,2021,AM,Antero Midstream Corp,Marcellus natural gas gathering & compression assets/West Virginia,Crestwood Equity Partners LP,205.0,,2022-09-02,8.31,2022-09-23,7.57,4011.15,1.93,850474.99,Completed,Brown,Brown,212.0277
2022-09-12,2021,ARKO,Arko Corp,Transit Energy Group LLC,,370.0,,2022-09-01,9.26,2022-09-22,9.31,1157.1,-0.06,79943.64,Completed,Neutral,Brown,69.0897
2022-09-09,2021,SPRU,Spruce Power Holding Corp,Spruce Power Holdings LLC,HPS Investment Partners LLC,58.0,,2022-08-29,9.36,2022-09-19,8.4,174.12,-6.63,179.52,Completed,Neutral,Green,1.031
2022-09-07,2021,EQT,EQT Corp,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Quantum Energy Partners LLC,4939.63,,2022-08-26,47.68,2022-09-19,45.45,26382.54,1.05,213267.11,Completed,Neutral,Green,8.0836
2022-08-18,2021,ABM,ABM Industries Inc,RavenVolt Inc,,170.0,,2022-08-05,42.32,2022-08-29,44.36,2869.61,-0.23,37273.09,Completed,Neutral,Brown,12.9889
2022-08-18,2021,ENB,Enbridge Inc,Gray Oak Pipeline LLC,Phillips 66,,,2022-08-05,36.75,2022-08-29,38.33,82386.76,0.27,7431128.0,Completed,Neutral,Brown,90.1981
2022-08-17,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Midland Basin,,110.0,,2022-08-05,24.05,2022-08-29,29.33,2606.87,1.28,342025.42,Completed,Neutral,Brown,131.2016
2022-08-15,2021,BKR,Baker Hughes Co,Quest Integrity Group LLC,Team Inc,280.0,,2022-08-04,22.13,2022-08-25,25.07,23560.5,3.07,391346.0,Completed,Neutral,Brown,16.6103
2022-08-11,2021,KMI,Kinder Morgan Inc,North American Natural Resources Inc,,135.0,,2022-07-29,15.51,2022-08-22,16.01,35622.56,0.93,14100000.0,Completed,Neutral,Brown,395.8166
2022-08-09,2021,DVN,Devon Energy Corp,Validus Energy Aquilas Assetco LLC,,1800.0,,2022-07-29,54.73,2022-08-19,59.65,33341.14,2.1,1543105.45,Completed,Neutral,Brown,46.2823
2022-08-09,2021,APA,APA Corp,Mining properties/Texas Delaware Basin,,505.0,,2022-07-29,34.49,2022-08-19,33.55,11068.99,1.83,3844050.62,Completed,Neutral,Brown,347.2811
2022-08-09,2021,EVRG,Evergy Inc,199 MW Persimmon creek wind Farm/Oklahoma,"Gestamp Eolica SL,Scout Clean Energy LLC",250.0,,2022-07-29,61.24,2022-08-19,64.51,14349.23,0.24,26540373.0,Completed,Green,Brown,1849.6026
2022-08-09,2021,EVRG,Evergy Inc,Wind farm/Oklahoma,,,,2022-07-29,61.24,2022-08-19,64.51,14349.23,0.24,26540373.0,Completed,Green,Brown,1849.6026
2022-08-04,2021,ET,Energy Transfer LP,Woodford Express LLC,Xplorer Midstream LLC,485.0,,2022-07-22,8.11,2022-08-15,9.35,30147.96,0.86,12051.29,Completed,Neutral,Green,0.3997
2022-08-04,2021,ARIS,Aris Water Solution Inc,Delaware Energy Services LLC,,128.8,,2022-07-22,17.28,2022-08-15,16.46,504.88,0.53,19451.67,Completed,Neutral,Brown,38.5273
2022-08-03,2021,BWA,BorgWarner Inc,Rhombus Energy Solutions Inc,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,2022-07-22,30.96,2022-08-15,33.76,7347.13,-2.89,99997.34,Completed,Neutral,Brown,13.6104
2022-08-03,2021,AEP,American Electric Power Co Inc,595 MW Cardinal Plant Unit 1/Brilliant,AEP Generation Resources Inc,,,2022-07-22,84.83,2022-08-15,94.75,47746.14,0.64,28544859.42,Completed,Neutral,Brown,597.8464
2022-07-28,2021,PBF,PBF Energy Inc,PBF Logistics LP,,1096.91,6.88,2022-07-15,25.8,2022-08-08,28.25,3396.12,-2.28,14160000.0,Completed,Neutral,Brown,4169.464
2022-07-25,2021,SHEL,Shell PLC,Shell Midstream Partners LP,,1963.6,23.35,2022-07-14,41.38,2022-08-04,45.82,135264.59,1.09,45504846.91,Completed,Neutral,Brown,336.4136
2022-07-20,2021,BLK,BlackRock Inc,Vanguard Renewables LLC,Vision Ridge Partners LLC,,,2022-07-08,579.79,2022-08-01,628.3,92218.81,1.2,5308.0,Completed,Green,Green,0.0576
2022-07-19,2021,KMI,Kinder Morgan Inc,3 landfill assets/Mas CanAm LLC,MAS CanAm LLC,355.0,,2022-07-08,14.41,2022-07-29,15.51,32658.66,0.93,14100000.0,Completed,Neutral,Brown,431.7385
2022-07-14,2021,EGY,VAALCO Energy Inc,TransGlobe Energy Corp,,328.51,1.76,2022-07-01,6.02,2022-07-25,4.76,478.2,1.17,107795.82,Completed,Neutral,Brown,225.4199
2022-07-07,2021,POR,General Electric Co,Nexus Controls LLC,Baker Hughes Co,,,2022-06-24,42.28,2022-07-18,44.32,4798.35,0.3,5859714.0,Completed,Neutral,Brown,1221.1935
2022-07-05,2021,REI,Ring Energy Inc,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP","Warburg Pincus LLC,Unknown Seller",262.51,,2022-06-24,2.91,2022-07-15,2.41,507.38,2.42,121754.81,Completed,Neutral,Brown,239.9677
2022-07-05,2021,NNI,Nelnet Inc,Grne Solutions LLC,,,,2022-06-24,83.55,2022-07-15,87.56,2143.43,0.46,993.76,Completed,Neutral,Green,0.4636
2022-06-17,2021,TRGP,Targa Resources Corp,Lucid Energy Group LLC,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,2022-06-06,71.92,2022-06-27,57.21,12457.58,1.54,7006559.46,Completed,Neutral,Brown,562.4334
2022-06-09,2021,DVN,Devon Energy Corp,Leasehold interest & related assets/RimRock Oil and Gas LP,Rimrock Oil & Gas LP,865.0,,2022-05-27,64.93,2022-06-21,52.73,43246.35,2.1,1543105.45,Completed,Brown,Brown,35.6818
2022-06-08,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Williston Basin,,158.0,,2022-05-27,29.74,2022-06-21,27.52,3208.02,1.28,342025.42,Completed,Neutral,Brown,106.6157
2022-06-01,2021,MYE,Myers Industries Inc,Mohawk Rubber Sales of NE Inc,ISO New England Inc,27.8,,2022-05-20,20.8,2022-06-13,21.4,851.12,-1.2,51316.83,Completed,Neutral,Brown,60.2933
2022-05-31,2021,SU,Suncor Energy Inc,White Rose asset,Cenovus Energy Inc,39.58,,2022-05-20,34.02,2022-06-10,37.25,44634.01,0.91,10848667.93,Completed,Neutral,Brown,243.0583
2022-05-31,2021,PROP,Prairie Operating Co,Certain energy assets/South Dakota,Highwire Energy Partners LLC,,,2022-05-20,17.94,2022-06-10,13.85,456.26,-10.66,301.26,Completed,Neutral,Green,0.6603
2022-05-26,2021,FF,FutureFuel Corp,Cebolleta Uranium Project/Cibola County,Encore Energy Corp,92.72,,2022-05-13,4.38,2022-06-06,4.91,199.55,-0.47,33963.84,Completed,Neutral,Brown,170.2022
2022-05-19,2021,PR,Permian Resources Corp,Colgate Energy Partners III LLC,,2612.61,,2022-05-06,7.46,2022-05-31,7.31,4490.86,1.28,412347.0,Completed,Neutral,Brown,91.8192
2022-05-17,2021,HLX,Helix Energy Solutions Group Inc,Alliance Offshore LLC,,120.0,,2022-05-06,4.34,2022-05-27,4.64,656.57,0.77,205000.0,Completed,Neutral,Brown,312.2287
2022-05-16,2021,FANG,Diamondback Energy Inc,Rattler Midstream LP,,1281.66,5.61,2022-05-05,118.33,2022-05-26,128.03,33228.01,1.6,1253208.51,Completed,Neutral,Brown,37.7154
2022-05-05,2021,CAT,Caterpillar Inc,Tangent Energy Solutions Inc,,,,2022-04-22,205.04,2022-05-16,196.41,97829.06,3.18,191752.67,Completed,Neutral,Green,1.9601
2022-05-03,2021,RDUS,Radius Recycling Inc,Operating assets/Encore Recycling LLC,Encore Recycling LLC,,,2022-04-22,47.05,2022-05-13,34.12,1135.78,-2.46,74231.03,Completed,Neutral,Brown,65.3569
2022-04-28,2021,HPK,HighPeak Energy Inc,Howard County assets,Hannathon Petroleum LLC,345.37,,2022-04-14,30.02,2022-05-09,26.23,3730.6,1.63,121707.36,Completed,Neutral,Brown,32.6241
2022-04-27,2021,CHX,ChampionX Corp,Leak Surveys Inc,,3.7,,2022-04-14,24.37,2022-05-09,19.61,3931.28,2.39,76396.0,Completed,Neutral,Brown,19.4329
2022-04-26,2021,ST,Sensata Technologies Holding PLC,Dynapower Co LLC,Pfingsten Partners LLC,580.0,,2022-04-14,45.65,2022-05-06,44.07,6554.04,-0.34,10328.08,Completed,Neutral,Green,1.5758
2022-04-20,2021,BKR,Baker Hughes Co,Mosaic Materials Inc,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,2022-04-08,34.86,2022-05-02,28.71,32496.33,3.07,391346.0,Completed,Neutral,Brown,12.0428
2022-04-19,2021,ALE,ALLETE Inc,New Energy Equity,,165.5,,2022-04-08,56.68,2022-04-29,51.8,3225.0,0.75,1733893.46,Completed,Neutral,Brown,537.6414
2022-04-11,2021,SUN,Sunoco LP,Gladieux Energy LLC,,190.0,,2022-03-31,33.15,2022-04-21,34.19,4621.93,0.72,114567.02,Completed,Neutral,Brown,24.7877
2022-04-04,2021,HPK,HighPeak Energy Inc,Oil & gas properties/Permian Basin,Alamo Frac Holdings LLC,201.0,,2022-03-24,21.1,2022-04-14,30.02,2816.91,1.63,121707.36,Completed,Brown,Brown,43.206
2022-04-04,2021,AMTX,Aemetis Inc,8.5 acre property/California,,2.0,,2022-03-24,11.22,2022-04-14,13.17,654.24,-7.25,55040.79,Completed,Neutral,Brown,84.1294
2022-03-31,2021,FCPT,Four Corners Property Trust Inc,Express Oil Change property,,1.5,,2022-03-18,22.68,2022-04-11,24.28,2332.75,0.99,2592.86,Completed,Brown,Green,1.1115
2022-03-28,2021,USDP,USD Partners LP,Hardisty South terminal assets/USD Group LLC,USD Group LLC,107.47,,2022-03-17,5.01,2022-04-07,5.52,176.63,-2.68,3519.15,Completed,Neutral,Brown,19.9239
2022-03-18,2021,ROAD,Construction Partners Inc,Asphalt & Sitework business/GAC Contractors Inc,GAC Contractors Inc,,,2022-03-07,25.83,2022-03-28,25.68,1206.01,-0.12,18720.01,Completed,Neutral,Brown,15.5223
2022-03-17,2021,TRGP,Targa Resources Corp,Southcross Energy Operating LLC,,200.0,,2022-03-04,65.17,2022-03-28,70.02,13826.59,1.54,7006559.46,Completed,Neutral,Brown,506.7453
2022-03-15,2021,ENPH,Enphase Energy Inc,SolarLeadFactory LLC,,,,2022-03-04,158.15,2022-03-25,193.81,21810.03,1.91,12095.16,Completed,Green,Green,0.5546
2022-03-08,2021,SND,Smart Sand Inc,Hi-Crush Blair LLC,Hi-Crush Inc,6.5,,2022-02-25,3.07,2022-03-18,3.21,180.26,-0.03,11663.01,Completed,Neutral,Brown,64.701
2022-03-07,2021,CHRD,Chord Energy Corp,Whiting Petroleum Corp,,3247.0,2.77,2022-02-24,88.46,2022-03-17,106.08,6389.3,1.62,1457753.14,Completed,Brown,Brown,228.1554
2022-03-03,2021,ALE,ALLETE Inc,NEW Energy Equity LLC,"Unknown Seller,SmartPitch Ventures LLC",165.5,,2022-02-18,53.51,2022-03-14,57.03,3238.65,0.75,1733893.46,Completed,Neutral,Brown,535.3754
2022-02-28,2021,CVX,Chevron Corp,Renewable Energy Group Inc,,2769.66,8.87,2022-02-17,118.89,2022-03-10,152.01,225602.78,1.26,28582001.82,Completed,Green,Brown,126.6917
2022-02-25,2021,NVAX,NOV Inc,Advanced Drilling Solutions business/AFG Holdings Inc,AFG Holdings Inc,,,2022-02-14,80.11,2022-03-07,69.73,13129.7,-7.08,6696.68,Completed,Neutral,Green,0.51
2022-02-23,2021,BEEM,Beam Global,AllCell Technologies LLC,,13.67,,2022-02-11,13.21,2022-03-07,14.65,173.0,1.93,290.07,Completed,Neutral,Green,1.6767
2022-02-22,2021,MTDR,Matador Resources Co,Producing & non-producing properties,,242.0,,2022-02-11,42.69,2022-03-04,51.64,5220.79,1.98,774427.0,Completed,Neutral,Brown,148.3352
2022-02-16,2021,HNRG,Hallador Energy Co,Merom generating station/Indiana,Hoosier Energy Rural Electric Cooperative Inc,,,2022-02-04,2.45,2022-02-28,3.43,138.51,0.27,650443.26,Completed,Neutral,Brown,4696.0022
2022-02-09,2021,EPM,Evolution Petroleum Corp,Non-operated oil & natural gas assets/Sublette County,Exaro Energy III LLC,26.2,,2022-01-28,4.5,2022-02-22,5.73,160.01,-1.14,18081.28,Completed,Brown,Brown,113.0009
2022-02-01,2021,CIVI,Civitas Resources Inc,Bison Oil & Gas II LLC,,345.42,,2022-01-21,37.6,2022-02-11,39.56,3833.23,1.01,1278400.0,Completed,Brown,Brown,333.5046
2022-01-25,2021,EXE,Expand Energy Corp,Chief E&D Holdings LP,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,2022-01-14,59.89,2022-02-04,56.09,13080.46,-1.43,621870.78,Completed,Neutral,Brown,47.542
2022-01-20,2021,EPM,Evolution Petroleum Corp,Non-operated oil & natural gas assets/Williston Basin,"Foundation Energy Management LLC,Unknown Seller",25.9,,2022-01-07,4.32,2022-01-31,4.63,150.35,-1.14,18081.28,Completed,Brown,Brown,120.2613
2022-01-20,2021,HUT,Hut 8 Corp,Cloud & colocation data center business,TeraGo Inc,24.07,,2022-01-07,33.05,2022-01-31,29.7,2918.09,0.06,474.19,Completed,Neutral,Green,0.1625
2022-01-19,2021,PLUG,Plug Power Inc,Joule Processing LLC,,30.0,,2022-01-07,24.96,2022-01-31,21.87,19607.33,-4.47,15963.06,Completed,Neutral,Green,0.8141
2022-01-18,2021,ALTO,Alto Ingredients Inc,Eagle Alcohol Co LLC,,14.0,,2022-01-07,5.17,2022-01-28,4.98,400.09,-0.58,220296.78,Completed,Neutral,Brown,550.6181
2022-01-13,2021,DUK,Duke Energy Corp,3211 Shannon Rd/Durham,,,,2021-12-31,92.04,2022-01-24,90.0,70954.67,0.65,78000000.0,Completed,Neutral,Brown,1099.2934
2022-01-10,2021,EPD,Enterprise Products Partners LP,Navitas Midstream Partners LLC,Warburg Pincus LLC,3250.0,,2021-12-30,17.11,2022-01-20,18.95,40265.94,1.89,1192.82,Completed,Neutral,Green,0.0296
2022-01-04,2021,UGI,UGI Corp,Stonehenge Appalachia LLC,Stonehenge Energy Holdings LLC,190.0,,2021-12-23,38.99,2022-01-14,39.64,8420.85,2.43,820557.0,Completed,Neutral,Brown,97.4435
2022-01-04,2021,FELE,Franklin Electric Co Inc,Blake Group Holdings Inc,,27.1,,2021-12-23,88.57,2022-01-14,87.63,4193.9,1.85,23119.6,Completed,Neutral,Green,5.5127
2022-01-03,2021,GRMN,Garmin Ltd,Vesper Marine Ltd,Pioneer Capital Partners,,,2021-12-23,124.9,2022-01-13,122.73,23864.62,4.52,148599.64,Completed,Neutral,Green,6.2268
